Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Halle|2.16|1.70|Basilashvili N.|Georgia|2007|79.0|185.0|right|32.0|Rinderknech A.|France|2011|86.0|196.0|right|29.0|grass|20210617
Halle|2.84|1.43|Humbert U.|France|2014|73.0|188.0|left|26.0|Zverev A.|Germany|2011|90.0|198.0|right|27.0|grass|20210617
Halle|1.27|3.78|Harris L.|RSA|2014|80.0|193.0|right|27.0|Lacko L.|Slovakia|2003|87.0|188.0|right|36.0|grass|20210617
Halle|1.76|2.08|Korda S.|USA|2015|75.0|193.0|right|24.0|Nishikori K.|Japan|2005|73.0|178.0|right|34.0|grass|20210617
Queen's Club|1.44|2.76|Tiafoe F.|USA|2013|86.0|188.0|right|26.0|Troicki V.|Serbia|2003|86.0|193.0|right|38.0|grass|20210617
Queen's Club|1.46|2.71|Shapovalov D.|Canada|2013|75.0|185.0|left|25.0|Lopez F.|Spain|1997|88.0|188.0|left|42.0|grass|20210617
Queen's Club|1.34|3.29|Berrettini M.|Italy|2012|95.0|196.0|right|28.0|Murray A.|GreatBritain|2002|83.0|190.0|right|37.0|grass|20210617
Queen's Club|1.57|2.42|Evans D.|GreatBritain|2005|75.0|175.0|right|34.0|Mannarino A.|France|2004|79.0|180.0|left|36.0|grass|20210617
Aix en Provence challenger|2.39|1.54|Olivo R.|Argentina|2007|73.0|180.0|right|32.0|Bagnis F.|Argentina|2005|82.0|183.0|left|34.0|clay|20210617
Aix en Provence challenger|1.44|2.68|Taberner C.|Spain|2013|78.0|183.0|right|27.0|Cazaux A.|France|2019|||right|21.0|clay|20210617
Aix en Provence challenger|2.56|1.47|Droguet T.|France|2017|||right|23.0|Bourgue M.|France|2010|83.0|188.0|right|30.0|clay|20210617
Aix en Provence challenger|3.30|1.31|Jacquet K.|France|2017|65.0|175.0|right|23.0|Varillas J.|Peru|2012|78.0|185.0|right|28.0|clay|20210617
Nottingham 2 challenger|2.58|1.47|Dzumhur D.|BosniaandHerzeg.|2008|68.0|175.0|right|32.0|Kwon S.|SouthKorea|2013|72.0|180.0|right|26.0|grass|20210617
Nottingham 2 challenger|1.17|4.80|Kudla D.|USA|2008|79.0|180.0|right|32.0|Gaio F.|Italy|2008|84.0|180.0|right|32.0|grass|20210617
Nottingham 2 challenger|1.29|3.39|Majchrzak K.|Poland|2013|78.0|180.0|right|28.0|Ramanathan R.|India|2009|80.0|188.0|right|29.0|grass|20210617
Nottingham 2 challenger|1.60|2.24|Bonzi B.|France|2013|76.0|185.0|right|28.0|Escobedo E.|Mexico|2010|82.0|185.0|right|28.0|grass|20210617
Prostejov challenger|1.35|3.06|Coria F.|Argentina|2007|73.0|180.0|right|32.0|Rola B.|Slovenia|2008|85.0|193.0|left|33.0|clay|20210617
Prostejov challenger|1.34|3.13|Mager G.|Italy|2010|77.0|188.0|right|29.0|Svrcina D.|CzechRepublic|2017|68.0|178.0|right|21.0|clay|20210617
Prostejov challenger|1.72|2.06|Molcan A.|Slovakia|2014|73.0|178.0|left|26.0|Dellien H.|Bolivia|2007|75.0|180.0|right|31.0|clay|20210617
Prostejov challenger|1.50|2.48|Kolar Z.|CzechRepublic|2013|76.0|185.0|right|27.0|Kamke T.|Germany|2003|76.0|178.0|right|38.0|clay|20210617
Almaty 3 challenger|1.92|1.84|De Jong J.|Netherlands|2017|70.0|180.0|right|24.0|Bonadio R.|Italy|2009|81.0|180.0|right|31.0|clay|20210617
Almaty 3 challenger|2.13|1.67|Basic M.|BosniaandHerzeg.|2006|88.0|188.0|right|33.0|Moroni G.|Italy|2012|81.0|185.0|right|26.0|clay|20210617
Almaty 3 challenger|1.21|4.11|Martin A.|Slovakia|2005|83.0|183.0|right|34.0|Schnur B.|Canada|2011|84.0|193.0|right|29.0|clay|20210617
