Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Bouzige M.|AUS|Right-Handed|1.17|Vickery L.|AUS|Right-Handed|4.39|0.0|5.0|79.0|3.0|-3.0|5.0|-3.2199999999999998
clay|Martinez M.|CHE|Right-Handed|1.29|Villoslada E.|FRA|Right-Handed|3.27|0.0|5.0|79.0|-5.0|-8.0|2.0|-1.98
Varioussurfaces|Povey T.|ITA|Left-Handed|3.4|Nguyen A.|FRA|Right-Handed|1.3|1.0||-79.0|-2.0|0.0|-1.0|2.0999999999999996
clay|Aguilar Cardozo J.|URY|Right-Handed|3.32|Midon L.|ARG|Right-Handed|1.28|1.0||-79.0|-2.0|0.0|2.0|2.04
clay|Bass F.|FRA|Right-Handed|1.31|Rivera L.|NOR|Right-Handed|3.13|0.0|5.0|79.0|8.0|-3.0|2.0|-1.8199999999999998
hard|Marozsan F.|HUN|Right-Handed|1.47|Nardi L.|ITA|Right-Handed|2.67|0.0|2.0|283.0|2.0|0.0|3.0|-1.2
clay|Raynel A.|FRA|Right-Handed|2.18|Brunclik P.|CZE|Left-Handed|1.6|0.0|2.0|79.0|2.0|0.0|4.0|0.5800000000000001
hard|Cui J.|CHN|Right-Handed|2.46|Kachmazov A.|RUS|Right-Handed|1.52|1.0||219.0|-5.0|0.0|4.0|0.94
clay|Vrbensky M.|CZE|Right-Handed|1.92|Barranco Cosano J.|ESP|Left-Handed|1.81|0.0|-2.0|-112.0|-7.0|5.0|-1.0|0.10999999999999988
clay|Mehrotra A.|AUS|Right-Handed|2.11|Delaney J.|AUS|Right-Handed|1.64|1.0||-79.0|-2.0|0.0|2.0|0.47
clay|Gentzsch T.|DEU|Right-Handed|1.11|Ribeiro Lago E.|ITA|Right-Handed|5.68|0.0|-9.0|79.0|2.0|0.0|-6.0|-4.569999999999999
clay|Alves M.|BRA|Right-Handed|2.69|Rodriguez Taverna S.|ARG|Right-Handed|1.44|0.0|-1.0|-227.0|-5.0|-8.0|-2.0|1.25
clay|Ellis B.|AUS|Right-Handed|1.25|Masabayashi T.|JPN|Right-Handed|3.51|1.0||-79.0|-2.0|0.0|-1.0|-2.26
clay|El Sallaly A.|EGY|Right-Handed|2.33|Stanke C.|DEU|Right-Handed|1.52|1.0||-79.0|-2.0|0.0|1.0|0.81
hard|Gautier A.|FRA|Right-Handed|2.97|Damm M.|FRA|Left-Handed|1.37|1.0||-79.0|-2.0|15.0|7.0|1.6
clay|Maguire C.|IRL|Right-Handed|7.96|Trochu P.|FRA|Right-Handed|1.05|1.0||-79.0|-2.0|0.0|5.0|6.91
clay|Frusina A.|ITA|Right-Handed|3.1|Kuhar M.|FRA|Right-Handed|1.31|1.0||-79.0|-2.0|0.0|-10.0|1.79
Varioussurfaces|Cohen D.|ITA|Right-Handed|6.0|Dous Karpenschif J.|FRA|Right-Handed|1.11|1.0||-79.0|-2.0|0.0|-2.0|4.89
clay|Tremblay D.|FRA|Right-Handed|2.7|Oplustil P.|CZE|Right-Handed|1.39|1.0||-79.0|-2.0|0.0|3.0|1.3100000000000003
clay|Karlsson Wistrand J.|SWE|Right-Handed|1.25|Nanobashvili S.|SWE|Right-Handed|3.57|1.0||-79.0|-2.0|0.0|3.0|-2.32
clay|Legout T.|FRA|Right-Handed|1.1|Sheldon M.|ITA|Right-Handed|5.95|0.0|2.0|79.0|2.0|0.0|2.0|-4.85
clay|Martinez Gomez P.|ESP|Right-Handed|2.2|Lerby C.|NLD|Right-Handed|1.58|1.0||-79.0|-2.0|0.0|0.0|0.6200000000000001
