Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Munar J.|ESP|Right-Handed|Arnaldi M.|ITA|Right-Handed|1.0||133.0|-2.0|-2.0|4.0|-0.1499999999999999
clay|Matsuda R.|JPN|Right-Handed|Snitari I.|AUT|Right-Handed|0.0|2.0|-46.0|0.0|0.0|2.0|0.9400000000000002
grass|Albot R.|AUT|Right-Handed|Gaston H.|FRA|Left-Handed|0.0|9.0|-16.0|1.0|2.0|11.0|-0.56
clay|Petrovic S.|AUT|Right-Handed|Reichenberger C.|AUT|Right-Handed|0.0|3.0|-46.0|0.0|0.0|-4.0|0.09999999999999987
grass|Bellier A.|CHE|Left-Handed|Orlov V.|UKR|Right-Handed|0.0|1.0|-46.0|3.0|11.0|-2.0|-3.6900000000000004
Varioussurfaces|Szilvassy A.|CAN|Right-Handed|Kliebhan D.|AUT|Right-Handed|0.0|5.0|-46.0|0.0|0.0|3.0|-0.25
Varioussurfaces|You J.|CAN|Right-Handed|Richards A.|AUT|Right-Handed|1.0||46.0|0.0|0.0|-7.0|0.0
grass|Fils A.|FRA|Right-Handed|Harris L.|AUT|Right-Handed|0.0|-6.0|630.0|-2.0|-8.0|-7.0|-0.6499999999999997
Varioussurfaces|Sarr J.|AUT|Right-Handed|Bonetto N.|AUT|Right-Handed|0.0|0.0|-46.0|0.0|0.0|-5.0|-0.33000000000000007
clay|Snitari I.|AUT|Right-Handed|Matsuda R.|JPN|Right-Handed|1.0||46.0|0.0|0.0|-2.0|-0.9400000000000002
clay|Anthrop J.|AUT|Right-Handed|Smith K.|AUT|Right-Handed|0.0|-3.0|-46.0|-15.0|-13.0|-6.0|0.6000000000000001
clay|Singh K.|IND|Right-Handed|Bocchi L.|ITA|Right-Handed|1.0||46.0|0.0|5.0|-5.0|0.6300000000000001
Varioussurfaces|Ventre A.|BRA|Right-Handed|Van Zijl T.|NLD|Right-Handed|1.0||46.0|0.0|0.0|18.0|2.38
clay|Castelnuovo L.|CHE|Left-Handed|Stepanov T.|BLR|Right-Handed|1.0||46.0|0.0|0.0|1.0|-0.3999999999999999
Varioussurfaces|Noroozian A.|CAN|Left-Handed|Steiglehner N.|AUT|Right-Handed|0.0|-1.0|-46.0|0.0|0.0|6.0|-0.7899999999999998
clay|Madaras D.|SWE|Left-Handed|Paroulek T.|CZE|Right-Handed|0.0|1.0|-202.0|7.0|6.0|2.0|-2.33
clay|Schilter B.|CHE|Right-Handed|Affolter N.|CHE|Right-Handed|0.0|-5.0|-46.0|0.0|0.0|-4.0|0.3999999999999999
clay|Petschnig N.|AUT|Right-Handed|Traxler D.|AUT|Right-Handed|1.0||46.0|0.0|0.0|6.0|-0.09999999999999987
clay|Fleischmann J.|DEU|Right-Handed|Auinger S.|AUT|Right-Handed|0.0|7.0|-46.0|0.0|0.0|0.0|0.09999999999999987
clay|Mo Y.|CHN|Right-Handed|Li H.|CHN|Right-Handed|1.0||46.0|0.0|0.0|3.0|-2.0999999999999996
grass|Sels J.|NLD|Right-Handed|Herbert P.|FRA|Right-Handed|1.0||46.0|8.0|0.0|-4.0|1.51
clay|Pellanda P.|CHE|Right-Handed|Sauer Jimenez L.|DEU|Right-Handed|1.0||46.0|0.0|0.0|5.0|-0.3999999999999999
clay|Trinker J.|AUT|Right-Handed|Posch F.|AUT|Right-Handed|1.0||46.0|0.0|0.0|-1.0|-0.09999999999999987
clay|Pansy M.|AUT|Right-Handed|Aichhorn J.|AUT|Right-Handed|1.0||46.0|0.0|0.0|17.0|-0.09999999999999987
clay|Filipsky J.|CZE|Right-Handed|Pansi M.|AUT|Right-Handed|0.0|-9.0|-46.0|0.0|0.0|-9.0|0.09999999999999987
clay|Dietrich D.|CHE|Right-Handed|Sebesta J.|CHE|Right-Handed|0.0|0.0|-46.0|0.0|0.0|-2.0|0.3999999999999999
clay|Rohrer N.|AUT|Right-Handed|Duda F.|CZE|Right-Handed|1.0||46.0|0.0|0.0|0.0|-0.09999999999999987
clay|Bjelica I.|SRB|Right-Handed|Schueller F.|AUT|Right-Handed|1.0||46.0|4.0|5.0|9.0|-0.09999999999999987
clay|Posch F.|AUT|Right-Handed|Trinker J.|AUT|Right-Handed|0.0|-12.0|-46.0|0.0|0.0|1.0|0.09999999999999987
Varioussurfaces|Cundom J.|ARG|Right-Handed|Nagel A.|FRA|Right-Handed|1.0||46.0|0.0|0.0|2.0|1.3200000000000003
grass|Rosenkranz M.|DEU|Left-Handed|Gojo B.|HRV|Right-Handed|1.0||-179.0|-12.0|-11.0|-1.0|3.12
grass|Bergs Z.|BEL|Right-Handed|Rodionov J.|AUT|Left-Handed|1.0||-93.0|-3.0|-6.0|0.0|0.1299999999999999
clay|Cerny M.|CZE|Right-Handed|Veldheer M.|NLD|Left-Handed|1.0||46.0|0.0|2.0|-6.0|-0.09999999999999987
clay|Arnaldi M.|ITA|Right-Handed|Munar J.|ESP|Right-Handed|0.0|-6.0|-133.0|2.0|2.0|-4.0|0.1499999999999999
clay|Wetzel M.|DEU|Right-Handed|Ehrat S.|CHE|Right-Handed|1.0||258.0|6.0|5.0|1.0|-0.3999999999999999
clay|Zimmermann M.|DEU|Right-Handed|Schneider B.|AUT|Right-Handed|0.0|13.0|-46.0|-12.0|-2.0|12.0|0.09999999999999987
