Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Pospisil J.|CZE|Right-Handed|Paroulek T.|CZE|Right-Handed|0.0|15.0|-299.0|-5.0|-7.0|19.0|-0.44999999999999973
hard|Laurent T.|FRA|Right-Handed|Hemery C.|FRA|Right-Handed|1.0||94.0|-6.0|-6.0|-3.0|0.0
clay|Arias B.|BOL|Right-Handed|Lomakin G.|KAZ|Right-Handed|1.0||166.0|-2.0|-13.0|4.0|7.62
clay|Coelho F.|PRT|Right-Handed|Vives Marcos P.|ESP|Right-Handed|1.0||166.0|-2.0|0.0|1.0|1.34
clay|Stalder R.|FRA|Right-Handed|Boyer T.|FRA|Right-Handed|1.0||166.0|4.0|0.0|-1.0|-2.3
clay|Antonescu V.|ROU|Right-Handed|Martin D.|CAN|Right-Handed|0.0|8.0|337.0|5.0|-2.0|9.0|-1.34
clay|Canas Garcia J.|ESP|Right-Handed|Roglan A.|ESP|Right-Handed|1.0||166.0|-2.0|0.0|2.0|1.1199999999999999
clay|Arias B.|BOL|Right-Handed|Mercier T.|FRA|Right-Handed|1.0||166.0|-1.0|-6.0|-3.0|1.7099999999999997
clay|Vanta V.|ROU|Right-Handed|Sakellaridis S.|GRC|Right-Handed|0.0|3.0|-166.0|-10.0|-5.0|7.0|-6.41
clay|Mitchell M.|FRA|Right-Handed|Ceppellini A.|ITA|Right-Handed|1.0||166.0|7.0|7.0|-6.0|12.87
clay|Munar J.|ESP|Right-Handed|Polansky P.|CAN|Right-Handed|0.0|-9.0|243.0|-4.0|0.0|-9.0|-5.86
clay|Hoeijmans L.|CHE|Right-Handed|Zimmermann I.|CHE|Right-Handed|1.0||166.0|-2.0|0.0|-3.0|1.84
clay|Brosset S.|FRA|Left-Handed|Fassbender B.|FRA|Right-Handed|1.0||166.0|-2.0|0.0|0.0|1.97
clay|Mager G.|ITA|Right-Handed|Dimitrov G.|BGR|Right-Handed|1.0||-1172.0|-4.0|-3.0|-4.0|0.95
clay|Oberleitner N.|AUT|Right-Handed|Von Der Schulenburg H.|CHE|Right-Handed|1.0||166.0|-2.0|0.0|1.0|3.7800000000000002
clay|Sigurdsson E.|ISL|Right-Handed|Luncanu P.|ROU|Left-Handed|1.0||166.0|-3.0|0.0|-9.0|5.6000000000000005
clay|Martinez P.|ESP|Right-Handed|Martin A.|SVK|Right-Handed|0.0|-7.0|-92.0|-7.0|2.0|-7.0|-0.6799999999999997
clay|Sonego L.|ITA|Right-Handed|Basilashvili N.|GEO|Right-Handed|0.0|-6.0|-365.0|-3.0|6.0|-3.0|-1.8399999999999999
