Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Popko D.|KAZ|Right-Handed|Fratangelo B.|AUT|Right-Handed|1.0||-113.0|8.0|8.0|-4.0|-0.74
hard|Bueno Tapia J.|CHL|Right-Handed|Barrett H.|RUS|Left-Handed|0.0|7.0|290.5|14.0|2.0|1.0|-7.38
clay|Tiurnev E.|RUS|Right-Handed|Vasilenko A.|RUS|Right-Handed|0.0|-1.0|67.0|0.0|-6.0|-2.0|-1.35
clay|Bobrov B.|RUS|Right-Handed|Gakhov I.|RUS|Left-Handed|1.0||-53.0|-6.0|-6.0|-1.0|0.7199999999999998
clay|Novak D.|AUT|Right-Handed|Erler A.|AUT|Right-Handed|0.0|2.0|475.0|-3.0|-10.0|4.0|-5.05
clay|Noskin E.|RUS|Left-Handed|Dzhanashia S.|RUS|Left-Handed|1.0||-290.5|-2.0|13.0|-8.0|1.35
hard|Barrett H.|RUS|Left-Handed|Bueno Tapia J.|CHL|Right-Handed|1.0||-290.5|-14.0|-2.0|-1.0|7.38
hard|Harper C.|CAN|Right-Handed|Draxl L.|CAN|Right-Handed|1.0||-290.5|0.0|6.0|1.0|1.6
hard|Lapides S.|RUS|Right-Handed|Bueno Tapia J.|CHL|Right-Handed|1.0||-290.5|0.0|6.0|0.0|-1.74
clay|Neuchrist M.|AUT|Right-Handed|Thiem M.|AUT|Right-Handed|0.0|7.0|290.5|0.0|-6.0|9.0|-2.3
clay|Nedelko I.|RUS|Right-Handed|Danilov S.|RUS|Right-Handed|0.0|11.0|-37.0|5.0|-3.0|14.0|-1.35
clay|Schmitz C.|DEU|Right-Handed|Puetz T.|DEU|Right-Handed|1.0||-175.0|11.0|6.0|-7.0|1.9899999999999998
hard|Svajda Z.|RUS|Right-Handed|Giron M.|AUT|Right-Handed|1.0||-495.0|-18.0|-5.0|-4.0|2.33
clay|Galka J.|POL|Right-Handed|Wozniak M.|POL|Right-Handed|0.0|1.0|290.5|0.0|-6.0|0.0|-1.8900000000000001
hard|Bueno Tapia J.|CHL|Right-Handed|Lapides S.|RUS|Right-Handed|0.0|7.0|290.5|0.0|-6.0|0.0|1.74
hard|Giron M.|AUT|Right-Handed|Svajda Z.|RUS|Right-Handed|0.0|9.0|495.0|18.0|5.0|4.0|-2.33
clay|Moczek T.|POL|Right-Handed|Wojcik Y.|POL|Left-Handed|1.0||-290.5|6.0|6.0|4.0|5.96
hard|Fratangelo B.|AUT|Right-Handed|Popko D.|KAZ|Right-Handed|0.0|2.0|113.0|-8.0|-8.0|4.0|0.74
clay|Vasilenko A.|RUS|Right-Handed|Tiurnev E.|RUS|Right-Handed|1.0||-67.0|0.0|6.0|2.0|1.35
clay|Thiem D.|AUT|Right-Handed|Pichler D.|AUT|Right-Handed|0.0|3.0|6945.0|9.0|7.0|3.0|-14.41
