Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
US Open|1.03|12.89|Fritz T.|USA|2013|86.0|193.0|right|26.0|Comesana F.|Argentina|2017|||right|23.0|hard|20240830
US Open|1.20|4.57|Dimitrov G.|Bulgaria|2007|81.0|191.0|right|33.0|Griekspoor T.|Netherlands|2012|85.0|188.0|right|28.0|hard|20240830
US Open|1.34|3.32|Rublev A.|Russia|2013|70.0|188.0|right|26.0|Lehecka J.|CzechRepublic|2017|80.0|183.0|right|22.0|hard|20240830
US Open|2.30|1.62|Tiafoe F.|USA|2013|86.0|188.0|right|26.0|Shelton B.|USA|2021|||left|21.0|hard|20240830
US Open|22.38|1.01|Van De Zandschulp B.|Netherlands|2011|83.0|188.0|right|28.0|Alcaraz C.|Spain|2018|72.0|185.0|right|21.0|hard|20240830
US Open|1.10|7.31|Medvedev D.|Russia|2011|83.0|198.0|right|28.0|Marozsan F.|Hungary|2016|||right|24.0|hard|20240830
Zhangjiagang challenger|1.34|3.08|Lajal M.|Estonia|2021|||right|21.0|Noguchi R.|Japan|2016|63.0|168.0|right|25.0|hard|20240830
Zhangjiagang challenger|1.26|3.63|Hong S.|SouthKorea|2012|65.0|175.0|right|27.0|Sun F.|China|2014|75.0|178.0|right|27.0|hard|20240830
Zhangjiagang challenger|1.84|1.89|Uchiyama Y.|Japan|2007|78.0|183.0|right|32.0|Wu T.|ChineseTaipei|2013|81.0|188.0|right|26.0|hard|20240830
Zhangjiagang challenger|1.95|1.92|Gombos N.|Slovakia|2008|85.0|193.0|right|34.0|Svrcina D.|CzechRepublic|2017|68.0|178.0|right|21.0|hard|20240830
Como challenger|1.40|2.82|Travaglia S.|Italy|2007|80.0|185.0|right|32.0|Olivieri G.|Argentina|2014|73.0|175.0|right|26.0|clay|20240830
Como challenger|3.05|1.35|Debru G.|France|2021|||right|18.0|Nishikori K.|Japan|2005|73.0|178.0|right|34.0|clay|20240830
Como challenger|1.25|3.78|Buse I.|Peru|2019|||right|20.0|Aboian V.|Argentina|2018|||left|22.0|clay|20240830
