Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
International Premier League|13.65|1.01|Khotkov O.|Ukraine|2005|||right|34.0|Ofner S.|Austria|2012|81.0|191.0|right|28.0|clay|20200805
International Premier League|1.22|3.85|Otte O.|Germany|2010|79.0|193.0|right|31.0|Zukas M.|Argentina|2011|72.0|183.0|right|28.0|clay|20200805
International Premier League|1.01|15.18|Haase R.|Netherlands|2004|77.0|191.0|right|37.0|Peters F.|Germany|2012|||right|28.0|clay|20200805
International Premier League|3.09|1.33|Rosenkranz M.|Germany|2014|||left|25.0|Zverev M.|Germany|2002|88.0|191.0|left|37.0|clay|20200805
International Premier League|1.24|3.79|Vatutin A.|Russia|2009|69.0|178.0|right|31.0|Netuschil M.|Germany|2009|80.0|183.0|right|33.0|clay|20200805
International Premier League|2.39|1.52|Olivetti A.|France|2008|104.0|203.0|right|32.0|Strombachs R.|Latvia|2017|78.0|191.0|right|24.0|clay|20200805
International Premier League|1.04|9.08|Wessels L.|Germany|2014|90.0|198.0|right|25.0|Moraing O.|Germany|2015|||right|24.0|clay|20200805
International Premier League|1.40|2.77|Gerch L.|Germany|2011|86.0|193.0|left|29.0|Lock B.|Zimbabwe|2008|86.0|198.0|right|31.0|clay|20200805
International Premier League|1.17|4.73|Folliot Q.|France|2015|||right|25.0|Mannapov A.|Germany|2009|85.0|191.0|right|29.0|clay|20200805
East Coast Pro Series|1.21|4.10|Gomez A.|Colombia|2007|85.0|183.0|right|33.0|Lomakin G.|Kazakhstan|2013|78.0|198.0|right|26.0|clay|20200805
East Coast Pro Series|1.35|3.00|Popko D.|Kazakhstan|2011|87.0|191.0|right|27.0|Karlovskiy E.|Russia|2010|85.0|191.0|right|30.0|clay|20200805
East Coast Pro Series|1.13|5.33|Gerasimov E.|Belarus|2008|86.0|196.0|right|31.0|Lomakin G.|Kazakhstan|2013|78.0|198.0|right|26.0|clay|20200805
East Coast Pro Series|2.18|1.62|Arconada J.|USA|2011|74.0|180.0|right|28.0|Gomez A.|Colombia|2007|85.0|183.0|right|33.0|clay|20200805
European Pro Tennis Series|1.56|2.30|Escoffier A.|France|2008|78.0|185.0|right|32.0|Valkusz M.|Hungary|2015|75.0|183.0|right|26.0|hard|20200805
European Pro Tennis Series|2.52|1.47|Lokoli L.|France|2010|78.0|188.0|right|29.0|Geerts M.|Belgium|2013|73.0|178.0|right|29.0|hard|20200805
European Pro Tennis Series|1.39|2.84|Tchoutakian M.|France|2010|68.0|183.0|right|30.0|Paz J.|Argentina|2010|||right|29.0|hard|20200805
European Pro Tennis Series|2.55|1.46|Cachin P.|Argentina|2011|77.0|185.0|right|29.0|Avidzba A.|Russia|2015|76.0|188.0|right|24.0|hard|20200805
UK Pro Series 4|1.35|2.99|Willis M.|GreatBritain|2006|91.0|191.0|left|33.0|Hodkin S.|GreatBritain|2016|90.0|185.0|right|25.0|indoors|20200805
UK Pro Series 4|1.73|2.01|Patten H.|GreatBritain|2019|91.0|198.0|right|28.0|Paris J.|GreatBritain|2012|||right|28.0|indoors|20200805
UK Pro Series 4|2.56|1.45|Harris B.|GreatBritain|2013|86.0|191.0|right|29.0|Peniston R.|GreatBritain|2012|75.0|183.0|left|28.0|indoors|20200805
UK Pro Series 4|1.19|4.16|Cash J.|GreatBritain|2013|||right|27.0|Fox D.|GreatBritain|2011|||right|30.0|indoors|20200805
UK Pro Series 4|1.33|3.08|Hands T.|GreatBritain|2018|||right|27.0|Martin T.|GreatBritain|2010|78.0|188.0|right|31.0|indoors|20200805
UK Pro Series 4|1.47|2.51|Johnson L.|GreatBritain|2011|83.0|183.0|right|30.0|Cox D.|GreatBritain|2005|72.0|170.0|right|33.0|indoors|20200805
West Coast Pro Series|2.07|1.71|Bobrov B.|Russia|2012|74.0|185.0|right|26.0|Ortlip J.|USA|2017|||right|27.0|clay|20200805
West Coast Pro Series|1.75|1.99|Smith K.|USA|2016|93.0|198.0|right|26.0|Sarmiento R.|USA|2007|68.0|178.0|right|32.0|clay|20200805
West Coast Pro Series|2.15|1.69|Bobrov B.|Russia|2012|74.0|185.0|right|26.0|Nedelko I.|Russia|2006|80.0|185.0|right|38.0|clay|20200805
