Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
Varioussurfaces|Garcia Longo N.|ARG|Right-Handed|2.5|Ratti L.|ARG|Right-Handed|1.5|1.0||124.0|-1.0|0.0|-1.0|1.0
Varioussurfaces|Bramajo S.|ARG|Right-Handed|3.0|Otegui J.|ARG|Right-Handed|1.36|1.0||124.0|-4.0|-6.0|-2.0|1.64
hard|Radulov I.|BGR|Right-Handed|2.89|Alvarez Varona N.|ESP|Right-Handed|1.36|1.0||251.0|-1.0|-3.0|-4.0|1.53
hard|Visker N.|NLD|Right-Handed|1.83|Karol M.|SVK|Right-Handed|1.84|1.0||124.0|-11.0|-13.0|1.0|-0.010000000000000009
hard|Karol M.|SVK|Right-Handed|1.84|Visker N.|NLD|Right-Handed|1.83|0.0|-1.0|-124.0|11.0|13.0|-1.0|0.010000000000000009
hard|Zhang T.|CHN|Right-Handed|6.57|Dougaz A.|TUN|Left-Handed|1.08|1.0||124.0|-1.0|-3.0|-9.0|5.49
clay|Barrios Vera M.|CHL|Right-Handed|2.21|Ritschard A.|CHE|Right-Handed|1.61|1.0||124.0|6.0|-2.0|-4.0|0.5999999999999999
Varioussurfaces|Ramirez T.|ARG|Right-Handed|1.73|Riva M.|ARG|Right-Handed|2.0|1.0||124.0|-1.0|0.0|-1.0|-0.27
hard|Medvedev D.|RUS|Right-Handed|1.1|Mannarino A.|FRA|Left-Handed|7.25|0.0|-7.0|5024.0|4.0|18.0|-8.0|-6.15
hard|Boyer T.|ARG|Right-Handed|1.53|Butvilas E.|LTU|Right-Handed|2.37|1.0||124.0|-1.0|0.0|3.0|-0.8400000000000001
hard|Cui J.|CHN|Right-Handed|1.73|Sun F.|CHN|Right-Handed|1.98|0.0|-1.0|-124.0|-3.0|5.0|-1.0|-0.25
clay|Cerundolo J.|ARG|Left-Handed|1.62|Collarini A.|ARG|Left-Handed|2.2|0.0|-9.0|18.0|-12.0|-2.0|-10.0|-0.5800000000000001
hard|Celikbilek A.|TUR|Right-Handed|1.48|Nicod J.|CZE|Right-Handed|2.45|0.0|8.0|-250.0|-7.0|0.0|7.0|-0.9700000000000002
hard|Kumar O.|ARG|Left-Handed|1.17|Hernandez C.|ESP|Right-Handed|4.32|1.0||-243.0|-1.0|0.0|-1.0|-3.1500000000000004
Varioussurfaces|Otegui J.|ARG|Right-Handed|1.36|Bramajo S.|ARG|Right-Handed|3.0|0.0|3.0|-124.0|4.0|6.0|2.0|-1.64
hard|Kotov P.|RUS|Right-Handed|2.52|Cobolli F.|ITA|Right-Handed|1.52|1.0||250.0|6.0|6.0|3.0|1.0
clay|Nava E.|ARG|Right-Handed|2.49|Ritschard A.|CHE|Right-Handed|1.49|1.0||-119.0|-8.0|-10.0|-8.0|1.0000000000000002
hard|Erhard M.|FRA|Right-Handed|1.84|Poljicak M.|HRV|Right-Handed|1.83|0.0|4.0|303.0|1.0|3.0|2.0|0.010000000000000009
hard|Michelsen A.|ARG|Right-Handed|1.53|O'Connell C.|AUS|Right-Handed|2.48|0.0|-10.0|-25.0|2.0|2.0|-11.0|-0.95
hard|Gengel M.|CZE|Right-Handed|1.39|Moroni F.|ITA|Right-Handed|2.75|0.0|4.0|-124.0|1.0|0.0|5.0|-1.36
hard|Galarneau A.|CAN|Right-Handed|2.89|Eubanks C.|ARG|Right-Handed|1.38|1.0||-1040.0|-3.0|-21.0|-3.0|1.5100000000000002
hard|Sun F.|CHN|Right-Handed|1.98|Cui J.|CHN|Right-Handed|1.73|1.0||124.0|3.0|-5.0|1.0|0.25
hard|Dougaz A.|TUN|Left-Handed|1.08|Zhang T.|CHN|Right-Handed|6.57|0.0|10.0|-124.0|1.0|3.0|9.0|-5.49
