Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Boyer D.|PRT|Right-Handed|Sarkissian A.|PRT|Right-Handed|0.0|-10.0|-21.0|0.0|-8.0|-3.0|0.8399999999999999
hard|Escoffier A.|FRA|Right-Handed|Martineau M.|FRA|Right-Handed|0.0|6.0|23.0|2.0|2.0|7.0|0.039999999999999813
clay|Rondoni P.|ITA|Right-Handed|Gaio F.|ITA|Right-Handed|1.0||-155.0|-6.0|5.0|-2.0|4.0600000000000005
clay|Medjedovic H.|SRB|Right-Handed|Fatic N.|PRT|Right-Handed|1.0||-254.0|-9.0|-6.0|-8.0|2.34
hard|Faria J.|PRT|Right-Handed|Araujo P.|PRT|Right-Handed|1.0||-23.0|1.0|0.0|-1.0|2.5
clay|Berankis R.|LTU|Right-Handed|Sabanov M.|HRV|Right-Handed|0.0|3.0|574.0|3.0|-5.0|2.0|-5.47
clay|Brkic T.|PRT|Right-Handed|Kuzmanov D.|BGR|Right-Handed|1.0||191.0|3.0|-8.0|3.0|0.8399999999999999
clay|Kuzmanov D.|BGR|Right-Handed|Brkic T.|PRT|Right-Handed|0.0|-3.0|-191.0|-3.0|8.0|-3.0|-0.8399999999999999
clay|Cias P.|POL|Right-Handed|Grynkowski P.|POL|Right-Handed|0.0|2.0|23.0|-9.0|-7.0|-2.0|-2.53
hard|Batista D.|PRT|Right-Handed|Fernandes T.|PRT|Right-Handed|0.0|-2.0|23.0|-6.0|-2.0|-2.0|-2.5
Varioussurfaces|Parts R.|EST|Right-Handed|Mednis R.|LVA|Right-Handed|0.0|-1.0|23.0|-1.0|0.0|-2.0|-1.26
clay|Dica N.|ROU|Right-Handed|Jandric D.|SRB|Right-Handed|0.0|-6.0|23.0|-1.0|0.0|-7.0|-5.54
clay|Dzumhur D.|PRT|Right-Handed|Vanshelboim E.|UKR|Right-Handed|0.0|10.0|253.0|-18.0|-13.0|9.0|-7.260000000000001
clay|Adamson A.|PRT|Right-Handed|Kumar O.|PRT|Left-Handed|1.0||153.0|10.0|11.0|4.0|-0.7299999999999998
Varioussurfaces|Ozolins K.|LVA|Right-Handed|Mandma A.|EST|Right-Handed|0.0|-2.0|23.0|-1.0|0.0|0.0|-1.26
clay|Arevalo M.|SLV|Right-Handed|Popko D.|KAZ|Right-Handed|0.0|5.0|-128.0|-1.0|0.0|6.0|2.45
hard|Ore J.|PRT|Left-Handed|Cerretani J.|PRT|Left-Handed|0.0|-5.0|23.0|-2.0|0.0|-11.0|-7.38
hard|Liborio P.|PRT|Right-Handed|Rocha H.|PRT|Right-Handed|1.0||214.0|1.0|0.0|6.0|0.6799999999999999
hard|Petit G.|FRA|Right-Handed|Laurent T.|FRA|Right-Handed|0.0|0.0|23.0|-1.0|-5.0|3.0|1.81
hard|Portugal A.|PRT|Right-Handed|Alves D.|PRT|Right-Handed|0.0|3.0|23.0|-1.0|0.0|4.0|-1.0
clay|Styler O.|CZE|Right-Handed|Lehecka J.|CZE|Right-Handed|0.0|1.0|-204.0|-2.0|2.0|2.0|-0.6799999999999999
clay|Cacic N.|SRB|Right-Handed|Djere L.|SRB|Right-Handed|1.0||-1238.0|-7.0|-5.0|4.0|5.459999999999999
hard|Wallart E.|FRA|Right-Handed|Burnette S.|PRT|Right-Handed|0.0|3.0|23.0|-1.0|0.0|1.0|-2.56
clay|Zuk K.|POL|Right-Handed|Zielinski J.|POL|Right-Handed|0.0|-2.0|-58.0|-2.0|3.0|-2.0|-2.4800000000000004
hard|Luis T.|PRT|Right-Handed|Torres T.|PRT|Right-Handed|1.0||-23.0|1.0|0.0|0.0|0.8600000000000001
indoors|Edmund K.|PRT|Right-Handed|Ward J.|PRT|Right-Handed|0.0|-7.0|818.0|5.0|0.0|-8.0|-4.43
clay|Fabbiano T.|ITA|Right-Handed|Gigante M.|ITA|Left-Handed|0.0|16.0|127.0|-9.0|-12.0|13.0|-2.63
clay|Pospisil J.|CZE|Right-Handed|Stanek R.|CZE|Left-Handed|0.0|10.0|-42.0|-3.0|-10.0|14.0|-0.6799999999999999
Varioussurfaces|Mandma A.|EST|Right-Handed|Ozolins K.|LVA|Right-Handed|1.0||-23.0|1.0|0.0|0.0|1.26
clay|Florig P.|DEU|Right-Handed|Heller P.|DEU|Right-Handed|1.0||-23.0|3.0|0.0|-12.0|5.38
clay|Drinic M.|SRB|Right-Handed|Tadic V.|PRT|Right-Handed|1.0||-23.0|-3.0|0.0|3.0|-2.37
clay|Marcora R.|ITA|Right-Handed|Fonio G.|ITA|Right-Handed|1.0||7.0|5.0|10.0|9.0|-2.3600000000000003
clay|Passaro F.|ITA|Right-Handed|Dalla Valle E.|ITA|Right-Handed|1.0||-173.0|-11.0|-8.0|-3.0|0.2999999999999998
Varioussurfaces|Mednis R.|LVA|Right-Handed|Parts R.|EST|Right-Handed|1.0||-23.0|1.0|0.0|2.0|1.26
clay|Tadic V.|PRT|Right-Handed|Drinic M.|SRB|Right-Handed|0.0|-6.0|23.0|3.0|0.0|-3.0|2.37
clay|Sanchez Martinez B.|DEU|Left-Handed|Gojowczyk P.|DEU|Right-Handed|1.0||-256.0|-4.0|-3.0|-13.0|3.23
clay|Lehecka J.|CZE|Right-Handed|Donald M.|CZE|Right-Handed|0.0|3.0|227.0|1.0|-2.0|3.0|-0.6799999999999999
clay|Arnaboldi A.|ITA|Left-Handed|Capecchi D.|ITA|Right-Handed|0.0|11.0|-41.0|-3.0|0.0|8.0|-2.8
indoors|Murray A.|PRT|Right-Handed|Broady L.|PRT|Left-Handed|0.0|7.0|-136.0|5.0|7.0|7.0|-1.5500000000000003
hard|Bulis M.|ISR|Right-Handed|Benya R.|ISR|Right-Handed|1.0||-23.0|1.0|0.0|4.0|7.38
clay|Miladinovic M.|SRB|Right-Handed|Basic M.|PRT|Right-Handed|1.0||-322.0|-14.0|-8.0|-10.0|2.54
hard|Gomes M.|PRT|Right-Handed|Nunes J.|PRT|Right-Handed|0.0|-15.0|23.0|-1.0|0.0|-17.0|-0.44000000000000017
hard|Hemery C.|FRA|Right-Handed|Cressy M.|PRT|Right-Handed|1.0||110.0|-5.0|-10.0|2.0|1.1
hard|Faivre P.|FRA|Right-Handed|Added D.|FRA|Right-Handed|1.0||-23.0|7.0|2.0|3.0|3.5199999999999996
hard|Luis T.|PRT|Right-Handed|Coelho F.|PRT|Right-Handed|0.0|-2.0|23.0|-1.0|0.0|-2.0|2.5
clay|Arnaldi M.|ITA|Right-Handed|Brancaccio R.|ITA|Right-Handed|1.0||39.0|7.0|2.0|-4.0|1.76
clay|Torebko P.|DEU|Right-Handed|Marterer M.|DEU|Left-Handed|1.0||-448.0|0.0|-6.0|7.0|0.6599999999999997
clay|Jandric D.|SRB|Right-Handed|Dica N.|ROU|Right-Handed|1.0||-23.0|1.0|0.0|7.0|5.54
clay|Fatic N.|PRT|Right-Handed|Medjedovic H.|SRB|Right-Handed|0.0|9.0|254.0|9.0|6.0|8.0|-2.34
clay|Lenz J.|DEU|Right-Handed|Krawietz K.|DEU|Right-Handed|1.0||20.0|-3.0|0.0|-1.0|-1.16
clay|Sarmiento R.|PRT|Right-Handed|Nedelko I.|RUS|Right-Handed|0.0|-1.0|-37.0|-12.0|-7.0|-6.0|-0.7099999999999997
clay|Tabilo A.|CHL|Left-Handed|Arevalo M.|SLV|Right-Handed|1.0||57.0|-11.0|-3.0|-6.0|-2.56
clay|Gengel M.|CZE|Right-Handed|Styler O.|CZE|Right-Handed|1.0||-23.0|2.0|0.0|4.0|0.6799999999999999
clay|Zielinski J.|POL|Right-Handed|Zuk K.|POL|Right-Handed|1.0||58.0|2.0|-3.0|2.0|2.4800000000000004
clay|Lipp M.|DEU|Right-Handed|Gerch L.|DEU|Left-Handed|1.0||-23.0|-7.0|-8.0|-9.0|1.9999999999999998
hard|Rocha H.|PRT|Right-Handed|Araujo P.|PRT|Right-Handed|1.0||-237.0|1.0|0.0|-2.0|0.8600000000000001
clay|Bachinger M.|DEU|Right-Handed|Guttau N.|DEU|Left-Handed|0.0|13.0|184.0|7.0|3.0|13.0|-1.26
hard|Benya R.|ISR|Right-Handed|Bulis M.|ISR|Right-Handed|0.0|-3.0|23.0|-1.0|0.0|-4.0|-7.38
clay|Sabanov M.|HRV|Right-Handed|Berankis R.|LTU|Right-Handed|1.0||-574.0|-3.0|5.0|-2.0|5.47
clay|Capecchi D.|ITA|Right-Handed|Arnaboldi A.|ITA|Left-Handed|1.0||41.0|3.0|0.0|-8.0|2.8
clay|Heller P.|DEU|Right-Handed|Florig P.|DEU|Right-Handed|0.0|12.0|23.0|-3.0|0.0|12.0|-5.38
hard|Araujo P.|PRT|Right-Handed|Faria J.|PRT|Right-Handed|0.0|1.0|23.0|-1.0|0.0|1.0|-2.5
clay|Gaio F.|ITA|Right-Handed|Rondoni P.|ITA|Right-Handed|0.0|2.0|155.0|6.0|-5.0|2.0|-4.0600000000000005
hard|Torres T.|PRT|Right-Handed|Falcao G.|PRT|Right-Handed|0.0|-13.0|23.0|-1.0|0.0|-14.0|-0.44000000000000017
clay|Marterer M.|DEU|Left-Handed|Torebko P.|DEU|Right-Handed|0.0|-7.0|448.0|0.0|6.0|-7.0|-0.6599999999999997
hard|Johnson M.|PRT|Right-Handed|Cerretani J.|PRT|Left-Handed|0.0|-17.0|23.0|-2.0|0.0|-19.0|-2.56
clay|Gerch L.|DEU|Left-Handed|Lipp M.|DEU|Right-Handed|0.0|9.0|23.0|7.0|8.0|9.0|-1.9999999999999998
clay|Grynkowski P.|POL|Right-Handed|Cias P.|POL|Right-Handed|1.0||-23.0|9.0|7.0|2.0|2.53
hard|Nunes J.|PRT|Right-Handed|Gomes M.|PRT|Right-Handed|1.0||-23.0|1.0|0.0|17.0|0.44000000000000017
hard|Laurent T.|FRA|Right-Handed|Petit G.|FRA|Right-Handed|1.0||-23.0|1.0|5.0|-3.0|-1.81
hard|Giron M.|PRT|Right-Handed|Escobedo E.|MEX|Right-Handed|1.0||261.0|-5.0|-5.0|3.0|-0.7899999999999998
