Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
indoors|Eleveld J.|NLD|Right-Handed|Borza B.|ROU|Left-Handed|0.0|4.0|36.0|0.5|-1.0|5.0|-0.3899999999999999
clay|Mena F.|ARG|Right-Handed|Olivieri G.|ARG|Right-Handed|1.0||105.0|5.0|8.0|5.0|-0.8899999999999999
hard|Velotti A.|ARG|Right-Handed|Fritz T.|FRA|Right-Handed|1.0||-1027.0|-14.0|-19.0|6.0|7.309999999999999
indoors|Baldoni S.|ITA|Right-Handed|Litvinov D.|RUS|Right-Handed|0.0|7.0|36.0|0.5|-1.0|-1.0|-12.44
indoors|Seateun N.|FRA|Right-Handed|Makhlouf S.|EGY|Right-Handed|0.0|0.0|36.0|0.5|-1.0|1.0|-4.67
indoors|Lazarov A.|BGR|Right-Handed|Apostol B.|ROU|Right-Handed|0.0|-5.0|36.0|6.0|6.0|-2.0|-0.3899999999999999
indoors|Pavlasek A.|CZE|Right-Handed|Yamasaki J.|JPN|Right-Handed|0.0|3.0|97.0|1.0|5.0|2.0|0.5799999999999998
indoors|Petrone A.|ITA|Right-Handed|Bortolotti M.|ITA|Right-Handed|1.0||-36.0|6.0|12.0|0.0|0.72
indoors|Kopp S.|AUT|Right-Handed|Alcaraz C.|ESP|Right-Handed|1.0||138.0|6.0|0.0|3.0|6.63
indoors|Lestienne C.|FRA|Right-Handed|Celikbilek A.|TUR|Right-Handed|0.0|3.0|234.0|5.0|-5.0|5.0|-3.0199999999999996
indoors|Couacaud E.|FRA|Right-Handed|Rinderknech A.|FRA|Right-Handed|0.0|-1.0|-133.0|-8.0|-13.0|0.0|0.11999999999999988
indoors|Whitehouse M.|FRA|Right-Handed|Obeid L.|BRA|Right-Handed|0.0|8.0|36.0|2.0|3.0|8.0|-11.03
indoors|Kudriashov I.|RUS|Right-Handed|Dima D.|ROU|Right-Handed|1.0||-36.0|8.0|5.0|-12.0|2.3200000000000003
indoors|Wattanakul P.|THA|Right-Handed|Maamoun K.|EGY|Right-Handed|1.0||75.0|5.0|10.0|-4.0|9.23
hard|Zverev A.|DEU|Right-Handed|Wawrinka S.|CHE|Right-Handed|0.0|-10.0|1300.0|11.0|16.0|-12.0|-0.5100000000000002
hard|Vukic A.|AUS|Right-Handed|Polansky P.|CAN|Right-Handed|0.0|-9.0|-228.0|4.0|5.0|-8.0|-0.4099999999999999
indoors|Broville M.|FRA|Right-Handed|Neuchrist M.|AUT|Right-Handed|1.0||-36.0|-0.5|1.0|-8.0|4.1499999999999995
indoors|Perchicot M.|FRA|Right-Handed|Yulik V.|RUS|Right-Handed|0.0|0.0|36.0|7.0|0.0|7.0|-12.44
indoors|Garcia-Lopez G.|ESP|Right-Handed|Kamke T.|DEU|Right-Handed|0.0|3.0|125.0|4.0|7.0|3.0|1.4800000000000002
indoors|Bellier A.|CHE|Left-Handed|Martineau M.|FRA|Right-Handed|1.0||-226.0|4.0|13.0|2.0|0.16999999999999993
indoors|Van Baal A.|NLD|Right-Handed|Turchetti N.|ITA|Right-Handed|1.0||-36.0|10.0|5.0|-3.0|2.45
indoors|Tatlot J.|FRA|Right-Handed|Pla Malfeito J.|ESP|Right-Handed|0.0|-1.0|36.0|2.0|-5.0|-1.0|-1.4
indoors|Yamasaki J.|JPN|Right-Handed|Pavlasek A.|CZE|Right-Handed|1.0||-97.0|-1.0|-5.0|-2.0|-0.5799999999999998
indoors|Igoshin A.|RUS|Right-Handed|Dzhavakian Y.|UKR|Right-Handed|1.0||-36.0|13.5|7.0|1.0|-0.16999999999999993
indoors|Tchoutakian M.|FRA|Right-Handed|Paris T.|FRA|Right-Handed|0.0|9.0|36.0|-10.0|-2.0|8.0|-6.1899999999999995
indoors|Lokoli L.|FRA|Right-Handed|Ochi M.|JPN|Left-Handed|1.0||-73.0|13.0|13.0|1.0|-0.4900000000000002
indoors|Tiurnev E.|RUS|Right-Handed|Perez Contri S.|ESP|Left-Handed|0.0|1.0|-53.0|0.5|-1.0|1.0|-7.930000000000001
indoors|Rai A.|NZL|Right-Handed|Lipovsek Puches T.|SVN|Right-Handed|0.0|-3.0|36.0|-6.0|3.0|-6.0|0.6100000000000001
indoors|Bron H.|FRA|Right-Handed|Robert Q.|FRA|Right-Handed|1.0||-36.0|0.0|-3.0|-3.0|5.489999999999999
indoors|Alcaraz C.|ESP|Right-Handed|Kopp S.|AUT|Right-Handed|0.0|-3.0|-138.0|-6.0|0.0|-3.0|-6.63
indoors|Samuelsson C.|SWE|Right-Handed|Paul J.|CHE|Right-Handed|1.0||-36.0|-0.5|-1.0|3.0|-0.010000000000000009
indoors|Garanganga T.|ZWE|Right-Handed|Herman L.|BEL|Right-Handed|1.0||-175.0|1.5|1.0|11.0|-1.1
indoors|Campana F.|ITA|Right-Handed|Nedelko I.|RUS|Right-Handed|0.0|-12.0|193.0|-1.5|-1.0|-12.0|-0.3899999999999999
indoors|Baez S.|ARG|Right-Handed|Kai W.|HKG|Right-Handed|0.0|1.0|9.0|-8.0|-15.0|0.0|-6.35
indoors|Dambrosi G.|ITA|Right-Handed|Kilani M.|TUN|Right-Handed|0.0|-3.0|36.0|0.5|-1.0|-5.0|1.1500000000000001
hard|Eubanks C.|FRA|Right-Handed|Jung J.|ESP|Right-Handed|0.0|-7.0|-202.0|13.0|21.0|-7.0|0.019999999999999796
indoors|Gomez A.|COL|Right-Handed|Ritschard A.|CHE|Right-Handed|1.0||-261.0|3.0|-10.0|3.0|0.41000000000000014
indoors|Briand J.|FRA|Right-Handed|Seifert S.|DEU|Left-Handed|1.0||-36.0|-0.5|1.0|-14.0|1.27
clay|Casanova H.|ARG|Right-Handed|Seyboth Wild T.|BRA|Right-Handed|0.0|4.0|128.0|-2.0|-7.0|6.0|4.6
indoors|Mounir A.|EGY|Right-Handed|Nakamura R.|JPN|Right-Handed|1.0||-36.0|-0.5|1.0|7.0|0.15999999999999992
hard|Coppejans K.|BEL|Right-Handed|Bourchier H.|AUS|Right-Handed|0.0|-1.0|193.0|-10.0|-5.0|2.0|-1.03
indoors|Witten J.|FRA|Right-Handed|Pereira J.|BRA|Right-Handed|0.0|4.0|37.0|8.0|-2.0|8.0|1.3500000000000003
indoors|Rajic D.|SRB|Right-Handed|Chepelev A.|RUS|Left-Handed|1.0||-36.0|-0.5|1.0|-1.0|7.930000000000001
indoors|Quinzi G.|ITA|Left-Handed|Esteve Lobato E.|ESP|Right-Handed|0.0|0.0|-57.0|1.0|3.0|-1.0|-1.5299999999999998
indoors|Nedelko I.|RUS|Right-Handed|Jecan M.|ROU|Left-Handed|1.0||-193.0|7.0|5.0|2.0|1.27
hard|Altmaier D.|DEU|Right-Handed|Harris A.|AUS|Right-Handed|0.0|-3.0|-286.0|7.0|8.0|-5.0|-0.76
indoors|Davydov I.|RUS|Right-Handed|Fonio G.|ITA|Right-Handed|1.0||-36.0|5.0|5.0|1.0|1.1
hard|Bolt A.|AUS|Left-Handed|Caruana L.|ITA|Right-Handed|0.0|4.0|277.0|9.0|5.0|5.0|-3.6100000000000003
indoors|Meraut T.|FRA|Right-Handed|Sinha N.|IND|Right-Handed|0.0|2.0|36.0|12.0|7.0|3.0|-0.3899999999999999
indoors|Petrovic D.|SRB|Right-Handed|Ilkel C.|TUR|Right-Handed|1.0||76.0|4.0|20.0|3.0|-0.43999999999999995
indoors|Pereira J.|BRA|Right-Handed|Witten J.|FRA|Right-Handed|1.0||-37.0|-8.0|2.0|-8.0|-1.3500000000000003
indoors|Turker M.|TUR|Right-Handed|Eleveld J.|NLD|Right-Handed|1.0||-36.0|-0.5|1.0|-6.0|6.63
indoors|Ochi M.|JPN|Left-Handed|Lokoli L.|FRA|Right-Handed|0.0|-4.0|73.0|-13.0|-13.0|-1.0|0.4900000000000002
clay|Cerundolo F.|ARG|Right-Handed|Luz O.|BRA|Right-Handed|0.0|-3.0|193.0|0.0|5.0|0.0|-0.9700000000000002
indoors|Hemery C.|FRA|Right-Handed|Denolly C.|FRA|Left-Handed|0.0|1.0|210.0|6.0|6.0|2.0|0.30999999999999983
hard|Jung J.|ESP|Right-Handed|Eubanks C.|FRA|Right-Handed|1.0||202.0|-13.0|-21.0|7.0|-0.019999999999999796
indoors|Campana F.|ITA|Right-Handed|Piros Z.|HUN|Right-Handed|1.0||139.0|10.0|5.0|2.0|0.16999999999999993
indoors|Nava E.|FRA|Right-Handed|Ignat D.|ROU|Right-Handed|0.0|-8.0|36.0|-10.0|-5.0|-9.0|-0.8300000000000001
indoors|Kolar Z.|CZE|Right-Handed|Guinard M.|FRA|Right-Handed|0.0|0.0|-151.0|-5.0|-11.0|-1.0|-1.0899999999999999
indoors|Litvinov D.|RUS|Right-Handed|Baldoni S.|ITA|Right-Handed|1.0||-36.0|-0.5|1.0|1.0|12.44
indoors|Nagy P.|HUN|Right-Handed|Georgescu M.|ROU|Right-Handed|0.0|6.0|36.0|-5.0|-5.0|9.0|-6.91
hard|Hanfmann Y.|DEU|Right-Handed|Schoolkate T.|AUS|Right-Handed|0.0|12.0|189.0|8.0|10.0|9.0|-1.61
indoors|Nouza P.|CZE|Right-Handed|Lanz M.|CHE|Right-Handed|1.0||-36.0|7.5|9.0|1.0|-4.33
indoors|Spec M.|SVN|Right-Handed|Estevez M.|ARG|Left-Handed|1.0||-36.0|-0.5|1.0|-6.0|0.20999999999999996
hard|Istomin D.|UZB|Right-Handed|Bangoura S.|ESP|Right-Handed|0.0|7.0|381.0|8.0|5.0|5.0|-1.15
indoors|Arnaboldi A.|ITA|Left-Handed|Lacko L.|SVK|Right-Handed|1.0||-210.0|-15.0|-8.0|0.0|0.5800000000000001
indoors|Maamoun K.|EGY|Right-Handed|Wattanakul P.|THA|Right-Handed|0.0|4.0|-75.0|-5.0|-10.0|4.0|-9.23
indoors|Ritschard A.|CHE|Right-Handed|Gomez A.|COL|Right-Handed|0.0|-2.0|261.0|-3.0|10.0|-3.0|-0.41000000000000014
indoors|Okala J.|FRA|Right-Handed|Ferrari G.|ITA|Left-Handed|0.0|5.0|36.0|16.0|8.0|4.0|-7.930000000000001
indoors|Paul J.|CHE|Right-Handed|Samuelsson C.|SWE|Right-Handed|0.0|-3.0|36.0|0.5|1.0|-3.0|0.010000000000000009
hard|Nadal R.|ESP|Left-Handed|Thiem D.|AUT|Right-Handed|1.0||4345.0|6.0|0.0|7.0|-2.1100000000000003
indoors|Trongcharoenchaikul W.|THA|Right-Handed|Na J.|KOR|Right-Handed|1.0||-251.0|-0.5|1.0|-2.0|0.30999999999999983
