Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Dalmasso G.|FRA|Right-Handed|2.45|Masjuan Ginel P.|ESP|Right-Handed|1.48|0.0|-3.0|-37.0|-1.0|-2.0|-1.0|0.9700000000000002
clay|Pereira T.|PRT|Right-Handed|1.38|Lumsden E.|AUS|Right-Handed|2.78|1.0||37.0|1.0|2.0|-4.0|-1.4
Varioussurfaces|Purtseladze S.|GEO|Right-Handed|1.29|Rubio Fierros A.|MEX|Right-Handed|3.49|1.0||37.0|1.0|2.0|-2.0|-2.2
Varioussurfaces|Fonseca J.|BRA|Right-Handed|1.42|Collignon R.|BEL|Right-Handed|2.65|0.0|-1.0|-304.0|-6.0|0.0|-4.0|-1.23
clay|Cornut Chauvinc A.|FRA|Right-Handed|2.39|Fery A.|AUS|Right-Handed|1.5|0.0|3.0|169.0|-1.0|-2.0|2.0|0.8900000000000001
hard|Kukushkin M.|KAZ|Right-Handed|2.52|O'Connell C.|AUS|Right-Handed|1.47|1.0||-246.0|-6.0|0.0|6.0|1.05
hard|Boyer T.|AUS|Right-Handed|1.8|Sell K.|BRA|Right-Handed|1.94|0.0|-7.0|-37.0|-3.0|0.0|-7.0|-0.1399999999999999
Varioussurfaces|Squire H.|DEU|Right-Handed|2.56|Opelka R.|AUS|Right-Handed|1.48|1.0||-1841.0|-23.0|-26.0|-3.0|1.08
clay|Fery A.|AUS|Right-Handed|1.5|Cornut Chauvinc A.|FRA|Right-Handed|2.39|1.0||-169.0|1.0|2.0|-2.0|-0.8900000000000001
clay|Manzanera Pertusa A.|ESP|Right-Handed|3.22|Merida Aguilar D.|ESP|Right-Handed|1.29|1.0||37.0|1.0|2.0|2.0|1.9300000000000002
clay|Jasika O.|AUS|Left-Handed|1.08|Aguiard E.|AUS|Right-Handed|6.76|0.0|10.0|-152.0|-19.0|-2.0|5.0|-5.68
Varioussurfaces|Bueno G.|PER|Right-Handed|14.23|Bertola R.|CHE|Right-Handed|1.02|1.0||37.0|1.0|2.0|-5.0|13.21
Varioussurfaces|Boitan G.|ROU|Right-Handed|4.0|Yunchaokete B.|CHN|Right-Handed|1.2|1.0||37.0|1.0|2.0|3.0|2.8
Varioussurfaces|Mensik J.|CZE|Right-Handed|1.74|Rinderknech A.|FRA|Right-Handed|2.0|0.0|-9.0|-549.0|-8.0|-13.0|-11.0|-0.26
clay|Kumasaka T.|JPN|Right-Handed|1.72|Brumm J.|AUS|Right-Handed|2.0|0.0|-4.0|-37.0|-7.0|-10.0|0.0|-0.28
clay|Masabayashi T.|JPN|Right-Handed|3.28|Shin S.|KOR|Right-Handed|1.28|0.0|1.0|-37.0|3.0|3.0|-1.0|1.9999999999999998
Varioussurfaces|Hassan B.|LBN|Right-Handed|1.17|Beckley A.|AUS|Right-Handed|4.8|0.0|5.0|-37.0|6.0|-2.0|6.0|-3.63
Varioussurfaces|Bakshi A.|GEO|Left-Handed|2.83|Pacheco Mendez R.|MEX|Left-Handed|1.4|0.0|8.0|263.0|5.0|-5.0|8.0|1.4300000000000002
Varioussurfaces|Tanuma R.|JPN|Right-Handed|3.26|Tange S.|JPN|Right-Handed|1.32|0.0|10.0|-37.0|-15.0|-5.0|6.0|1.9399999999999997
Varioussurfaces|Thanos A.|GRC|Right-Handed|14.23|Kecmanovic M.|SRB|Right-Handed|1.02|1.0||-696.0|4.0|2.0|-1.0|13.21
Varioussurfaces|Bergs Z.|BEL|Right-Handed|1.4|Monteiro T.|BRA|Left-Handed|2.85|1.0||-204.0|5.0|2.0|-5.0|-1.4500000000000002
clay|Blanch D.|AUS|Right-Handed|1.92|Peliwo F.|POL|Right-Handed|1.78|1.0||260.0|7.0|5.0|-9.0|0.1399999999999999
clay|Pecci A.|ITA|Right-Handed|1.71|Wessels L.|DEU|Right-Handed|1.99|0.0|-5.0|148.0|-12.0|-15.0|-2.0|-0.28
Varioussurfaces|Lehecka J.|CZE|Right-Handed|2.03|Fils A.|FRA|Right-Handed|1.69|1.0||367.0|2.0|0.0|2.0|0.33999999999999986
Varioussurfaces|Agwi M.|IRL|Right-Handed|2.49|Dougaz A.|TUN|Left-Handed|1.51|0.0|-9.0|-37.0|-2.0|-5.0|-6.0|0.9800000000000002
clay|Oliveira G.|VEN|Left-Handed|1.72|Imamura M.|JPN|Right-Handed|2.0|0.0|5.0|-37.0|0.0|0.0|4.0|-0.28
clay|Rodrigues P.|BRA|Right-Handed|3.99|Barrena A.|ARG|Right-Handed|1.2|0.0|-4.0|-37.0|-1.0|-2.0|-3.0|2.79
Varioussurfaces|Cruz C.|SLV|Right-Handed|10.0|Milev Y.|BGR|Right-Handed|1.04|1.0||37.0|1.0|2.0|2.0|8.96
Varioussurfaces|Fils A.|FRA|Right-Handed|1.69|Lehecka J.|CZE|Right-Handed|2.03|0.0|-3.0|-367.0|-2.0|0.0|-2.0|-0.33999999999999986
Varioussurfaces|Nakashima B.|AUS|Right-Handed|1.33|Marterer M.|DEU|Left-Handed|3.23|0.0|-5.0|364.0|-7.0|-6.0|-6.0|-1.9
Varioussurfaces|Callaghan H.|AUS|Right-Handed|3.26|Shokralla T.|AUS|Right-Handed|1.32|0.0|1.0|-37.0|-1.0|-2.0|2.0|1.9399999999999997
clay|Den Ouden G.|NLD|Right-Handed|1.6|Sels J.|NLD|Right-Handed|2.24|0.0|-10.0|-37.0|-5.0|-5.0|-7.0|-0.6400000000000001
Varioussurfaces|Karatsu Y.|JPN|Right-Handed|1.32|Perez B.|VEN|Left-Handed|3.26|1.0||37.0|-4.0|-6.0|-5.0|-1.9399999999999997
Varioussurfaces|Soriano Barrera A.|COL|Right-Handed|6.74|Nishioka Y.|JPN|Left-Handed|1.09|1.0||-691.0|15.0|15.0|-3.0|5.65
clay|Gima S.|ROU|Left-Handed|2.76|Cina F.|ITA|Right-Handed|1.39|1.0||37.0|1.0|2.0|5.0|1.3699999999999999
Varioussurfaces|Rubio Fierros A.|MEX|Right-Handed|3.49|Purtseladze S.|GEO|Right-Handed|1.29|0.0|2.0|-37.0|-1.0|-2.0|2.0|2.2
Varioussurfaces|Kerswell C.|AUS|Right-Handed|3.26|Small J.|AUS|Right-Handed|1.32|0.0|-10.0|-37.0|-1.0|-2.0|-4.0|1.9399999999999997
Varioussurfaces|Rodesch C.|LUX|Right-Handed|1.3|Rai A.|NZL|Right-Handed|3.39|0.0|-3.0|-37.0|6.0|-5.0|-2.0|-2.09
Varioussurfaces|Ajavon L.|FRA|Right-Handed|1.33|Tens D.|LVA|Right-Handed|3.26|0.0|3.0|-37.0|-1.0|-2.0|4.0|-1.9299999999999997
Varioussurfaces|Uenoyama T.|JPN|Right-Handed|1.32|Sumizawa D.|JPN|Right-Handed|3.26|1.0||37.0|12.0|10.0|-3.0|-1.9399999999999997
Varioussurfaces|Perez B.|VEN|Left-Handed|3.26|Karatsu Y.|JPN|Right-Handed|1.32|0.0|5.0|-37.0|4.0|6.0|5.0|1.9399999999999997
Varioussurfaces|Cerundolo F.|ARG|Right-Handed|1.45|Virtanen O.|FIN|Right-Handed|2.7|0.0|0.0|1072.0|-1.0|0.0|3.0|-1.2500000000000002
Varioussurfaces|Wong C.|HKG|Right-Handed|1.01|Chan Baratau M.|ECU|Right-Handed|14.31|0.0|3.0|-37.0|-1.0|-2.0|2.0|-13.3
Varioussurfaces|Dodig M.|HRV|Right-Handed|1.89|Gaubas V.|LTU|Right-Handed|1.85|0.0|-4.0|-37.0|-1.0|-2.0|0.0|0.039999999999999813
Varioussurfaces|Henning P.|AUS|Right-Handed|2.5|Habib H.|LBN|Right-Handed|1.5|1.0||37.0|-6.0|-3.0|-3.0|1.0
clay|Singh K.|IND|Right-Handed|3.28|Bax F.|FRA|Right-Handed|1.28|0.0|-5.0|-37.0|-1.0|-2.0|-4.0|1.9999999999999998
clay|Cina F.|ITA|Right-Handed|1.85|Tomescu D.|ROU|Right-Handed|1.85|0.0|-8.0|-37.0|-1.0|-2.0|-8.0|0.0
clay|Imamura M.|JPN|Right-Handed|2.0|Oliveira G.|VEN|Left-Handed|1.72|1.0||37.0|0.0|0.0|-4.0|0.28
clay|Klintcharov A.|NZL|Right-Handed|3.02|Delaney J.|AUS|Right-Handed|1.33|1.0||37.0|-1.0|-3.0|1.0|1.69
Varioussurfaces|Small J.|AUS|Right-Handed|1.32|Kerswell C.|AUS|Right-Handed|3.26|1.0||37.0|1.0|2.0|4.0|-1.9399999999999997
Varioussurfaces|Khan A.|PAK|Right-Handed|3.28|Marshall K.|BRB|Right-Handed|1.28|0.0|15.0|-37.0|-1.0|-2.0|22.0|1.9999999999999998
Varioussurfaces|Tseng C.|AUS|Right-Handed|1.3|Basic M.|AUS|Right-Handed|3.4|1.0||156.0|-23.0|-13.0|-10.0|-2.0999999999999996
Varioussurfaces|Habib H.|LBN|Right-Handed|1.5|Henning P.|AUS|Right-Handed|2.5|0.0|3.0|-37.0|6.0|3.0|3.0|-1.0
Varioussurfaces|Xavier R.|AUS|Right-Handed|1.32|Filep A.|AUS|Right-Handed|3.26|1.0||37.0|1.0|2.0|11.0|-1.9399999999999997
Varioussurfaces|Borg L.|SWE|Right-Handed|1.89|Ramanathan R.|IND|Right-Handed|1.85|0.0|-11.0|1.0|-2.0|-5.0|-8.0|0.039999999999999813
Varioussurfaces|Mejia N.|COL|Right-Handed|4.4|Nishikori K.|JPN|Right-Handed|1.19|1.0||78.0|4.0|7.0|-10.0|3.2100000000000004
Varioussurfaces|Marshall K.|BRB|Right-Handed|1.28|Khan A.|PAK|Right-Handed|3.28|1.0||37.0|1.0|2.0|-22.0|-1.9999999999999998
Varioussurfaces|Knaff A.|LUX|Right-Handed|2.56|Pannu K.|NZL|Right-Handed|1.49|0.0|2.0|252.0|-1.0|-2.0|-1.0|1.07
Varioussurfaces|Roncadelli F.|URY|Left-Handed|3.26|Dellien M.|BOL|Right-Handed|1.32|0.0|-5.0|-37.0|-6.0|0.0|-2.0|1.9399999999999997
indoors|Fearnley J.|AUS|Right-Handed|1.58|Mayot H.|FRA|Right-Handed|2.27|0.0|-1.0|-34.0|7.0|5.0|1.0|-0.69
Varioussurfaces|Nishikori K.|JPN|Right-Handed|1.19|Mejia N.|COL|Right-Handed|4.4|0.0|9.0|-78.0|-4.0|-7.0|10.0|-3.2100000000000004
clay|Klok D.|RUS|Right-Handed|2.9|Nedelko I.|RUS|Right-Handed|1.35|1.0||261.0|2.0|-5.0|-12.0|1.5499999999999998
Varioussurfaces|Ishikawa H.|AUS|Right-Handed|1.32|Storch S.|AUS|Right-Handed|3.26|1.0||37.0|1.0|2.0|0.0|-1.9399999999999997
Varioussurfaces|Xilas I.|GRC|Right-Handed|31.3|Djokovic N.|SRB|Right-Handed|1.01|1.0||-7271.0|-1.0|-2.0|-14.0|30.29
clay|Aguiard E.|AUS|Right-Handed|6.76|Jasika O.|AUS|Left-Handed|1.08|1.0||152.0|19.0|2.0|-5.0|5.68
Varioussurfaces|Tens D.|LVA|Right-Handed|3.26|Ajavon L.|FRA|Right-Handed|1.33|1.0||37.0|1.0|2.0|-4.0|1.9299999999999997
clay|Lumsden E.|AUS|Right-Handed|2.78|Pereira T.|PRT|Right-Handed|1.38|0.0|6.0|-37.0|-1.0|-2.0|4.0|1.4
Varioussurfaces|Sen D.|AUS|Right-Handed|3.26|Su Y.|CHN|Right-Handed|1.32|0.0|-1.0|-37.0|-1.0|-2.0|-7.0|1.9399999999999997
Varioussurfaces|Zakaryia F.|EGY|Right-Handed|4.0|Valkusz M.|HUN|Right-Handed|1.2|1.0||233.0|4.0|2.0|-3.0|2.8
clay|Colson T.|BEL|Right-Handed|1.98|Basing M.|AUS|Right-Handed|1.74|1.0||37.0|1.0|2.0|3.0|0.24
Varioussurfaces|Pacheco Mendez R.|MEX|Left-Handed|1.4|Bakshi A.|GEO|Left-Handed|2.83|1.0||-263.0|-5.0|5.0|-8.0|-1.4300000000000002
Varioussurfaces|Arevalo M.|SLV|Right-Handed|3.84|Nesterov P.|BGR|Right-Handed|1.24|0.0|13.0|-91.0|7.0|6.0|12.0|2.5999999999999996
clay|Massacri B.|ITA|Right-Handed|7.34|Pecci A.|ITA|Right-Handed|1.06|1.0||37.0|1.0|2.0|-1.0|6.279999999999999
Varioussurfaces|Young S.|AUS|Right-Handed|3.26|Dambo B.|AUS|Right-Handed|1.32|0.0|0.0|-37.0|-1.0|-2.0|-6.0|1.9399999999999997
hard|Kudla D.|AUS|Right-Handed|1.81|Shelbayh A.|JOR|Left-Handed|1.92|1.0||175.0|1.0|-3.0|12.0|-0.10999999999999988
Varioussurfaces|Marterer M.|DEU|Left-Handed|3.23|Nakashima B.|AUS|Right-Handed|1.33|1.0||-364.0|7.0|6.0|6.0|1.9
Varioussurfaces|Ilkel C.|TUR|Right-Handed|4.87|Neumayer L.|AUT|Right-Handed|1.16|1.0||103.0|4.0|0.0|8.0|3.71
Varioussurfaces|Cretu C.|ROU|Right-Handed|1.14|Te R.|CHN|Right-Handed|5.32|0.0|-2.0|-37.0|-2.0|-5.0|-3.0|-4.180000000000001
clay|Chirita I.|ROU|Right-Handed|1.3|Cazacu D.|ROU|Left-Handed|3.0|0.0|-1.0|-37.0|-1.0|-2.0|1.0|-1.7
Varioussurfaces|Etcheverry T.|ARG|Right-Handed|1.06|Vasa E.|FIN|Right-Handed|8.63|0.0|-1.0|981.0|3.0|8.0|-2.0|-7.57
Varioussurfaces|Faria J.|PRT|Right-Handed|8.49|Ruud C.|NOR|Right-Handed|1.17|1.0||-4661.0|2.0|2.0|-4.0|7.32
clay|Barrena A.|ARG|Right-Handed|1.2|Rodrigues P.|BRA|Right-Handed|3.99|1.0||37.0|1.0|2.0|3.0|-2.79
Varioussurfaces|Filep A.|AUS|Right-Handed|3.26|Xavier R.|AUS|Right-Handed|1.32|0.0|-11.0|-37.0|-1.0|-2.0|-11.0|1.9399999999999997
Varioussurfaces|Bertola R.|CHE|Right-Handed|1.02|Bueno G.|PER|Right-Handed|14.23|0.0|4.0|-37.0|-1.0|-2.0|5.0|-13.21
Varioussurfaces|Vasa E.|FIN|Right-Handed|8.63|Etcheverry T.|ARG|Right-Handed|1.06|1.0||-981.0|-3.0|-8.0|2.0|7.57
Varioussurfaces|Storch S.|AUS|Right-Handed|3.26|Ishikawa H.|AUS|Right-Handed|1.32|0.0|5.0|-37.0|-1.0|-2.0|0.0|1.9399999999999997
Varioussurfaces|Te R.|CHN|Right-Handed|5.32|Cretu C.|ROU|Right-Handed|1.14|1.0||37.0|2.0|5.0|3.0|4.180000000000001
Varioussurfaces|Bublik A.|KAZ|Right-Handed|1.07|Moller E.|DNK|Right-Handed|8.0|1.0||1097.0|-1.0|15.0|6.0|-6.93
clay|Banerjee S.|AUS|Right-Handed|1.73|Shin W.|KOR|Right-Handed|1.98|0.0|-1.0|-37.0|-1.0|-2.0|0.0|-0.25
Varioussurfaces|Song M.|KOR|Right-Handed|1.51|Pawelski M.|POL|Right-Handed|2.49|1.0||37.0|-1.0|0.0|15.0|-0.9800000000000002
clay|Masjuan Ginel P.|ESP|Right-Handed|1.48|Dalmasso G.|FRA|Right-Handed|2.45|1.0||37.0|1.0|2.0|1.0|-0.9700000000000002
Varioussurfaces|Elia J.|AUS|Right-Handed|3.26|Wilkinson C.|AUS|Right-Handed|1.32|0.0|-1.0|-37.0|-1.0|-2.0|1.0|1.9399999999999997
clay|Shin W.|KOR|Right-Handed|1.98|Banerjee S.|AUS|Right-Handed|1.73|1.0||37.0|1.0|2.0|0.0|0.25
Varioussurfaces|Chan Baratau M.|ECU|Right-Handed|14.31|Wong C.|HKG|Right-Handed|1.01|1.0||37.0|1.0|2.0|-2.0|13.3
Varioussurfaces|Dougaz A.|TUN|Left-Handed|1.51|Agwi M.|IRL|Right-Handed|2.49|1.0||37.0|2.0|5.0|6.0|-0.9800000000000002
Varioussurfaces|Dzumhur D.|AUS|Right-Handed|1.37|Wu T.|AUS|Right-Handed|3.0|1.0||-5.0|-13.0|-13.0|6.0|-1.63
Varioussurfaces|Su Y.|CHN|Right-Handed|1.32|Sen D.|AUS|Right-Handed|3.26|1.0||37.0|1.0|2.0|7.0|-1.9399999999999997
Varioussurfaces|Sultanov K.|UZB|Right-Handed|2.13|Lajal M.|EST|Right-Handed|1.67|0.0|8.0|-37.0|1.0|-5.0|4.0|0.45999999999999996
hard|Shimabukuro S.|JPN|Right-Handed|2.18|Nardi L.|ITA|Right-Handed|1.63|0.0|3.0|-25.0|-4.0|-2.0|6.0|0.5500000000000003
clay|Wessels L.|DEU|Right-Handed|1.99|Pecci A.|ITA|Right-Handed|1.71|1.0||-148.0|12.0|15.0|2.0|0.28
Varioussurfaces|Dolzhenkov D.|RUS|Right-Handed|3.26|Filichev I.|RUS|Right-Handed|1.32|0.0|-3.0|-37.0|-1.0|-2.0|-1.0|1.9399999999999997
clay|Nedelko I.|RUS|Right-Handed|1.35|Klok D.|RUS|Right-Handed|2.9|0.0|7.0|-261.0|-2.0|5.0|12.0|-1.5499999999999998
Varioussurfaces|Safwat M.|EGY|Right-Handed|2.81|Piros Z.|HUN|Right-Handed|1.41|1.0||-116.0|15.0|0.0|9.0|1.4000000000000001
Varioussurfaces|Wu T.|AUS|Right-Handed|3.0|Dzumhur D.|AUS|Right-Handed|1.37|0.0|-5.0|5.0|13.0|13.0|-6.0|1.63
hard|Sell K.|BRA|Right-Handed|1.94|Boyer T.|AUS|Right-Handed|1.8|1.0||37.0|3.0|0.0|7.0|0.1399999999999999
Varioussurfaces|Nesterov P.|BGR|Right-Handed|1.24|Arevalo M.|SLV|Right-Handed|3.84|1.0||91.0|-7.0|-6.0|-12.0|-2.5999999999999996
Varioussurfaces|Dumitru M.|AUS|Right-Handed|3.26|Kose C.|AUS|Right-Handed|1.32|0.0|9.0|-37.0|-6.0|-5.0|6.0|1.9399999999999997
clay|Cazacu D.|ROU|Left-Handed|3.0|Chirita I.|ROU|Right-Handed|1.3|1.0||37.0|1.0|2.0|-1.0|1.7
Varioussurfaces|Monteiro T.|BRA|Left-Handed|2.85|Bergs Z.|BEL|Right-Handed|1.4|0.0|6.0|204.0|-5.0|-2.0|5.0|1.4500000000000002
Varioussurfaces|Kose C.|AUS|Right-Handed|1.32|Dumitru M.|AUS|Right-Handed|3.26|1.0||37.0|6.0|5.0|-6.0|-1.9399999999999997
indoors|Lestienne C.|FRA|Right-Handed|2.73|Halys Q.|FRA|Right-Handed|1.42|1.0||-167.0|-1.0|-11.0|5.0|1.31
Varioussurfaces|Milev Y.|BGR|Right-Handed|1.04|Cruz C.|SLV|Right-Handed|10.0|0.0|3.0|-37.0|-1.0|-2.0|-2.0|-8.96
Varioussurfaces|Basic M.|AUS|Right-Handed|3.4|Tseng C.|AUS|Right-Handed|1.3|0.0|9.0|-156.0|23.0|13.0|10.0|2.0999999999999996
Varioussurfaces|Sumizawa D.|JPN|Right-Handed|3.26|Uenoyama T.|JPN|Right-Handed|1.32|0.0|7.0|-37.0|-12.0|-10.0|3.0|1.9399999999999997
clay|Bax F.|FRA|Right-Handed|1.28|Singh K.|IND|Right-Handed|3.28|1.0||37.0|1.0|2.0|4.0|-1.9999999999999998
clay|Brumm J.|AUS|Right-Handed|2.0|Kumasaka T.|JPN|Right-Handed|1.72|1.0||37.0|7.0|10.0|0.0|0.28
Varioussurfaces|Arneodo R.|MCO|Right-Handed|5.81|Benchetrit E.|MAR|Right-Handed|1.13|0.0|6.0|189.0|-15.0|-18.0|7.0|4.68
Varioussurfaces|Yunchaokete B.|CHN|Right-Handed|1.2|Boitan G.|ROU|Right-Handed|4.0|0.0|-1.0|-37.0|-1.0|-2.0|-3.0|-2.8
clay|Pellegrino A.|ITA|Right-Handed|1.53|Campana Lee G.|KOR|Right-Handed|2.41|0.0|9.0|-167.0|2.0|0.0|8.0|-0.8800000000000001
Varioussurfaces|Gannon C.|IRL|Right-Handed|5.32|Mansouri S.|TUN|Right-Handed|1.14|1.0||141.0|-7.0|-8.0|-7.0|4.180000000000001
Varioussurfaces|Moller E.|DNK|Right-Handed|8.0|Bublik A.|KAZ|Right-Handed|1.07|0.0|-8.0|-1097.0|1.0|-15.0|-6.0|6.93
clay|Basing M.|AUS|Right-Handed|1.74|Colson T.|BEL|Right-Handed|1.98|0.0|1.0|-37.0|-1.0|-2.0|-3.0|-0.24
clay|Kopriva V.|CZE|Right-Handed|2.01|Coria F.|ARG|Right-Handed|1.74|0.0|-8.0|-261.0|-4.0|-2.0|-5.0|0.2699999999999998
Varioussurfaces|Ymer E.|SWE|Right-Handed|1.06|Balaji N.|IND|Right-Handed|8.89|0.0|-6.0|1.0|6.0|3.0|-6.0|-7.83
Varioussurfaces|Wilkinson C.|AUS|Right-Handed|1.32|Elia J.|AUS|Right-Handed|3.26|1.0||37.0|1.0|2.0|-1.0|-1.9399999999999997
Varioussurfaces|Setodji T.|FRA|Right-Handed|1.17|Rolis D.|LVA|Right-Handed|4.66|0.0|9.0|-37.0|4.0|-2.0|9.0|-3.49
Varioussurfaces|Shokralla T.|AUS|Right-Handed|1.32|Callaghan H.|AUS|Right-Handed|3.26|1.0||37.0|1.0|2.0|-2.0|-1.9399999999999997
clay|Glinka D.|EST|Left-Handed|2.82|Chidekh C.|FRA|Right-Handed|1.37|1.0||223.0|1.0|2.0|1.0|1.4499999999999997
Varioussurfaces|Valkusz M.|HUN|Right-Handed|1.2|Zakaryia F.|EGY|Right-Handed|4.0|0.0|2.0|-233.0|-4.0|-2.0|3.0|-2.8
clay|Cavallo F.|ARG|Right-Handed|4.92|Justo G.|ARG|Right-Handed|1.13|1.0||37.0|1.0|2.0|-8.0|3.79
clay|Justo G.|ARG|Right-Handed|1.13|Cavallo F.|ARG|Right-Handed|4.92|0.0|4.0|-37.0|-1.0|-2.0|8.0|-3.79
Varioussurfaces|Shoaib M.|PAK|Right-Handed|9.11|King D.|BRB|Right-Handed|1.05|1.0||-17.0|2.0|-3.0|-10.0|8.059999999999999
Varioussurfaces|Beckley A.|AUS|Right-Handed|4.8|Hassan B.|LBN|Right-Handed|1.17|1.0||37.0|-6.0|2.0|-6.0|3.63
Varioussurfaces|Dlimi Y.|MAR|Right-Handed|1.31|Nys H.|MCO|Right-Handed|3.31|1.0||37.0|1.0|0.0|-12.0|-2.0
Varioussurfaces|Collignon R.|BEL|Right-Handed|2.65|Fonseca J.|BRA|Right-Handed|1.42|1.0||304.0|6.0|0.0|4.0|1.23
clay|Cina F.|ITA|Right-Handed|1.39|Gima S.|ROU|Left-Handed|2.76|0.0|-5.0|-37.0|-1.0|-2.0|-5.0|-1.3699999999999999
Varioussurfaces|Rai A.|NZL|Right-Handed|3.39|Rodesch C.|LUX|Right-Handed|1.3|1.0||37.0|-6.0|5.0|2.0|2.09
Varioussurfaces|Balaji N.|IND|Right-Handed|8.89|Ymer E.|SWE|Right-Handed|1.06|1.0||-1.0|-6.0|-3.0|6.0|7.83
hard|Tomic B.|AUS|Right-Handed|3.68|Tien L.|AUS|Left-Handed|1.26|1.0||245.0|13.0|13.0|13.0|2.42
clay|Pecci A.|ITA|Right-Handed|1.06|Massacri B.|ITA|Right-Handed|7.34|0.0|0.0|-37.0|-1.0|-2.0|1.0|-6.279999999999999
Varioussurfaces|Kecmanovic M.|SRB|Right-Handed|1.02|Thanos A.|GRC|Right-Handed|14.23|0.0|6.0|696.0|-4.0|-2.0|1.0|-13.21
Varioussurfaces|Rinderknech A.|FRA|Right-Handed|2.0|Mensik J.|CZE|Right-Handed|1.74|1.0||549.0|8.0|13.0|11.0|0.26
Varioussurfaces|Dellien M.|BOL|Right-Handed|1.32|Roncadelli F.|URY|Left-Handed|3.26|1.0||37.0|6.0|0.0|2.0|-1.9399999999999997
clay|Bocchi L.|ITA|Right-Handed|1.5|Javia D.|IND|Right-Handed|2.4|0.0|6.0|-37.0|-1.0|-5.0|4.0|-0.8999999999999999
Varioussurfaces|Ruud C.|NOR|Right-Handed|1.17|Faria J.|PRT|Right-Handed|8.49|0.0|7.0|4661.0|-2.0|-2.0|4.0|-7.32
hard|O'Connell C.|AUS|Right-Handed|1.47|Kukushkin M.|KAZ|Right-Handed|2.52|0.0|-6.0|246.0|6.0|0.0|-6.0|-1.05
indoors|Halys Q.|FRA|Right-Handed|1.42|Lestienne C.|FRA|Right-Handed|2.73|0.0|-2.0|167.0|1.0|11.0|-5.0|-1.31
indoors|Mayot H.|FRA|Right-Handed|2.27|Fearnley J.|AUS|Right-Handed|1.58|1.0||34.0|-7.0|-5.0|-1.0|0.69
clay|Coria F.|ARG|Right-Handed|1.74|Kopriva V.|CZE|Right-Handed|2.01|1.0||261.0|4.0|2.0|5.0|-0.2699999999999998
Varioussurfaces|Shevchenko A.|KAZ|Right-Handed|1.16|Holmgren A.|DNK|Right-Handed|5.0|1.0||616.0|-8.0|2.0|-3.0|-3.84
Varioussurfaces|Hayashi K.|JPN|Right-Handed|3.26|Nakano R.|JPN|Right-Handed|1.32|0.0|1.0|-37.0|-1.0|-2.0|1.0|1.9399999999999997
