Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Stuttgart|2.90|1.40|Duckworth J.|Australia|2006|82.0|183.0|right|32.0|Shelton B.|USA|2021|||left|21.0|grass|20240613
Stuttgart|1.60|2.31|Berrettini M.|Italy|2012|95.0|196.0|right|28.0|Shapovalov D.|Canada|2013|75.0|185.0|left|25.0|grass|20240613
Stuttgart|1.23|4.17|Struff J.|Germany|2008|92.0|193.0|right|34.0|Rinderknech A.|France|2011|86.0|196.0|right|29.0|grass|20240613
Stuttgart|1.31|3.42|Nakashima B.|USA|2016|77.0|185.0|right|23.0|Gasquet R.|France|2002|79.0|183.0|right|38.0|grass|20240613
Hertogenbosch|1.58|2.37|Raonic M.|Canada|2005|98.0|196.0|right|33.0|Bautista-Agut R.|Spain|2002|75.0|183.0|right|36.0|grass|20240613
Hertogenbosch|1.14|5.66|De Minaur A.|Australia|2015|69.0|183.0|right|25.0|Bergs Z.|Belgium|2014|83.0|185.0|right|25.0|grass|20240613
Hertogenbosch|3.15|1.35|Vukic A.|Australia|2012|84.0|188.0|right|28.0|Khachanov K.|Russia|2011|87.0|198.0|right|28.0|grass|20240613
Hertogenbosch|1.38|3.05|Paul T.|USA|2013|82.0|185.0|right|27.0|Popyrin A.|Australia|2013|78.0|196.0|right|25.0|grass|20240613
Hertogenbosch|1.22|4.27|Korda S.|USA|2015|75.0|193.0|right|24.0|Nardi L.|Italy|2018|||right|21.0|grass|20240613
Nottingham challenger|1.85|1.89|Kukushkin M.|Kazakhstan|2005|72.0|183.0|right|36.0|Mayot H.|France|2017|71.0|178.0|right|22.0|grass|20240613
Nottingham challenger|5.67|1.13|Pinnington Jones J.|GreatBritain|2020|||right|21.0|Norrie C.|GreatBritain|2013|82.0|188.0|left|28.0|grass|20240613
Nottingham challenger|1.75|2.01|Bellucci M.|Italy|2018|||left|23.0|Nava E.|USA|2016|74.0|183.0|right|22.0|grass|20240613
Perugia challenger|1.83|1.89|Fognini F.|Italy|2002|79.0|178.0|right|37.0|Gigante M.|Italy|2019|||left|22.0|clay|20240613
Perugia challenger|1.22|4.03|Passaro F.|Italy|2017|||right|23.0|Agamenone F.|Italy|2008|82.0|188.0|right|31.0|clay|20240613
Perugia challenger|1.15|5.21|Darderi L.|Italy|2019|||right|22.0|Pellegrino A.|Italy|2012|81.0|185.0|right|27.0|clay|20240613
Perugia challenger|1.29|3.38|Altmaier D.|Germany|2013|88.0|191.0|right|25.0|Travaglia S.|Italy|2007|80.0|185.0|right|32.0|clay|20240613
Bratislava 2 challenger|1.61|2.23|Kovalik J.|Slovakia|2007|82.0|183.0|right|31.0|Klizan M.|Slovakia|2005|85.0|191.0|left|35.0|clay|20240613
Bratislava 2 challenger|1.49|2.49|Landaluce M.|Spain|2022|||right|18.0|Krumich M.|CzechRepublic|2018|||right|21.0|clay|20240613
Bratislava 2 challenger|1.76|1.98|Gombos N.|Slovakia|2008|85.0|193.0|right|34.0|Zakharov A.|Russia|2017|80.0|185.0|right|24.0|clay|20240613
