Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Diriyah Tennis Cup|1.54|2.40|Fritz T.|USA|2013|86.0|193.0|right|26.0|Norrie C.|GreatBritain|2013|82.0|188.0|left|28.0|indoors|20221209
Diriyah Tennis Cup|1.30|3.40|Medvedev D.|Russia|2011|83.0|198.0|right|28.0|Wawrinka S.|Switzerland|2001|79.0|182.0|right|39.0|indoors|20221209
German Championships|1.30|3.40|Wehnelt K.|Germany|2012|||right|28.0|Lane L.|Germany|2017|||right|23.0|indoors|20221209
German Championships|1.14|5.00|Rehberg M.|Germany|2018|||right|20.0|Zielinski M.|Poland|2018|||right|23.0|indoors|20221209
German Championships|1.33|3.00|Handel T.|Germany|2013|||right|27.0|Bertsch J.|Germany|2013|||right|26.0|indoors|20221209
German Championships|1.91|1.80|Schnaitter J.|Germany|2013|||right|28.0|Zima L.|Germany|2015|||right|24.0|indoors|20221209
German Championships|1.18|4.18|Marti Pujolras A.|Spain|2016|||right|25.0|Braynin A.|Ukraine|2015|||right|25.0|indoors|20221209
German Championships|1.54|2.32|Damas M.|Spain|2015|||right|24.0|Nijboer R.|Netherlands|2016|77.0|180.0|right|25.0|indoors|20221209
German Championships|2.12|1.63|Bulitski A.|Belarus|2008|||right|31.0|Guerrieri A.|Italy|2015|||left|25.0|indoors|20221209
German Championships|3.78|1.22|Barnat J.|CzechRepublic|2017|||right|23.0|Vrbensky M.|CzechRepublic|2016|65.0|180.0|right|24.0|indoors|20221209
German Championships|1.03|8.64|Choinski J.|GreatBritain|2012|80.0|196.0|right|28.0|Manzanera Pertusa A.|Spain|2020|||right|21.0|indoors|20221209
German Championships|1.15|4.70|Bertola R.|Switzerland|2014|||right|25.0|Mu T.|China|2015|75.0|180.0|right|24.0|indoors|20221209
German Championships|1.37|2.82|Shelbayh A.|Jordan|2019|||left|20.0|Smith R.|USA|2015|75.0|191.0|left|25.0|indoors|20221209
German Championships|1.04|8.51|Prizmic D.|Croatia|2021|||right|19.0|Noce G.|Italy|2011|||right|28.0|indoors|20221209
German Championships|1.12|5.34|Rincon D.|Spain|2019|||left|21.0|Sakellaridis S.|Greece|2018|||right|19.0|indoors|20221209
German Championships|1.46|2.49|Oetzbach A.|Germany|2014|80.0|185.0|right|26.0|Rossi L.|Italy|2021|||right|22.0|indoors|20221209
German Championships|1.46|2.54|Bouquier A.|France|2017|||right|23.0|Mikrut L.|Croatia|2021|||right|20.0|indoors|20221209
German Championships|1.42|2.62|Bittoun Kouzmine C.|France|2014|73.0|175.0|left|25.0|Lambling R.|France|2017|||right|24.0|indoors|20221209
German Championships|1.24|3.64|Andre S.|Senegal|2020|||right|21.0|Summers M.|GreatBritain|2016|||left|25.0|indoors|20221209
German Championships|1.45|2.34|Elsayed A.|Egypt|2019|||right|25.0|Roncalli S.|Italy|2012|73.0|175.0|right|28.0|indoors|20221209
German Championships|1.25|3.55|Vincent Ruggeri S.|Italy|2019|||right|22.0|Speziali F.|Italy|2018|||right|24.0|indoors|20221209
German Championships|1.21|3.81|Van Wyk K.|RSA|2014|||right|27.0|Moraing O.|Germany|2015|||right|24.0|indoors|20221209
German Championships|1.85|1.82|Andaloro F.|Italy|2018|||right|23.0|Philippov E.|Russia|2019|||right|22.0|indoors|20221209
German Championships|2.23|1.57|Polukhin S.|Russia|2016|||right|25.0|Prihodko O.|Ukraine|2014|77.0|180.0|right|26.0|indoors|20221209
German Championships|1.11|5.39|Houkes M.|Netherlands|2018|||left|24.0|Rodrigues D.|Portugal|2015|||right|24.0|indoors|20221209
German Championships|2.73|1.39|Snitari I.|Moldavsko|2020|||right|22.0|Jianu F.|Romania|2016|70.0|180.0|right|22.0|indoors|20221209
UTR Pro Match Series|1.40|2.69|Mayo K.|USA|2014|93.0|198.0|right|24.0|Papa C.|USA|2019|||right||Varioussurfaces|20221209
UTR Pro Match Series|1.27|3.41|Strode I.|USA|2014|75.0|183.0|right|26.0|Lopez L.|Mexico|2013|||right|27.0|Varioussurfaces|20221209
UTR Pro Match Series|1.52|2.48|Smiej Y.|Morocco|2018|||right|24.0|Bellegy A.|France|2021|||right|23.0|Varioussurfaces|20221209
UTR Pro Match Series|1.44|2.58|Hill S.|USA|2016|||right|25.0|Strode E.|USA|2021|||left|22.0|Varioussurfaces|20221209
UTR Pro Match Series|1.03|9.33|Michelsen A.|USA|2021|||right|19.0|Corse J.|USA|2016|||right||Varioussurfaces|20221209
UTR Pro Match Series|1.44|2.56|Krishna R.|India|2021|||right|21.0|Schiffman E.|USA|2021|||right||Varioussurfaces|20221209
UTR Pro Match Series|1.16|4.67|Gomez L.|Mexico|2009|72.0|178.0|left|29.0|Bharadwaj P.|USA|2022|||right||Varioussurfaces|20221209
UTR Pro Tennis Series 6|1.56|2.23|Tutu M.|GreatBritain|2010|||right|32.0|Rieder H.|Italy|2013|||right|27.0|hard|20221209
UTR Pro Tennis Series 6|3.80|1.22|Drinic M.|Serbia|2012|75.0|185.0|right|26.0|Haliak M.|Belarus|2014|75.0|183.0|right|26.0|hard|20221209
UTR Pro Tennis Series 6|1.21|3.90|Fuele M.|Hungary|2015|||right|25.0|Denisov I.|Russia|2015|||right|24.0|hard|20221209
UTR Pro Tennis Series 6|1.28|3.23|Harris B.|GreatBritain|2013|86.0|191.0|right|29.0|Atlangeriev B.|Russia|2016|||right|23.0|hard|20221209
UTR Pro Tennis Series 6|1.28|3.23|Novakovic N.|Serbia|2021|||right|23.0|Danilov S.|Russia|2017|75.0|188.0|right|24.0|hard|20221209
UTR Pro Tennis Series 6|1.28|3.23|Cubelic K.|Germany|2015|77.0|188.0|left|26.0|Ciurletti A.|Italy|2014|72.0|175.0|right|26.0|hard|20221209
