Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Arnaboldi F.|ITA|Right-Handed|2.08|Barranco Cosano J.|ESP|Left-Handed|1.7|0.0|-2.0|-31.0|9.0|10.0|-1.0|0.3800000000000001
clay|Brumm J.|FRA|Right-Handed|2.47|Shiraishi H.|JPN|Right-Handed|1.48|0.0|3.0|-31.0|1.5|0.0|1.0|0.9900000000000002
clay|Delaney J.|AUS|Right-Handed|5.16|Delaney J.|AUS|Right-Handed|1.13|1.0||31.0|-3.5|-3.0|-2.0|4.03
Varioussurfaces|Rating N.|ESP|Right-Handed|7.88|Pohjola P.|FIN|Right-Handed|1.04|1.0||31.0|-1.5|0.0|-4.0|6.84
clay|Park S.|KOR|Right-Handed|1.43|Yu B.|CHN|Right-Handed|2.55|0.0|-9.0|-31.0|1.5|0.0|-7.0|-1.1199999999999999
clay|Bacaloni A.|ITA|Right-Handed|4.43|Sakellaridis S.|GRC|Right-Handed|1.17|1.0||31.0|-1.5|0.0|3.0|3.26
clay|Draxl L.|CAN|Right-Handed|1.82|Kodat T.|ITA|Right-Handed|1.91|0.0|3.0|-31.0|5.0|7.0|1.0|-0.08999999999999986
indoors|Basilashvili N.|GEO|Right-Handed|1.34|Wiskandt M.|DEU|Right-Handed|3.12|0.0|11.0|99.0|2.5|0.0|10.0|-1.78
hard|Gerasimov E.|BLR|Right-Handed|2.2|Gomez F.|ARG|Right-Handed|1.61|1.0||61.0|8.0|11.0|4.0|0.5900000000000001
indoors|Pouille L.|FRA|Right-Handed|1.26|Hemery C.|FRA|Right-Handed|3.58|0.0|3.0|-390.0|1.0|-6.0|1.0|-2.3200000000000003
clay|Vatutin A.|RUS|Right-Handed|1.94|Fanselow S.|DEU|Right-Handed|1.78|0.0|-2.0|-206.0|-7.5|-7.0|-1.0|0.15999999999999992
hard|Zakharov A.|RUS|Right-Handed|1.16|Trongcharoenchaikul W.|THA|Right-Handed|4.93|1.0||377.0|2.0|0.0|-5.0|-3.7699999999999996
clay|Mochizuki Y.|JPN|Right-Handed|2.11|Matsuda R.|JPN|Right-Handed|1.65|0.0|2.0|-31.0|-16.5|-12.0|2.0|0.45999999999999996
clay|Beraldo L.|ITA|Right-Handed|2.47|Catini N.|ITA|Right-Handed|1.49|1.0||31.0|-1.5|0.0|-9.0|0.9800000000000002
clay|Rodrigues P.|BRA|Right-Handed|7.79|Rodriguez L.|ARG|Right-Handed|1.05|0.0|-6.0|-31.0|1.5|0.0|-6.0|6.74
clay|Seyboth Wild T.|BRA|Right-Handed|1.5|Debru G.|FRA|Right-Handed|2.48|1.0||192.0|0.0|0.0|6.0|-0.98
