Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Luz O.|BRA|Right-Handed|Monteiro T.|BRA|Left-Handed|0.0|-5.0|-476.0|0.0|-3.0|-4.0|2.1100000000000003
clay|Geerts M.|BEL|Right-Handed|Krajinovic F.|SRB|Right-Handed|1.0||-472.0|-2.0|-7.0|-3.0|1.0
clay|Dalla Valle E.|ITA|Right-Handed|Vincent Ruggeri S.|ITA|Right-Handed|1.0||89.0|13.0|10.0|4.0|0.31000000000000005
clay|Philippov E.|RUS|Right-Handed|Zgola B.|POL|Right-Handed|0.0|0.0|-89.0|-1.0|0.0|-2.0|-4.409999999999999
clay|Huesler M.|CHE|Left-Handed|Tomic B.|AUS|Right-Handed|1.0||89.0|-3.0|0.0|-3.0|-2.48
clay|Xilas I.|GRC|Right-Handed|Neos E.|CYP|Right-Handed|0.0|-6.0|-89.0|-1.0|0.0|-2.0|-5.46
clay|Lopez N.|CHE|Left-Handed|Benchetrit E.|MAR|Right-Handed|1.0||244.0|-10.0|-10.0|-3.0|2.47
hard|Marozsan F.|HUN|Right-Handed|De Minaur A.|AUS|Right-Handed|0.0|-1.0|-1410.0|8.0|0.0|-1.0|2.12
clay|Lajal M.|EST|Right-Handed|Elias G.|PRT|Right-Handed|1.0||-116.0|2.0|0.0|-12.0|1.1400000000000001
Varioussurfaces|Clark M.|JPN|Right-Handed|Belday R.|FRA|Right-Handed|1.0||89.0|1.0|0.0|0.0|6.8
clay|Zhang T.|CHN|Right-Handed|Sakellaridis S.|GRC|Right-Handed|1.0||89.0|1.0|0.0|-1.0|4.3
clay|Naw H.|SYR|Right-Handed|Huber D.|CHE|Right-Handed|0.0|-2.0|-89.0|-1.0|0.0|-4.0|-9.36
clay|Shin S.|KOR|Right-Handed|Samrej K.|THA|Right-Handed|0.0|1.0|-89.0|-3.0|-3.0|4.0|0.9100000000000001
clay|Saitoh K.|JPN|Left-Handed|Lee J.|KOR|Right-Handed|1.0||89.0|-9.0|-20.0|-8.0|0.95
clay|Ghibaudo A.|FRA|Right-Handed|Massard L.|FRA|Right-Handed|0.0|2.0|-89.0|-1.0|0.0|0.0|-0.9800000000000002
clay|Egea F.|ARG|Right-Handed|Figl M.|ITA|Right-Handed|1.0||89.0|1.0|0.0|4.0|-5.6000000000000005
clay|Moro Canas A.|ESP|Right-Handed|Ramos-Vinolas A.|ESP|Left-Handed|0.0|-13.0|-480.0|1.0|-5.0|-13.0|0.74
clay|Kumasaka T.|JPN|Right-Handed|Yang J.|DEU|Right-Handed|0.0|0.0|-89.0|-6.0|-8.0|-2.0|-1.9500000000000002
clay|Elias G.|PRT|Right-Handed|Lajal M.|EST|Right-Handed|0.0|15.0|116.0|-2.0|0.0|12.0|-1.1400000000000001
clay|Konov S.|BGR|Right-Handed|Chepelev A.|RUS|Left-Handed|1.0||89.0|1.0|0.0|-5.0|-2.7800000000000002
clay|Varillas J.|PER|Right-Handed|Rodriguez L.|ARG|Right-Handed|0.0|4.0|-89.0|0.0|2.0|4.0|-4.57
clay|Aboian L.|ARG|Left-Handed|Del Pino M.|ARG|Left-Handed|1.0||89.0|1.0|0.0|5.0|-2.55
clay|Srbljak G.|JPN|Left-Handed|Slump S.|NLD|Right-Handed|1.0||89.0|1.0|-5.0|1.0|3.29
clay|Damas M.|ESP|Right-Handed|Lopez Morillo I.|ESP|Right-Handed|0.0|1.0|-89.0|-1.0|0.0|0.0|-0.16999999999999993
clay|Poritskyy A.|UKR|Right-Handed|Rehberg M.|DEU|Right-Handed|1.0||230.0|1.0|0.0|-1.0|11.72
clay|Belafalvi-Balint T.|HUN|Right-Handed|Houghton G.|FRA|Right-Handed|1.0||89.0|1.0|0.0|-5.0|5.31
clay|Braynin A.|UKR|Right-Handed|Cerny M.|CZE|Right-Handed|0.0|4.0|-89.0|-1.0|0.0|3.0|0.6799999999999999
clay|Malaszszak M.|DEU|Right-Handed|Andre S.|SEN|Right-Handed|1.0||89.0|1.0|0.0|-1.0|1.3500000000000003
clay|Crawford O.|JPN|Right-Handed|Mejia N.|COL|Right-Handed|1.0||166.0|7.0|-5.0|1.0|-0.41000000000000014
clay|Lopez Morillo I.|ESP|Right-Handed|Damas M.|ESP|Right-Handed|1.0||89.0|1.0|0.0|0.0|0.16999999999999993
clay|Matsuoka H.|JPN|Right-Handed|Nakamura G.|JPN|Right-Handed|0.0|-4.0|-89.0|-1.0|0.0|-2.0|-0.8099999999999998
hard|Khachanov K.|RUS|Right-Handed|Zverev A.|DEU|Right-Handed|1.0||680.0|-3.0|0.0|1.0|1.4000000000000001
clay|Namigandet Tenguere L.|FRA|Right-Handed|Pieczkowski O.|POL|Right-Handed|0.0|4.0|-89.0|-1.0|0.0|5.0|1.13
clay|Huang T.|FRA|Right-Handed|Delaney J.|AUS|Right-Handed|0.0|-3.0|-89.0|-3.0|-5.0|-3.0|-0.5399999999999998
clay|Jecan M.|ROU|Left-Handed|Dancu V.|ROU|Right-Handed|1.0||89.0|-4.0|-3.0|11.0|0.9200000000000002
clay|Kielan S.|POL|Right-Handed|Basic M.|FRA|Right-Handed|1.0||174.0|-10.0|-5.0|-12.0|3.21
clay|Tokuda R.|JPN|Right-Handed|Fukuda S.|JPN|Left-Handed|0.0|-1.0|-89.0|-3.0|-5.0|0.0|-1.06
