Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Next Gen ATP Finals|3.04|1.38|Baez S.|Argentina|2016|70.0|170.0|right|23.0|Musetti L.|Italy|2017|75.0|185.0|right|22.0|indoors|20211109
Next Gen ATP Finals|1.44|2.77|Korda S.|USA|2015|75.0|193.0|right|24.0|Gaston H.|France|2015|68.0|173.0|left|23.0|indoors|20211109
Next Gen ATP Finals|1.30|3.50|Alcaraz C.|Spain|2018|72.0|185.0|right|21.0|Rune H.|Denmark|2018|68.0|185.0|right|21.0|indoors|20211109
Next Gen ATP Finals|1.12|6.11|Nakashima B.|USA|2016|77.0|185.0|right|23.0|Cerundolo J.|Argentina|2016|68.0|183.0|left|22.0|indoors|20211109
Stockholm|1.16|5.18|Fritz T.|USA|2013|86.0|193.0|right|26.0|Gerasimov E.|Belarus|2008|86.0|196.0|right|31.0|indoors|20211109
Stockholm|1.08|8.02|Murray A.|GreatBritain|2002|83.0|190.0|right|37.0|Durasovic V.|Norway|2013|80.0|185.0|right|27.0|indoors|20211109
Stockholm|3.04|1.38|Martinez P.|Spain|2012|76.0|185.0|right|27.0|Ruusuvuori E.|Finland|2014|79.0|188.0|right|25.0|indoors|20211109
Stockholm|1.72|2.12|Rinderknech A.|France|2011|86.0|196.0|right|29.0|Bublik A.|Kazakhstan|2011|77.0|198.0|right|27.0|indoors|20211109
Stockholm|1.15|5.39|Van De Zandschulp B.|Netherlands|2011|83.0|188.0|right|28.0|Serdarusic N.|Croatia|2011|85.0|191.0|right|27.0|indoors|20211109
Roanne challenger|1.29|3.46|Ymer M.|Sweden|2014|75.0|183.0|right|26.0|Blancaneaux G.|France|2014|75.0|180.0|right|26.0|indoors|20211109
Roanne challenger|3.68|1.26|Sels J.|Netherlands|2010|83.0|188.0|right|29.0|Paire B.|France|2007|80.0|196.0|right|35.0|indoors|20211109
Roanne challenger|5.63|1.13|Kravchenko G.|Ukraine|2016|63.0|180.0|right|24.0|Laaksonen H.|Switzerland|2006|78.0|185.0|right|32.0|indoors|20211109
Roanne challenger|5.63|1.13|Albot R.|Moldavsko|2006|69.0|175.0|right|34.0|Vanni L.|Italy|2004|94.0|198.0|right|39.0|indoors|20211109
Roanne challenger|1.15|5.12|Cazaux A.|France|2019|||right|21.0|Cagnina J.|Belgium|2011|72.0|183.0|right|30.0|indoors|20211109
Roanne challenger|2.50|1.50|Debru G.|France|2021|||right|18.0|Pellegrino A.|Italy|2012|81.0|185.0|right|27.0|indoors|20211109
Roanne challenger|1.14|5.28|Bourgue M.|France|2010|83.0|188.0|right|30.0|Orlov V.|Ukraine|2014|77.0|185.0|right|29.0|indoors|20211109
