Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Ryan Ziegann S.|AUS|Right-Handed|3.03|M Rifki F.|IDN|Right-Handed|1.33|0.0|-1.0|-18.5|4.0|2.0|1.0|1.6999999999999997
hard|Kivattsev K.|RUS|Right-Handed|1.17|Speziali F.|ITA|Right-Handed|4.53|0.0|3.0|-18.5|4.0|10.0|2.0|-3.3600000000000003
clay|Barranco Cosano J.|ESP|Left-Handed|2.42|Altmaier D.|DEU|Right-Handed|1.53|1.0||-646.0|-16.0|-16.0|0.0|0.8899999999999999
clay|Roca Batalla O.|ESP|Right-Handed|1.38|Janvier M.|FRA|Right-Handed|2.89|0.0|4.0|-107.0|-5.0|-20.0|4.0|-1.5100000000000002
hard|Mokrov A.|RUS|Right-Handed|2.91|Arutiunian E.|BLR|Right-Handed|1.35|0.0|-2.0|-18.5|4.0|2.0|0.0|1.56
hard|Ganta S.|IND|Right-Handed|3.55|Xu W.|CHN|Right-Handed|1.25|1.0||18.5|-4.0|-2.0|1.0|2.3
hard|Gonzalez Fernandez M.|ESP|Right-Handed|1.11|Garcia Mestre J.|ESP|Right-Handed|5.38|0.0|0.0|-18.5|4.0|2.0|1.0|-4.27
hard|Gray T.|AUS|Right-Handed|5.09|Jordan P.|FRA|Right-Handed|1.13|1.0||18.5|-4.0|-2.0|3.0|3.96
hard|Srirat T.|THA|Right-Handed|1.29|Kodancha Srinivasan D.|IND|Right-Handed|3.29|1.0||18.5|-4.0|-2.0|-3.0|-2.0
hard|Landaluce M.|ESP|Right-Handed|1.28|Purtseladze S.|GEO|Right-Handed|3.45|0.0|-5.0|-235.0|4.0|2.0|-5.0|-2.17
hard|Tammaro M.|ITA|Right-Handed|1.47|Shimanov O.|ISR|Right-Handed|2.5|1.0||18.5|-4.0|-2.0|1.0|-1.03
hard|Manzanera Pertusa A.|ESP|Right-Handed|2.14|Porras J.|ARG|Right-Handed|1.61|1.0||18.5|-4.0|-2.0|-5.0|0.53
hard|Sim S.|KOR|Right-Handed|3.26|Lim A.|PHL|Right-Handed|1.28|0.0|-3.0|-18.5|4.0|2.0|2.0|1.9799999999999998
hard|Chen Y.|FRA|Right-Handed|2.54|Zheng Z.|CHN|Right-Handed|1.44|0.0|0.0|-18.5|4.0|2.0|0.0|1.1
hard|Gschwendtner J.|ITA|Right-Handed|1.83|Marino P.|ITA|Right-Handed|1.84|1.0||18.5|-4.0|-2.0|3.0|-0.010000000000000009
hard|Palosi S.|ROU|Right-Handed|1.15|Marinescu M.|ROU|Right-Handed|4.58|0.0|1.0|-18.5|4.0|2.0|2.0|-3.43
hard|Story J.|FRA|Right-Handed|1.39|Ouakaa A.|TUN|Right-Handed|2.75|0.0|-2.0|-18.5|4.0|2.0|-2.0|-1.36
hard|Verbin P.|RUS|Right-Handed|4.48|Popovic S.|SRB|Right-Handed|1.16|0.0|2.0|-18.5|4.0|2.0|1.0|3.3200000000000003
hard|M Rifki F.|IDN|Right-Handed|1.33|Ryan Ziegann S.|AUS|Right-Handed|3.03|1.0||18.5|-4.0|-2.0|-1.0|-1.6999999999999997
hard|Delaney J.|AUS|Right-Handed|5.68|Samrej K.|THA|Right-Handed|1.11|1.0||18.5|-4.0|-2.0|2.0|4.569999999999999
hard|Yin B.|FRA|Right-Handed|1.36|Van Donselaar F.|NLD|Right-Handed|2.84|0.0|5.0|-18.5|4.0|2.0|2.0|-1.4799999999999998
Varioussurfaces|Kotzen A.|FRA|Right-Handed|1.07|Zhang J.|AUS|Right-Handed|7.5|0.0|4.0|-18.5|4.0|2.0|5.0|-6.43
clay|Rodriguez Taverna S.|ARG|Right-Handed|1.94|Brancaccio R.|ITA|Right-Handed|1.8|0.0|-1.0|145.0|10.0|8.0|-2.0|0.1399999999999999
clay|Crawford O.|ITA|Right-Handed|2.52|Neumayer L.|AUT|Right-Handed|1.48|1.0||257.0|4.0|-5.0|4.0|1.04
hard|Jordan P.|FRA|Right-Handed|1.13|Gray T.|AUS|Right-Handed|5.09|0.0|-1.0|-18.5|4.0|2.0|-3.0|-3.96
clay|Krumich M.|CZE|Right-Handed|4.33|Kym J.|CHE|Right-Handed|1.19|1.0||18.5|-11.0|-15.0|0.0|3.14
