Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
indoors|Chrysochos P.|CYP|Right-Handed|Mridha J.|SWE|Right-Handed|1.0||-269.5|9.0|2.0|-1.0|-1.1099999999999999
hard|Kaliyanda Poonacha N.|IND|Right-Handed|Rosol L.|CZE|Right-Handed|0.0|-12.0|-19.5|2.0|-5.0|-10.0|9.170000000000002
hard|Orlov V.|UKR|Right-Handed|Rola B.|SVN|Left-Handed|1.0||-7.0|-8.0|-8.0|-4.0|4.28
hard|Lokoli L.|FRA|Right-Handed|Fabbiano T.|ITA|Right-Handed|1.0||-211.0|8.0|15.0|-6.0|1.0999999999999999
indoors|Tchoutakian M.|FRA|Right-Handed|Deviatiarov M.|UKR|Right-Handed|0.0|1.0|1.5|-15.0|-5.0|0.0|0.41000000000000014
indoors|Rybakov A.|ITA|Left-Handed|Bergevi F.|SWE|Right-Handed|0.0|-2.0|-148.0|-13.0|0.0|-3.0|0.040000000000000036
indoors|Hermans M.|NLD|Right-Handed|Yamanaka T.|JPN|Right-Handed|1.0||-1.5|-3.5|-2.0|6.0|0.51
indoors|Mansouri S.|TUN|Right-Handed|Oliveira G.|VEN|Left-Handed|0.0|0.0|-88.0|7.0|8.0|0.0|-1.09
indoors|Hodkin S.|FRA|Right-Handed|Gill F.|ITA|Left-Handed|1.0||-1.5|11.5|0.0|3.0|-0.06000000000000005
indoors|Beaupain S.|BEL|Right-Handed|Noce G.|ITA|Right-Handed|1.0||-1.5|-2.5|-7.0|-3.0|-0.6500000000000001
indoors|Papik T.|CZE|Right-Handed|Bouzige M.|AUS|Right-Handed|0.0|7.0|1.5|3.0|5.0|5.0|-0.6499999999999999
indoors|Massara A.|ITA|Right-Handed|Kocevar-Desman T.|SVN|Right-Handed|0.0|-2.0|1.5|-7.0|-2.0|-6.0|0.010000000000000009
clay|Horansky F.|SVK|Right-Handed|Londero J.|ARG|Right-Handed|1.0||4.5|7.0|11.0|0.0|2.27
indoors|Bouquet L.|FRA|Right-Handed|Amoros Ramos P.|ESP|Right-Handed|0.0|1.0|1.5|0.5|0.0|1.0|-0.51
indoors|Nashatyrkin R.|RUS|Right-Handed|Noskin E.|RUS|Left-Handed|1.0||-1.5|-0.5|0.0|4.0|3.1900000000000004
indoors|Echeverria J.|ESP|Right-Handed|Khomich A.|BLR|Right-Handed|0.0|-3.0|1.5|-1.5|-6.0|-5.0|-0.71
clay|Delbonis F.|ARG|Left-Handed|Dellien H.|BOL|Right-Handed|0.0|2.0|-72.0|15.0|13.0|2.0|-1.6100000000000003
indoors|Urbanija M.|SVN|Right-Handed|Muscheites L.|DEU|Right-Handed|0.0|4.0|1.5|0.0|-2.0|6.0|-0.5599999999999998
indoors|Bellucci M.|ITA|Left-Handed|Zimmermann I.|CHE|Right-Handed|0.0|1.0|103.0|0.5|0.0|-4.0|-0.6499999999999999
indoors|Makk P.|HUN|Right-Handed|Antonescu V.|ROU|Right-Handed|1.0||-1.5|-4.0|2.0|-12.0|-1.1099999999999999
indoors|Vankan M.|DEU|Right-Handed|Eliasson E.|SWE|Right-Handed|0.0|1.0|1.5|0.5|0.0|0.0|-0.51
indoors|Pla Malfeito J.|ESP|Right-Handed|Andreev A.|BGR|Right-Handed|1.0||-1.5|12.0|5.0|6.0|0.09999999999999987
indoors|Bangoura S.|ITA|Right-Handed|Chappell N.|FRA|Left-Handed|0.0|2.0|88.0|-5.0|5.0|1.0|-1.8800000000000001
indoors|Steiner M.|DEU|Right-Handed|Perez A.|ITA|Right-Handed|1.0||-1.5|-0.5|0.0|3.0|-1.5499999999999998
indoors|Madarasz G.|HUN|Left-Handed|Patzanovsky C.|DEU|Right-Handed|0.0|2.0|1.5|2.0|-5.0|3.0|-0.51
indoors|Hersey J.|FRA|Right-Handed|Heyman C.|BEL|Left-Handed|1.0||-1.5|-12.0|-6.0|-6.0|7.71
clay|Djere L.|SRB|Right-Handed|Cerundolo F.|ARG|Right-Handed|0.0|5.0|1068.0|4.0|3.0|3.0|-1.3900000000000001
indoors|Gabashvili T.|RUS|Right-Handed|Brancaccio R.|ITA|Right-Handed|0.0|11.0|78.0|11.0|5.0|12.0|-1.3900000000000001
indoors|Yamanaka T.|JPN|Right-Handed|Hermans M.|NLD|Right-Handed|0.0|-4.0|1.5|3.5|2.0|-6.0|-0.51
indoors|Pierce A.|ITA|Right-Handed|Tikhomirov M.|FRA|Right-Handed|0.0|-5.0|1.5|8.0|6.0|-7.0|1.58
indoors|Zuk K.|POL|Right-Handed|Royer V.|FRA|Right-Handed|0.0|3.0|-62.0|-5.0|-5.0|2.0|-1.13
indoors|Aleksic M.|MNE|Right-Handed|Falabella L.|ARG|Left-Handed|1.0||-1.5|-0.5|0.0|1.0|0.8400000000000001
hard|Mukund S.|IND|Right-Handed|Ivashka I.|BLR|Right-Handed|1.0||-176.0|-6.0|-8.0|-3.0|3.0599999999999996
indoors|Whitehouse M.|ITA|Right-Handed|Peniston R.|FRA|Left-Handed|0.0|2.0|-48.5|5.0|5.0|3.0|2.15
indoors|Rune H.|DNK|Right-Handed|Hernandez-Fernandez J.|ITA|Right-Handed|1.0||-103.0|-9.0|2.0|-13.0|2.76
indoors|Arnaboldi F.|ITA|Right-Handed|Tiurnev E.|RUS|Right-Handed|1.0||104.0|2.5|0.0|-3.0|0.55
indoors|Arconada J.|FRA|Right-Handed|Torebko P.|DEU|Right-Handed|1.0||226.0|-10.0|-5.0|-8.0|0.9299999999999999
indoors|Yamacita F.|BRA|Right-Handed|Ravichander I.|FRA|Right-Handed|0.0|6.0|1.5|0.0|0.0|4.0|1.5499999999999998
hard|Nagal S.|IND|Right-Handed|Jaziri M.|TUN|Right-Handed|0.0|-10.0|210.0|-12.0|-7.0|-13.0|-1.4600000000000002
