Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
indoors|Flores J.|CRI|Right-Handed|Arconada J.|FRA|Right-Handed|1.0||38.5|8.0|8.0|1.0|2.76
hard|Khachanov K.|RUS|Right-Handed|Ymer M.|SWE|Right-Handed|0.0|3.0|1286.0|12.0|15.0|2.0|-1.6199999999999999
indoors|Deviatiarov M.|UKR|Right-Handed|Baez S.|ARG|Right-Handed|1.0||71.0|13.0|18.0|7.0|-0.52
indoors|Prevosto L.|ITA|Right-Handed|Kopp S.|AUT|Right-Handed|0.0|0.0|-38.5|2.0|3.0|2.0|0.3600000000000001
hard|Popyrin A.|AUS|Right-Handed|Munar J.|ESP|Right-Handed|0.0|-1.0|-23.0|2.0|13.0|-2.0|-1.49
indoors|Escoffier A.|FRA|Right-Handed|Ilkel C.|TUR|Right-Handed|1.0||156.0|-4.0|2.0|3.0|-0.43000000000000016
hard|Gaio F.|ITA|Right-Handed|Istomin D.|UZB|Right-Handed|0.0|-7.0|-318.0|-1.0|-8.0|-5.0|1.06
indoors|Ilkel C.|TUR|Right-Handed|Escoffier A.|FRA|Right-Handed|0.0|-2.0|-156.0|4.0|-2.0|-3.0|0.43000000000000016
indoors|Dougaz A.|TUN|Left-Handed|McHugh A.|FRA|Right-Handed|1.0||38.5|10.0|10.0|3.0|-0.8500000000000001
indoors|Seifert S.|DEU|Left-Handed|Erler A.|AUT|Right-Handed|0.0|9.0|115.5|-3.0|-5.0|13.0|0.06000000000000005
hard|Haase R.|NLD|Right-Handed|Balazs A.|HUN|Right-Handed|0.0|1.0|135.0|-1.0|11.0|2.0|-0.30999999999999983
indoors|Lopez San Martin A.|ESP|Right-Handed|Marek W.|POL|Right-Handed|1.0||-91.5|-11.0|-15.0|4.0|-1.14
indoors|Kiuamov T.|RUS|Right-Handed|Ivanov V.|EST|Right-Handed|0.0|-9.0|-38.5|2.0|3.0|-10.0|1.52
hard|Wawrinka S.|CHE|Right-Handed|Seppi A.|ITA|Right-Handed|0.0|-1.0|1399.0|1.0|-9.0|-1.0|-3.26
indoors|Pereira J.|BRA|Right-Handed|Corwin F.|FRA|Right-Handed|0.0|9.0|-38.5|-8.0|-8.0|5.0|1.7299999999999998
indoors|Whitehouse M.|FRA|Right-Handed|Pena Lopez M.|ARG|Right-Handed|1.0||38.5|7.0|8.0|5.0|0.27
hard|Thiem D.|AUT|Right-Handed|Bolt A.|AUS|Left-Handed|0.0|-1.0|5513.0|-5.0|2.0|0.0|-7.16
hard|Vesely J.|CZE|Left-Handed|Van De Zandschulp B.|NLD|Right-Handed|0.0|2.0|-38.0|11.0|10.0|3.0|-1.36
indoors|Sachko V.|UKR|Right-Handed|Ocleppo J.|ITA|Right-Handed|1.0||-203.5|-20.0|-5.0|0.0|0.8600000000000001
hard|Carreno-Busta P.|ESP|Right-Handed|Gojowczyk P.|DEU|Right-Handed|0.0|-1.0|416.0|-5.0|0.0|-2.0|-3.03
indoors|Eleveld J.|NLD|Right-Handed|Vankan M.|DEU|Right-Handed|0.0|9.0|-38.5|2.0|3.0|9.0|-0.3800000000000001
indoors|Paz J.|ARG|Right-Handed|Uspensky D.|FRA|Right-Handed|0.0|1.0|-38.5|2.0|3.0|2.0|-1.2500000000000002
hard|Anderson K.|FRA|Right-Handed|Fritz T.|FRA|Right-Handed|1.0||-890.0|8.0|10.0|12.0|0.21999999999999997
