Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Fonio G.|ITA|Right-Handed|2.74|Andreev A.|BGR|Right-Handed|1.42|0.0|1.0|178.0|14.0|3.0|3.0|1.3200000000000003
hard|Zhukayev B.|KAZ|Right-Handed|2.01|Wong C.|HKG|Right-Handed|1.74|1.0||-115.0|2.5|5.0|3.0|0.2699999999999998
hard|Jordan P.|ITA|Right-Handed|4.19|Stewart H.|ITA|Right-Handed|1.18|0.0|-4.0|87.0|-2.5|-5.0|-2.0|3.0100000000000007
hard|Rocha F.|PRT|Right-Handed|3.1|De Krom M.|NLD|Right-Handed|1.31|1.0||-87.0|2.5|5.0|-2.0|1.79
Varioussurfaces|Schwarc D.|SVK|Right-Handed|1.17|Borsoi J.|ITA|Right-Handed|4.5|0.0|0.0|87.0|-2.5|-5.0|5.5|-3.33
hard|Pinnington Jones J.|ITA|Right-Handed|1.72|Dzumhur D.|ITA|Right-Handed|2.05|1.0||-33.0|11.0|13.0|-11.0|-0.32999999999999985
hard|Jones B.|ITA|Right-Handed|1.52|Bertimon M.|FRA|Right-Handed|2.34|0.0|2.0|87.0|-2.5|-5.0|2.0|-0.8199999999999998
hard|Bertrand R.|FRA|Right-Handed|2.64|Rodionov J.|AUT|Left-Handed|1.44|1.0||-286.0|-7.0|-3.0|-4.0|1.2000000000000002
Varioussurfaces|Cherie Ligniere E.|ITA|Right-Handed|2.75|Catini N.|ITA|Right-Handed|1.4|1.0||-87.0|2.5|5.0|-6.0|1.35
clay|Travaglia S.|ITA|Right-Handed|1.77|Poljicak M.|HRV|Right-Handed|1.98|0.0|13.0|133.0|1.0|-3.0|12.0|-0.20999999999999996
hard|Rubio Fierros A.|MEX|Right-Handed|5.09|Chidekh C.|FRA|Right-Handed|1.13|1.0||148.0|2.5|5.0|2.0|3.96
hard|Bar Biryukov P.|RUS|Left-Handed|1.11|Jones A.|ITA|Right-Handed|5.66|0.0|-7.0|23.0|-2.5|-5.0|-4.0|-4.55
hard|Moriya H.|JPN|Right-Handed|2.76|Samrej K.|THA|Right-Handed|1.39|1.0||-143.0|-11.5|-15.0|10.0|1.3699999999999999
hard|Mukund S.|IND|Right-Handed|1.13|Masabayashi T.|JPN|Right-Handed|5.0|0.0|2.0|-109.0|-1.0|-3.0|1.0|-3.87
hard|Beckley A.|ITA|Right-Handed|2.21|Pontjodikromo S.|NLD|Right-Handed|1.59|0.0|-2.0|87.0|-2.5|-5.0|0.0|0.6199999999999999
hard|Tudorica A.|CAN|Right-Handed|1.31|Johns G.|ITA|Right-Handed|3.12|0.0|-1.0|87.0|6.5|3.0|-1.0|-1.81
hard|Forcano I.|ESP|Right-Handed|3.61|Loge J.|BEL|Right-Handed|1.24|1.0||-87.0|2.5|5.0|5.0|2.37
Varioussurfaces|Benson M.|ITA|Right-Handed|3.5|Garcia J.|ITA|Right-Handed|1.28|1.0||-87.0|2.5|5.0|0.5|2.2199999999999998
hard|Jones M.|THA|Right-Handed|1.74|Hamza Reguig S.|DZA|Right-Handed|1.95|1.0||-87.0|2.5|5.0|-3.0|-0.20999999999999996
hard|Soriano Barrera A.|COL|Right-Handed|3.8|Cilic M.|HRV|Right-Handed|1.24|0.0|-10.0|-274.0|-12.5|-15.0|-10.0|2.5599999999999996
hard|Sumizawa D.|JPN|Right-Handed|1.99|Brumm J.|ITA|Right-Handed|1.73|0.0|-3.0|87.0|-12.0|-13.0|0.0|0.26
hard|Khoeblal E.|NLD|Right-Handed|1.51|Ruehl T.|DEU|Right-Handed|2.36|0.0|-8.0|87.0|-2.5|-5.0|-4.0|-0.8499999999999999
hard|Ilagan A.|ITA|Left-Handed|2.06|Jasika O.|AUS|Left-Handed|1.68|1.0||77.0|19.0|5.0|-4.0|0.3800000000000001
hard|Rossi L.|ITA|Right-Handed|1.74|Ribecai M.|ITA|Right-Handed|1.95|0.0|2.0|87.0|-2.5|-5.0|1.0|-0.20999999999999996
hard|Vanshelboim E.|UKR|Right-Handed|2.16|Perez Contri S.|ESP|Left-Handed|1.61|1.0||-87.0|9.5|5.0|-3.0|0.55
hard|Visker N.|NLD|Right-Handed|2.65|Dedura-Palomero D.|DEU|Left-Handed|1.41|0.0|5.0|87.0|-2.5|-5.0|6.0|1.24
clay|Passaro F.|ITA|Right-Handed|2.26|Monteiro T.|BRA|Left-Handed|1.58|0.0|-9.0|-40.0|-1.5|0.0|-7.0|0.6799999999999997
hard|Roncadelli F.|URY|Left-Handed|1.57|Kestelboim M.|ARG|Right-Handed|2.26|1.0||-87.0|-3.5|2.0|-4.0|-0.6899999999999997
hard|Binda A.|ITA|Right-Handed|2.91|Safonov A.|RUS|Left-Handed|1.35|1.0||-87.0|2.5|5.0|1.0|1.56
Varioussurfaces|Jesudason A.|ITA|Right-Handed|2.62|Palavestra I.|ITA|Right-Handed|1.44|0.0|1.0|87.0|-2.5|-5.0|-2.0|1.1800000000000002
hard|Paz J.|ARG|Right-Handed|1.25|Djosic N.|CHE|Right-Handed|3.54|0.0|12.0|87.0|-2.5|-5.0|12.0|-2.29
hard|Estevez J.|ARG|Right-Handed|3.0|Boscardin Dias P.|BRA|Right-Handed|1.33|1.0||-87.0|6.0|8.0|-3.0|1.67
hard|Iannaccone F.|ITA|Right-Handed|1.51|Piraino G.|ITA|Left-Handed|2.39|1.0||-87.0|2.5|5.0|5.0|-0.8800000000000001
hard|Draxl L.|CAN|Right-Handed|1.13|Chirita I.|ROU|Right-Handed|4.83|0.0|4.0|87.0|-2.5|-5.0|1.0|-3.7
hard|Gasquet R.|FRA|Right-Handed|1.84|Droguet T.|FRA|Right-Handed|1.88|0.0|15.0|666.0|0.0|-5.0|15.0|-0.039999999999999813
hard|Cilic M.|HRV|Right-Handed|1.24|Soriano Barrera A.|COL|Right-Handed|3.8|1.0||274.0|12.5|15.0|10.0|-2.5599999999999996
hard|de Schepper K.|FRA|Left-Handed|2.99|Sharipov M.|RUS|Right-Handed|1.34|1.0||-87.0|23.5|20.0|16.0|1.6500000000000001
hard|Kivattsev K.|RUS|Right-Handed|1.17|Paolini A.|ITA|Right-Handed|4.41|0.0|7.0|87.0|1.0|5.0|5.0|-3.24
Varioussurfaces|Carraro L.|ITA|Right-Handed|1.06|Kovarik D.|CZE|Right-Handed|8.0|0.0|4.0|87.0|-2.5|-5.0|3.0|-6.9399999999999995
hard|Hsu Y.|ITA|Right-Handed|1.22|Van Wyk K.|ITA|Right-Handed|3.97|0.0|-1.0|16.0|-9.0|-10.0|-2.0|-2.75
clay|Ritschard A.|CHE|Right-Handed|2.06|Altmaier D.|DEU|Right-Handed|1.71|1.0||-559.0|-6.0|2.0|5.0|0.3500000000000001
clay|Galan D.|COL|Right-Handed|1.72|Buse I.|PER|Right-Handed|2.05|1.0||43.0|-4.5|8.0|8.0|-0.32999999999999985
hard|Draper J.|ITA|Left-Handed|5.49|Sinner J.|ITA|Right-Handed|1.16|1.0||-2938.0|4.0|3.0|-1.0|4.33
hard|Kestelboim M.|ARG|Right-Handed|2.26|Roncadelli F.|URY|Left-Handed|1.57|0.0|5.0|87.0|3.5|-2.0|4.0|0.6899999999999997
hard|Dzumhur D.|ITA|Right-Handed|2.05|Pinnington Jones J.|ITA|Right-Handed|1.72|0.0|12.0|33.0|-11.0|-13.0|11.0|0.32999999999999985
hard|Cid Subervi R.|ITA|Right-Handed|1.29|Radjenovic V.|SRB|Right-Handed|3.24|0.0|12.0|87.0|3.0|5.0|11.0|-1.9500000000000002
clay|Poljicak M.|HRV|Right-Handed|1.98|Travaglia S.|ITA|Right-Handed|1.77|1.0||-133.0|-1.0|3.0|-12.0|0.20999999999999996
hard|Marino P.|ITA|Right-Handed|2.24|Andreescu S.|ROU|Right-Handed|1.56|1.0||-87.0|2.5|5.0|1.0|0.6800000000000002
Varioussurfaces|Palavestra I.|ITA|Right-Handed|1.44|Jesudason A.|ITA|Right-Handed|2.62|1.0||-87.0|2.5|5.0|2.0|-1.1800000000000002
hard|Iannaccone F.|ITA|Right-Handed|1.43|Schiessl J.|BRA|Left-Handed|2.58|0.0|5.0|87.0|-2.5|-5.0|5.0|-1.1500000000000001
hard|Jones A.|ITA|Right-Handed|5.66|Bar Biryukov P.|RUS|Left-Handed|1.11|1.0||-23.0|2.5|5.0|4.0|4.55
hard|Stewart H.|ITA|Right-Handed|1.18|Jordan P.|ITA|Right-Handed|4.19|1.0||-87.0|2.5|5.0|2.0|-3.0100000000000007
hard|Shiraishi H.|JPN|Right-Handed|2.67|Nakagawa N.|JPN|Right-Handed|1.41|1.0||-87.0|4.0|8.0|-3.0|1.26
hard|Rodriguez L.|ARG|Right-Handed|1.6|Justo G.|ARG|Right-Handed|2.15|0.0|1.0|87.0|-2.5|-5.0|-2.0|-0.5499999999999998
Varioussurfaces|McMillin W.|ITA|Right-Handed|10.5|Bangoura S.|ITA|Right-Handed|1.02|1.0||96.0|2.0|5.0|-9.0|9.48
hard|Masjuan Ginel P.|ESP|Right-Handed|2.23|Radulov I.|BGR|Right-Handed|1.57|1.0||-87.0|2.5|5.0|3.0|0.6599999999999999
Varioussurfaces|Rieder H.|ITA|Right-Handed|2.0|Mikovic N.|SVN|Right-Handed|1.73|1.0||-87.0|2.5|5.0|7.0|0.27
hard|De Krom M.|NLD|Right-Handed|1.31|Rocha F.|PRT|Right-Handed|3.1|0.0|1.0|87.0|-2.5|-5.0|2.0|-1.79
hard|Markovic S.|SRB|Right-Handed|1.65|Latinovic S.|SRB|Right-Handed|2.09|1.0||-87.0|2.5|5.0|-6.0|-0.43999999999999995
hard|Palan D.|CZE|Right-Handed|1.4|Tkemaladze Z.|GEO|Right-Handed|2.7|1.0||-87.0|6.0|3.0|-1.0|-1.3000000000000003
hard|Andreescu S.|ROU|Right-Handed|1.56|Marino P.|ITA|Right-Handed|2.24|0.0|1.0|87.0|-2.5|-5.0|-1.0|-0.6800000000000002
clay|Buse I.|PER|Right-Handed|2.05|Galan D.|COL|Right-Handed|1.72|0.0|-8.0|-43.0|4.5|-8.0|-8.0|0.32999999999999985
hard|Sinner J.|ITA|Right-Handed|1.16|Draper J.|ITA|Left-Handed|5.49|0.0|2.0|2938.0|-4.0|-3.0|1.0|-4.33
hard|Deflandre L.|FRA|Left-Handed|6.2|Glinka D.|EST|Left-Handed|1.09|0.0|-6.0|87.0|-2.5|-5.0|-2.0|5.11
hard|Thanos A.|GRC|Right-Handed|1.23|Jilly A.|HUN|Right-Handed|3.69|1.0||-87.0|2.5|5.0|5.0|-2.46
hard|Dodig M.|HRV|Right-Handed|4.01|Medjedovic H.|SRB|Right-Handed|1.22|1.0||-175.0|2.5|5.0|-2.0|2.79
hard|Rawat S.|IND|Right-Handed|1.49|Vardhan V.|IND|Right-Handed|2.43|0.0|-6.0|196.0|-14.0|-13.0|-6.0|-0.9400000000000002
hard|Gentzsch T.|DEU|Right-Handed|1.22|Bozemoj B.|NLD|Right-Handed|3.77|0.0|0.0|87.0|-2.5|-5.0|0.0|-2.55
hard|Wong C.|HKG|Right-Handed|1.74|Zhukayev B.|KAZ|Right-Handed|2.01|0.0|-2.0|115.0|-2.5|-5.0|-3.0|-0.2699999999999998
Varioussurfaces|Guryev E.|UKR|Right-Handed|3.4|Dragomirov D.|DEU|Right-Handed|1.3|1.0||-87.0|2.5|5.0|-4.0|2.0999999999999996
hard|Svrcina D.|CZE|Right-Handed|2.08|Shimabukuro S.|JPN|Right-Handed|1.69|1.0||-118.0|-7.0|-5.0|-6.0|0.3900000000000001
hard|Djosic N.|CHE|Right-Handed|3.54|Paz J.|ARG|Right-Handed|1.25|1.0||-87.0|2.5|5.0|-12.0|2.29
hard|Brumm J.|ITA|Right-Handed|1.73|Sumizawa D.|JPN|Right-Handed|1.99|1.0||-87.0|12.0|13.0|0.0|-0.26
clay|Munar J.|ESP|Right-Handed|1.95|Nishikori K.|JPN|Right-Handed|1.79|0.0|-7.0|507.0|3.0|5.0|-7.0|0.15999999999999992
hard|Samrej K.|THA|Right-Handed|1.39|Moriya H.|JPN|Right-Handed|2.76|0.0|-9.0|143.0|11.5|15.0|-10.0|-1.3699999999999999
Varioussurfaces|Garcia J.|ITA|Right-Handed|1.28|Benson M.|ITA|Right-Handed|3.5|0.0|-2.0|87.0|-2.5|-5.0|-0.5|-2.2199999999999998
hard|Pontjodikromo S.|NLD|Right-Handed|1.59|Beckley A.|ITA|Right-Handed|2.21|1.0||-87.0|2.5|5.0|0.0|-0.6199999999999999
hard|Ehrenschneider N.|DEU|Right-Handed|3.11|Story J.|ITA|Right-Handed|1.31|1.0||-87.0|2.5|5.0|0.0|1.7999999999999998
hard|Lokoli L.|FRA|Right-Handed|2.16|Rocha H.|PRT|Right-Handed|1.65|1.0||237.0|1.5|5.0|9.0|0.5100000000000002
hard|Sharipov M.|RUS|Right-Handed|1.34|de Schepper K.|FRA|Left-Handed|2.99|0.0|-15.0|87.0|-23.5|-20.0|-16.0|-1.6500000000000001
clay|Kym J.|CHE|Right-Handed|1.44|Neumayer L.|AUT|Right-Handed|2.67|1.0||236.0|10.5|15.0|0.0|-1.23
hard|Justo G.|ARG|Right-Handed|2.15|Rodriguez L.|ARG|Right-Handed|1.6|1.0||-87.0|2.5|5.0|2.0|0.5499999999999998
clay|Choinski J.|ITA|Right-Handed|1.63|Rehberg M.|DEU|Right-Handed|2.2|0.0|6.0|296.0|1.0|8.0|8.0|-0.5700000000000003
hard|Clarke J.|ITA|Right-Handed|1.92|McCabe J.|AUS|Right-Handed|1.78|0.0|7.0|112.0|3.0|0.0|5.0|0.1399999999999999
hard|Sornlaksup P.|THA|Right-Handed|1.99|Borg L.|SWE|Right-Handed|1.72|1.0||150.0|2.5|5.0|4.0|0.27
hard|Medjedovic H.|SRB|Right-Handed|1.22|Dodig M.|HRV|Right-Handed|4.01|0.0|4.0|175.0|-2.5|-5.0|2.0|-2.79
hard|Safonov A.|RUS|Left-Handed|1.35|Binda A.|ITA|Right-Handed|2.91|0.0|-3.0|87.0|-2.5|-5.0|-1.0|-1.56
hard|Shimabukuro S.|JPN|Right-Handed|1.69|Svrcina D.|CZE|Right-Handed|2.08|0.0|2.0|118.0|7.0|5.0|6.0|-0.3900000000000001
clay|Fonio G.|ITA|Right-Handed|2.56|Buse I.|PER|Right-Handed|1.47|1.0||-87.0|3.5|0.0|6.0|1.09
hard|Borg L.|SWE|Right-Handed|1.72|Sornlaksup P.|THA|Right-Handed|1.99|0.0|-3.0|-150.0|-2.5|-5.0|-4.0|-0.27
clay|Buse I.|PER|Right-Handed|1.47|Fonio G.|ITA|Right-Handed|2.56|0.0|-5.0|87.0|-3.5|0.0|-6.0|-1.09
hard|Van Wyk K.|ITA|Right-Handed|3.97|Hsu Y.|ITA|Right-Handed|1.22|1.0||-16.0|9.0|10.0|2.0|2.75
hard|Collarini A.|ARG|Left-Handed|1.34|Farjat T.|ARG|Right-Handed|2.95|0.0|10.0|90.0|1.0|-3.0|9.0|-1.61
hard|Dedura-Palomero D.|DEU|Left-Handed|1.41|Visker N.|NLD|Right-Handed|2.65|1.0||-87.0|2.5|5.0|-6.0|-1.24
Varioussurfaces|Mikovic N.|SVN|Right-Handed|1.73|Rieder H.|ITA|Right-Handed|2.0|0.0|-9.0|87.0|-2.5|-5.0|-7.0|-0.27
hard|Farjat T.|ARG|Right-Handed|2.95|Collarini A.|ARG|Left-Handed|1.34|1.0||-90.0|-1.0|3.0|-9.0|1.61
hard|Johns G.|ITA|Right-Handed|3.12|Tudorica A.|CAN|Right-Handed|1.31|1.0||-87.0|-6.5|-3.0|1.0|1.81
Varioussurfaces|Dragomirov D.|DEU|Right-Handed|1.3|Guryev E.|UKR|Right-Handed|3.4|0.0|3.0|87.0|-2.5|-5.0|4.0|-2.0999999999999996
hard|Stice T.|ITA|Right-Handed|1.44|Krajci M.|SVK|Right-Handed|2.56|0.0|3.0|87.0|-2.5|-5.0|5.0|-1.12
hard|Gombos N.|SVK|Right-Handed|1.62|Kachmazov A.|RUS|Right-Handed|2.21|0.0|10.0|438.0|6.0|5.0|12.0|-0.5899999999999999
hard|Pisaric A.|SRB|Right-Handed|1.55|Verbin P.|RUS|Right-Handed|2.25|1.0||-87.0|2.5|5.0|-4.0|-0.7
clay|Molleker R.|DEU|Right-Handed|1.74|Paulson A.|CZE|Right-Handed|2.03|0.0|3.0|-18.0|-4.0|-3.0|1.0|-0.2899999999999998
hard|Kachmazov A.|RUS|Right-Handed|2.21|Gombos N.|SVK|Right-Handed|1.62|1.0||-438.0|-6.0|-5.0|-12.0|0.5899999999999999
hard|Radulov I.|BGR|Right-Handed|1.57|Masjuan Ginel P.|ESP|Right-Handed|2.23|0.0|-2.0|87.0|-2.5|-5.0|-3.0|-0.6599999999999999
hard|Schiessl J.|BRA|Left-Handed|2.58|Iannaccone F.|ITA|Right-Handed|1.43|1.0||-87.0|2.5|5.0|-5.0|1.1500000000000001
hard|Masabayashi T.|JPN|Right-Handed|5.0|Mukund S.|IND|Right-Handed|1.13|1.0||109.0|1.0|3.0|-1.0|3.87
Varioussurfaces|Clark E.|ITA|Right-Handed|1.17|Abderrahman W.|TUN|Right-Handed|4.5|0.0|5.0|87.0|-13.0|-18.0|3.0|-3.33
hard|Ciavarella N.|ITA|Right-Handed|5.02|Erhard M.|FRA|Right-Handed|1.13|1.0||-87.0|-1.0|0.0|-2.0|3.8899999999999997
Varioussurfaces|Pizzigoni M.|ITA|Right-Handed|2.62|Elamin A.|IRL|Right-Handed|1.44|0.0|-5.0|87.0|-2.5|-5.0|1.5|1.1800000000000002
hard|Boscardin Dias P.|BRA|Right-Handed|1.33|Estevez J.|ARG|Right-Handed|3.0|0.0|3.0|87.0|-6.0|-8.0|3.0|-1.67
Varioussurfaces|Elamin A.|IRL|Right-Handed|1.44|Pizzigoni M.|ITA|Right-Handed|2.62|1.0||-87.0|2.5|5.0|-1.5|-1.1800000000000002
