Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Saint Petersburg|3.21|1.35|Coric B.|Croatia|2011|85.0|188.0|right|27.0|Raonic M.|Canada|2005|98.0|196.0|right|33.0|indoors|20201017
Saint Petersburg|1.64|2.27|Rublev A.|Russia|2013|70.0|188.0|right|26.0|Shapovalov D.|Canada|2013|75.0|185.0|left|25.0|indoors|20201017
Cologne|2.00|1.82|Auger Aliassime F.|Canada|2015|88.0|193.0|right|24.0|Bautista-Agut R.|Spain|2002|75.0|183.0|right|36.0|indoors|20201017
Cologne|1.14|5.82|Zverev A.|Germany|2011|90.0|198.0|right|27.0|Davidovich Fokina A.|Spain|2014|80.0|183.0|right|25.0|indoors|20201017
Sardinia|1.22|4.38|Cecchinato M.|Italy|2009|78.0|185.0|right|31.0|Petrovic D.|Serbia|2008|86.0|203.0|right|32.0|clay|20201017
Sardinia|2.23|1.66|Djere L.|Serbia|2011|82.0|188.0|right|29.0|Musetti L.|Italy|2017|75.0|185.0|right|22.0|clay|20201017
Alicante challenger|1.54|2.44|Martinez P.|Spain|2012|76.0|185.0|right|27.0|Zapata Miralles B.|Spain|2012|82.0|183.0|right|27.0|hard|20201017
Alicante challenger|1.49|2.55|Alcaraz C.|Spain|2018|72.0|185.0|right|21.0|Vilella Martinez M.|Spain|2011|74.0|178.0|right|29.0|hard|20201017
Lisbon challenger|1.21|4.20|Munar J.|Spain|2012|76.0|183.0|right|27.0|Gaio F.|Italy|2008|84.0|180.0|right|32.0|clay|20201017
Lisbon challenger|1.50|2.48|Sousa P.|Portugal|2003|70.0|180.0|right|36.0|Giannessi A.|Italy|2006|82.0|185.0|left|34.0|clay|20201017
Lisbon challenger|1.41|2.21|Sijsling I.|Netherlands|2004|85.0|191.0|right|37.0|Virtanen O.|Finland|2016|||right|23.0|clay|20201017
Lisbon challenger|1.72|2.01|Sels J.|Netherlands|2010|83.0|188.0|right|29.0|Durasovic V.|Norway|2013|80.0|185.0|right|27.0|clay|20201017
Lisbon challenger|1.83|1.87|Michalski D.|Poland|2017|77.0|180.0|right|24.0|Cuevas M.|Uruguay|2006|90.0|191.0|right|32.0|clay|20201017
Lisbon challenger|1.55|2.30|Grigelis L.|Lithuania|2006|78.0|183.0|right|33.0|Tirante T.|Argentina|2016|78.0|185.0|right|23.0|clay|20201017
Lisbon challenger|2.10|1.65|Corwin F.|USA|2014|82.0|188.0|right|28.0|Skatov T.|Kazakhstan|2016|73.0|173.0|right|23.0|clay|20201017
Lisbon challenger|1.94|1.76|Vivero Gonzalez P.|Spain|2012|80.0|193.0|right|29.0|Lazarov A.|Bulgaria|2015|84.0|191.0|right|26.0|clay|20201017
Ultimate Tennis Showdown 3|1.94|1.76|Gasquet R.|France|2002|79.0|183.0|right|38.0|Lopez F.|Spain|1997|88.0|188.0|left|42.0|indoors|20201017
Ultimate Tennis Showdown 3|1.94|1.76|Fritz T.|USA|2013|86.0|193.0|right|26.0|Lopez F.|Spain|1997|88.0|188.0|left|42.0|indoors|20201017
Ultimate Tennis Showdown 3|1.94|1.76|Gasquet R.|France|2002|79.0|183.0|right|38.0|Fritz T.|USA|2013|86.0|193.0|right|26.0|indoors|20201017
Cologne 2|1.02|15.77|Gerasimov E.|Belarus|2008|86.0|196.0|right|31.0|Moraing O.|Germany|2015|||right|24.0|indoors|20201017
Cologne 2|1.65|2.20|Otte O.|Germany|2010|79.0|193.0|right|31.0|Albot R.|Moldavsko|2006|69.0|175.0|right|34.0|indoors|20201017
Cologne 2|1.24|3.93|Novak D.|Austria|2011|80.0|183.0|right|30.0|Purcell M.|Australia|2013|75.0|185.0|right|26.0|indoors|20201017
Cologne 2|4.48|1.19|Nagal S.|India|2012|69.0|178.0|right|27.0|Gombos N.|Slovakia|2008|85.0|193.0|right|34.0|indoors|20201017
Cologne 2|2.56|1.49|Popyrin A.|Australia|2013|78.0|196.0|right|25.0|Wolf J.|USA|2015|79.0|183.0|right|25.0|indoors|20201017
Cologne 2|2.19|1.65|Dzumhur D.|BosniaandHerzeg.|2008|68.0|175.0|right|32.0|Polmans M.|Australia|2011|78.0|188.0|right|27.0|indoors|20201017
Cologne 2|1.12|5.87|Herbert P.|France|2006|75.0|188.0|right|33.0|Molleker R.|Germany|2015|75.0|185.0|right|23.0|indoors|20201017
Cologne 2|2.16|1.66|Duckworth J.|Australia|2006|82.0|183.0|right|32.0|Zverev M.|Germany|2002|88.0|191.0|left|37.0|indoors|20201017
Ismaning challenger|1.04|8.47|Lenz J.|Germany|2009|82.0|188.0|right|31.0|Weindl M.|Germany|2013|||right|29.0|indoors|20201017
Ismaning challenger|1.77|1.91|Grenier H.|France|2013|85.0|196.0|right|28.0|Haerteis J.|Germany|2011|88.0|193.0|left|28.0|indoors|20201017
Ismaning challenger|4.42|1.17|Aragone J.|USA|2011|79.0|178.0|right|29.0|Stebe C.|Germany|2008|70.0|183.0|left|33.0|indoors|20201017
Ismaning challenger|1.81|1.88|Ritschard A.|Switzerland|2009|82.0|193.0|right|30.0|Blancaneaux G.|France|2014|75.0|180.0|right|26.0|indoors|20201017
Ismaning challenger|1.61|2.17|Masur D.|Germany|2011|78.0|183.0|right|29.0|Bachinger M.|Germany|2003|86.0|188.0|right|37.0|indoors|20201017
Ismaning challenger|2.29|1.55|Miedler L.|Austria|2012|78.0|183.0|right|28.0|Blanch U.|USA|2014|78.0|188.0|right|26.0|indoors|20201017
Ismaning challenger|1.30|3.22|Etcheverry T.|Argentina|2014|82.0|196.0|right|25.0|Welte M.|Germany|2015|||right|23.0|indoors|20201017
Ismaning challenger|1.30|3.22|Draper J.|GreatBritain|2017|80.0|191.0|left|22.0|Karlovskiy E.|Russia|2010|85.0|191.0|right|30.0|indoors|20201017
Istanbul challenger|1.14|4.85|McDonald M.|USA|2009|73.0|178.0|right|29.0|Meligeni Rodrigues Alves F.|Brazil|2014|78.0|185.0|right|26.0|hard|20201017
Istanbul challenger|1.25|3.61|Arnaboldi A.|Italy|2001|72.0|180.0|left|36.0|Krstin P.|Serbia|2011|80.0|183.0|right|29.0|hard|20201017
Istanbul challenger|1.04|8.80|Gojo B.|Croatia|2013|90.0|196.0|right|26.0|Aksu C.|Turkey|2015|||right|26.0|hard|20201017
Istanbul challenger|1.99|1.71|Gabashvili T.|Russia|2002|83.0|188.0|right|39.0|Bonadio R.|Italy|2009|81.0|180.0|right|31.0|hard|20201017
Istanbul challenger|1.35|2.91|Serdarusic N.|Croatia|2011|85.0|191.0|right|27.0|Baldi F.|Italy|2012|80.0|183.0|right|28.0|hard|20201017
Istanbul challenger|1.35|2.91|Galovic V.|Croatia|2008|88.0|193.0|right|33.0|Nedelko I.|Russia|2006|80.0|185.0|right|38.0|hard|20201017
Istanbul challenger|1.10|5.82|Lamasine T.|France|2010|69.0|183.0|right|31.0|Kirci K.|Turkey|2013|||right|26.0|hard|20201017
