Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Tudorica A.|CAN|Right-Handed|1.25|Alimli M.|FRA|Right-Handed|3.58|0.0|4.0|-12.5|2.0|3.0|1.0|-2.33
Varioussurfaces|Lyons J.|FRA|Right-Handed|3.75|Ahouda W.|MAR|Right-Handed|1.25|1.0||12.5|-2.0|-3.0|3.5|2.5
clay|Bueno G.|PER|Right-Handed|3.03|Tirante T.|ARG|Right-Handed|1.35|0.0|-2.0|-12.5|0.0|-2.0|-3.0|1.6799999999999997
clay|Bobichon M.|FRA|Right-Handed|1.57|Singh K.|IND|Right-Handed|2.22|1.0||12.5|-2.0|-3.0|1.0|-0.6500000000000001
clay|Rodrigues N.|BRA|Right-Handed|2.24|Falabella L.|ARG|Left-Handed|1.56|1.0||12.5|-2.0|-3.0|-4.0|0.6800000000000002
clay|Park U.|KOR|Right-Handed|1.6|Lee D.|KOR|Right-Handed|2.21|0.0|-2.0|-12.5|3.0|8.0|-3.0|-0.6099999999999999
hard|Droguet T.|FRA|Right-Handed|1.98|Lestienne C.|FRA|Right-Handed|1.76|0.0|-8.0|-191.0|1.0|3.0|-9.0|0.21999999999999997
clay|Fellin P.|ITA|Right-Handed|2.22|Binda A.|ITA|Right-Handed|1.57|1.0||12.5|-2.0|-3.0|1.0|0.6500000000000001
clay|Trochu P.|FRA|Right-Handed|3.26|Dussin L.|FRA|Right-Handed|1.29|1.0||12.5|-2.0|-3.0|-5.0|1.9699999999999998
indoors|Anthrop J.|FRA|Right-Handed|4.3|Shelbayh A.|JOR|Left-Handed|1.2|1.0||146.5|-2.0|-3.0|0.0|3.0999999999999996
indoors|Eubanks C.|FRA|Right-Handed|1.2|Andrade A.|ECU|Right-Handed|4.25|0.0|2.0|962.5|9.0|21.0|3.0|-3.05
clay|Ionel N.|ROU|Right-Handed|1.39|Cerny M.|CZE|Right-Handed|2.72|0.0|2.0|-12.5|-5.0|3.0|-1.0|-1.3300000000000003
indoors|Stricker D.|CHE|Left-Handed|1.5|Edmund K.|FRA|Right-Handed|2.5|1.0||520.0|-7.0|-8.0|-7.0|-1.0
clay|Carboni L.|ITA|Right-Handed|3.26|Michalski D.|POL|Right-Handed|1.29|1.0||12.5|-1.0|0.0|-6.0|1.9699999999999998
clay|Kupcic J.|SVN|Right-Handed|1.05|Cizek J.|CZE|Right-Handed|8.12|0.0|3.0|-12.5|2.0|3.0|4.0|-7.069999999999999
clay|Turriziani Alvarez A.|ESP|Right-Handed|2.43|Jones M.|FRA|Right-Handed|1.5|0.0|-4.0|-12.5|2.0|3.0|-2.0|0.9300000000000002
clay|Cina F.|ITA|Right-Handed|1.59|Wessels L.|DEU|Right-Handed|2.19|0.0|-8.0|244.0|-12.0|-15.0|-8.0|-0.5999999999999999
clay|Monteiro T.|BRA|Left-Handed|1.12|Kopp S.|AUT|Right-Handed|5.74|0.0|7.0|143.5|2.0|3.0|6.0|-4.62
hard|Gomez F.|ARG|Right-Handed|3.23|Muller A.|FRA|Right-Handed|1.34|0.0|-2.0|-337.0|3.0|0.0|0.0|1.89
clay|Jaisinghani R.|IND|Right-Handed|2.07|Yazdani A.|IRN|Right-Handed|1.66|1.0||12.5|-2.0|-3.0|5.0|0.4099999999999999
clay|Cerny M.|CZE|Right-Handed|2.72|Ionel N.|ROU|Right-Handed|1.39|1.0||12.5|5.0|-3.0|1.0|1.3300000000000003
