Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Vrbensky M.|CZE|Right-Handed|Trinker J.|AUT|Right-Handed|0.0|-5.0|-193.0|-11.0|-3.0|-5.0|-6.76
Varioussurfaces|Wayand J.|ITA|Right-Handed|Jesudason A.|ITA|Right-Handed|0.0|0.0|-173.5|0.0|0.0|-2.0|-0.3999999999999999
clay|Coppejans K.|BEL|Right-Handed|Diaz Acosta F.|ARG|Left-Handed|1.0||262.0|-5.0|-3.0|7.0|-0.1499999999999999
hard|Ito T.|JPN|Right-Handed|Harazaki A.|JPN|Right-Handed|0.0|17.0|21.0|-1.0|-3.0|12.0|-2.35
hard|Battaglino S.|ITA|Right-Handed|Pichler D.|AUT|Right-Handed|1.0||173.5|6.0|5.0|-2.0|2.3899999999999997
hard|Soriano Barrera A.|COL|Right-Handed|Stevenson K.|CAN|Right-Handed|0.0|-9.0|-173.5|0.0|0.0|-9.0|-4.970000000000001
hard|Beckley A.|ITA|Right-Handed|Bertola R.|CHE|Right-Handed|0.0|-4.0|-173.5|0.0|0.0|-2.0|7.14
hard|Noguchi R.|JPN|Right-Handed|Isomura K.|JPN|Right-Handed|0.0|5.0|-174.0|-13.0|-15.0|4.0|-1.4499999999999997
Varioussurfaces|Jesudason A.|ITA|Right-Handed|Wayand J.|ITA|Right-Handed|1.0||173.5|0.0|0.0|2.0|0.3999999999999999
hard|Ouahab L.|MAR|Right-Handed|Martinez M.|ESP|Right-Handed|0.0|14.0|-298.0|7.0|2.0|16.0|-3.8100000000000005
hard|Fossati A.|ITA|Right-Handed|Delage P.|FRA|Right-Handed|0.0|3.0|-173.5|0.0|0.0|2.0|0.8999999999999999
clay|Ofner S.|AUT|Right-Handed|Gombos N.|SVK|Right-Handed|1.0||-261.0|-4.0|-2.0|-6.0|0.1399999999999999
hard|Cayre P.|FRA|Right-Handed|Diez S.|CAN|Right-Handed|1.0||175.0|0.0|8.0|-4.0|2.07
hard|Sciahbasi L.|ITA|Right-Handed|Noce G.|ITA|Right-Handed|1.0||173.5|0.0|0.0|-10.0|0.3500000000000001
Varioussurfaces|Lopez E.|COL|Right-Handed|Forbes M.|ITA|Right-Handed|1.0||173.5|0.0|0.0|6.0|0.3999999999999999
hard|Masjuan Ginel P.|ESP|Right-Handed|Heller P.|DEU|Right-Handed|1.0||173.5|0.0|-2.0|-10.0|3.92
hard|Cazacu D.|ROU|Left-Handed|Bielinskyi O.|UKR|Right-Handed|1.0||173.5|-4.0|-2.0|-10.0|-0.4900000000000002
hard|Artnak B.|SVN|Right-Handed|Casanova H.|ARG|Right-Handed|1.0||194.0|0.0|5.0|-10.0|3.6400000000000006
hard|Lopez N.|CHE|Left-Handed|Gomez F.|ARG|Right-Handed|1.0||173.5|0.0|0.0|-5.0|2.62
hard|Brigida O.|ITA|Right-Handed|Ricca G.|ITA|Right-Handed|1.0||173.5|0.0|0.0|-4.0|0.6100000000000001
hard|Dougaz A.|TUN|Left-Handed|Trochu P.|FRA|Right-Handed|0.0|7.0|-173.5|4.0|5.0|7.0|-7.1000000000000005
hard|Borg L.|SWE|Right-Handed|Maamoun K.|EGY|Right-Handed|0.0|-12.0|-144.0|3.0|8.0|-12.0|0.21999999999999997
Varioussurfaces|Nava E.|ITA|Right-Handed|Zick C.|DEU|Right-Handed|0.0|0.0|-83.0|-1.0|8.0|-1.0|-2.6799999999999997
hard|Zukas M.|ARG|Right-Handed|Jorda Sanchis D.|ESP|Right-Handed|0.0|-2.0|-173.5|-14.0|-13.0|-2.0|-0.1200000000000001
Varioussurfaces|Bangoura S.|ITA|Right-Handed|Sachdev R.|ITA|Right-Handed|0.0|14.0|-188.0|1.0|0.0|8.0|-7.99
hard|Shumeiko P.|UKR|Left-Handed|Dellien M.|BOL|Right-Handed|1.0||173.5|0.0|0.0|-3.0|2.62
clay|Janowicz J.|POL|Right-Handed|Skatov T.|KAZ|Right-Handed|1.0||144.0|21.0|30.0|10.0|-0.56
hard|Dellavedova M.|AUS|Right-Handed|Bradshaw J.|AUS|Right-Handed|0.0|6.0|-173.5|5.0|8.0|3.0|-2.88
hard|De Loore J.|BEL|Right-Handed|Gervail G.|FRA|Right-Handed|0.0|0.0|-206.0|10.0|8.0|-1.0|-9.64
hard|Bennani K.|MAR|Right-Handed|Tenti F.|ARG|Right-Handed|1.0||173.5|2.0|3.0|-10.0|10.09
Varioussurfaces|Sachdev R.|ITA|Right-Handed|Bangoura S.|ITA|Right-Handed|1.0||188.0|-1.0|0.0|-8.0|7.99
hard|Peniston R.|ITA|Left-Handed|Maestrelli F.|ITA|Right-Handed|1.0||142.0|-1.0|0.0|7.0|-0.15999999999999992
hard|Nijboer R.|NLD|Right-Handed|Lavagno E.|ITA|Left-Handed|0.0|-2.0|-173.5|1.0|-3.0|-1.0|1.3800000000000001
hard|Singh D.|IND|Right-Handed|Perez Contri S.|ESP|Left-Handed|1.0||173.5|0.0|0.0|-2.0|0.52
hard|Gomaa M.|EGY|Right-Handed|Ambrogi L.|ARG|Right-Handed|1.0||173.5|0.0|0.0|5.0|7.430000000000001
hard|Martinez M.|ESP|Right-Handed|Ouahab L.|MAR|Right-Handed|1.0||298.0|-7.0|-2.0|-16.0|3.8100000000000005
clay|Sels J.|NLD|Right-Handed|Zeppieri G.|ITA|Left-Handed|0.0|6.0|-150.5|5.0|3.0|7.0|1.4100000000000001
hard|Metreveli A.|GEO|Right-Handed|Ujvary M.|AUT|Right-Handed|0.0|12.0|-173.5|5.0|3.0|11.0|-3.5999999999999996
hard|Terczynski M.|POL|Right-Handed|Pokorny L.|SVK|Right-Handed|1.0||173.5|7.0|8.0|6.0|3.2700000000000005
hard|Kumaran B.|IND|Right-Handed|Agarwal R.|IND|Right-Handed|1.0||173.5|3.0|8.0|-2.0|5.819999999999999
hard|Alcaraz C.|ESP|Right-Handed|Sinner J.|ITA|Right-Handed|0.0|-3.0|2080.0|-4.0|-3.0|-2.0|-0.8999999999999999
Varioussurfaces|Sorbo J.|CAN|Right-Handed|Delgado J.|ITA|Right-Handed|0.0|6.0|106.5|0.0|0.0|3.0|-5.68
clay|Klein L.|SVK|Right-Handed|Ymer E.|SWE|Right-Handed|1.0||-203.0|6.0|10.0|-2.0|0.3899999999999999
hard|Rudiukov I.|RUS|Right-Handed|De La Fuente S.|ARG|Right-Handed|1.0||173.5|0.0|0.0|1.0|7.02
Varioussurfaces|Krstic V.|SRB|Right-Handed|Moroni F.|ITA|Right-Handed|1.0||173.5|0.0|0.0|-2.0|2.33
hard|Vanta V.|ROU|Right-Handed|Wehnelt K.|DEU|Right-Handed|1.0||173.5|-9.0|-3.0|-2.0|3.29
hard|Lopez San Martin A.|ESP|Right-Handed|Gaubas V.|LTU|Right-Handed|0.0|6.0|-171.0|-6.0|-5.0|8.0|-3.3200000000000003
hard|Diez S.|CAN|Right-Handed|Cayre P.|FRA|Right-Handed|0.0|4.0|-175.0|0.0|-8.0|4.0|-2.07
hard|Hulme M.|AUS|Right-Handed|Sinclair C.|ITA|Right-Handed|1.0||173.5|-6.0|-5.0|-4.0|3.2500000000000004
hard|Malla B.|CHL|Right-Handed|Planelles Ripoll G.|ESP|Right-Handed|0.0|9.0|-173.5|0.0|0.0|6.0|-3.1399999999999997
hard|Elsayed A.|EGY|Right-Handed|Dancu V.|ROU|Right-Handed|0.0|-5.0|-173.5|0.0|0.0|0.0|0.8099999999999998
clay|Skatov T.|KAZ|Right-Handed|Janowicz J.|POL|Right-Handed|0.0|-9.0|-144.0|-21.0|-30.0|-10.0|0.56
hard|Singh K.|IND|Right-Handed|Butulija B.|SRB|Left-Handed|1.0||173.5|0.0|0.0|-4.0|-0.06999999999999984
hard|Shepheard M.|AUS|Right-Handed|Charlton J.|AUS|Right-Handed|1.0||173.5|0.0|0.0|-1.0|3.2500000000000004
Varioussurfaces|Aney A.|ITA|Right-Handed|Benson M.|ITA|Right-Handed|1.0||173.5|0.0|0.0|0.0|-0.050000000000000044
hard|Brumm J.|ITA|Right-Handed|Alvarado P.|ECU|Right-Handed|1.0||173.5|0.0|0.0|-10.0|-4.9399999999999995
hard|Donald M.|CZE|Right-Handed|Fuele M.|HUN|Right-Handed|1.0||173.5|0.0|0.0|-6.0|2.0599999999999996
hard|Ricca G.|ITA|Right-Handed|Brigida O.|ITA|Right-Handed|0.0|4.0|-173.5|0.0|0.0|4.0|-0.6100000000000001
hard|De La Fuente S.|ARG|Right-Handed|Rudiukov I.|RUS|Right-Handed|0.0|0.0|-173.5|0.0|0.0|-1.0|-7.02
hard|Mansilla Diez M.|ESP|Right-Handed|Houkes M.|NLD|Left-Handed|1.0||173.5|0.0|0.0|-2.0|7.2299999999999995
hard|Bittoun Kouzmine C.|FRA|Left-Handed|Marie J.|FRA|Right-Handed|1.0||173.5|-3.0|-10.0|-7.0|0.41000000000000014
hard|Oliveira G.|VEN|Left-Handed|Gonzalez Fernandez M.|ESP|Right-Handed|1.0||173.5|3.0|2.0|7.0|-5.88
hard|Ignat D.|ROU|Right-Handed|Markovski O.|ITA|Right-Handed|1.0||173.5|8.0|5.0|8.0|-0.4900000000000002
Varioussurfaces|Ficovich J.|ARG|Right-Handed|Thomson M.|ITA|Right-Handed|0.0|2.0|-173.5|2.0|8.0|3.0|-5.67
hard|Miceli M.|ITA|Right-Handed|Sorger S.|AUT|Right-Handed|0.0|5.0|-173.5|0.0|0.0|7.0|-1.36
hard|Stevenson K.|CAN|Right-Handed|Soriano Barrera A.|COL|Right-Handed|1.0||173.5|0.0|0.0|9.0|4.970000000000001
hard|Oster S.|AUS|Right-Handed|Addison A.|AUS|Right-Handed|1.0||173.5|-6.0|-8.0|-4.0|5.95
hard|Pinto L.|BRA|Right-Handed|Buitrago N.|COL|Right-Handed|1.0||173.5|0.0|0.0|-5.0|3.96
hard|Biljesko D.|HRV|Right-Handed|Poljicak M.|HRV|Right-Handed|1.0||287.0|0.0|0.0|7.0|0.96
hard|Respaut C.|FRA|Right-Handed|Lajal M.|EST|Right-Handed|1.0||173.5|0.0|0.0|4.0|6.130000000000001
hard|Sekiguchi S.|JPN|Right-Handed|Adachi T.|JPN|Right-Handed|0.0|15.0|-173.5|-10.0|-15.0|9.0|-10.790000000000001
Varioussurfaces|Moroni F.|ITA|Right-Handed|Krstic V.|SRB|Right-Handed|0.0|3.0|-173.5|0.0|0.0|2.0|-2.33
hard|Poljicak M.|HRV|Right-Handed|Biljesko D.|HRV|Right-Handed|0.0|-7.0|-287.0|0.0|0.0|-7.0|-0.96
hard|Gueymard Wayenburg S.|FRA|Right-Handed|Lestienne C.|FRA|Right-Handed|1.0||45.0|-1.0|3.0|-11.0|3.1499999999999995
