Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Lille challenger|3.40|1.29|Brown D.|Germany|2002|78.0|196.0|right|39.0|Bourgue M.|France|2010|83.0|188.0|right|30.0|indoors|20210322
Lille challenger|1.07|8.02|Barrere G.|France|2009|80.0|183.0|right|30.0|Safranek V.|CzechRepublic|2009|80.0|185.0|right|30.0|indoors|20210322
Lille challenger|1.11|6.26|Hoang A.|France|2011|76.0|183.0|right|28.0|Hamou M.|France|2011|75.0|185.0|right|29.0|indoors|20210322
Lugano challenger|1.61|2.23|Sugita Y.|Japan|2003|72.0|175.0|right|35.0|Lenz J.|Germany|2009|82.0|188.0|right|31.0|indoors|20210322
Lugano challenger|1.69|2.09|Celikbilek A.|Turkey|2012|72.0|185.0|right|27.0|Donskoy E.|Russia|2006|75.0|185.0|right|34.0|indoors|20210322
Lugano challenger|1.58|2.31|Stricker D.|Switzerland|2018|||left|22.0|Clarke J.|GreatBritain|2013|82.0|188.0|right|26.0|indoors|20210322
Lugano challenger|1.97|1.79|Grenier H.|France|2013|85.0|196.0|right|28.0|Marcora R.|Italy|2007|85.0|193.0|right|35.0|indoors|20210322
Lugano challenger|1.84|1.89|Riedi L.|Switzerland|2020|||right|22.0|Menendez-Maceiras A.|Spain|2002|75.0|183.0|right|38.0|indoors|20210322
Lugano challenger|2.44|1.52|Tomic B.|Australia|2008|91.0|196.0|right|31.0|Vukic A.|Australia|2012|84.0|188.0|right|28.0|indoors|20210322
Zadar challenger|1.47|2.59|Giannessi A.|Italy|2006|82.0|185.0|left|34.0|Bonadio R.|Italy|2009|81.0|180.0|right|31.0|clay|20210322
Zadar challenger|2.38|1.55|Nincevic F.|Croatia|2016|||right|25.0|Poljicak M.|Croatia|2020|||right|20.0|clay|20210322
Zadar challenger|1.59|2.28|Kavcic B.|Slovenia|2003|78.0|188.0|right|37.0|Pellegrino A.|Italy|2012|81.0|185.0|right|27.0|clay|20210322
Zadar challenger|2.75|1.42|Vrbensky M.|CzechRepublic|2016|65.0|180.0|right|24.0|Couacaud E.|France|2012|78.0|183.0|right|29.0|clay|20210322
Zadar challenger|1.56|2.34|Molcan A.|Slovakia|2014|73.0|178.0|left|26.0|Rola B.|Slovenia|2008|85.0|193.0|left|33.0|clay|20210322
Zadar challenger|1.56|2.34|Civita Telles L.|Brazil|2011|||right|28.0|Marcondes I.|Brazil|2012|75.0|185.0|left|27.0|clay|20210322
Zadar challenger|1.56|2.34|Rojas O.|Belgium|2019|||right||Kawachi K.|Japan|2012|66.0|170.0|right|29.0|clay|20210322
Zadar challenger|1.56|2.34|Thanos A.|Greece|2019|||right|23.0|Hoeveler L.|Germany|2011|||right|28.0|clay|20210322
Zadar challenger|1.17|4.37|Barun B.|Croatia|2019|||right||Polakovic S.|Slovakia|2017|||right|24.0|clay|20210322
Zadar challenger|1.17|4.26|Frinzi M.|Italy|2015|||right|25.0|Loncar S.|Netherlands|2018|||right|25.0|clay|20210322
Zadar challenger|1.17|4.26|Naw H.|Syria|2015|||right|24.0|Pampanin P.|Italy|2016|||right|21.0|clay|20210322
Zadar challenger|1.17|4.26|Cubelic K.|Germany|2015|77.0|188.0|left|26.0|Boyer T.|USA|2017|73.0|183.0|right|28.0|clay|20210322
Zadar challenger|1.17|4.26|Handel T.|Germany|2013|||right|27.0|Mikhaylyuk I.|Russia|2014|||right|25.0|clay|20210322
Zadar challenger|1.11|5.25|Dambrosi G.|Italy|2015|||right|23.0|Panak Y.|CzechRepublic|2013|78.0|185.0|right|29.0|clay|20210322
Zadar challenger|1.11|5.25|Ciurletti A.|Italy|2014|72.0|175.0|right|26.0|Claverie L.|Italy|2020|||right|21.0|clay|20210322
Zadar challenger|1.05|7.84|Bakshi A.|Georgia|2013|||left|27.0|Rossi L.|Italy|2021|||right|22.0|clay|20210322
Zadar challenger|1.05|7.84|Tabacco F.|Italy|2018|||right|22.0|Gadamauri B.|Belgium|2016|||right|24.0|clay|20210322
Zadar challenger|1.05|7.84|Marcondes I.|Brazil|2012|75.0|185.0|left|27.0|Barreiros Reyes M.|Brazil|2017|||left|23.0|clay|20210322
Zadar challenger|1.05|7.84|Liaonenka A.|Belarus|2014|||right|25.0|Battaglino S.|Italy|2015|||right|26.0|clay|20210322
Zadar challenger|1.59|2.20|Spec M.|Slovenia|2012|||right|29.0|Bouquet L.|France|2012|||right|27.0|clay|20210322
Zadar challenger|1.29|3.22|Passaro F.|Italy|2017|||right|23.0|Brosset S.|France|2017|||left|26.0|clay|20210322
Zadar challenger|1.26|3.35|Biljesko D.|Croatia|2013|||right|27.0|Radovanovic T.|Serbia|2016|||right|24.0|clay|20210322
Zadar challenger|1.26|3.35|Bellucci M.|Italy|2018|||left|23.0|Jones A.|GreatBritain|2014|||right|26.0|clay|20210322
Zadar challenger|1.26|3.35|Eguez S.|Bolivia|2012|||right|29.0|Jermar J.|CzechRepublic|2018|||right|24.0|clay|20210322
Zadar challenger|1.26|3.35|Dellavedova M.|Australia|2015|81.0|191.0|right|24.0|Liu S.|ChineseTaipei|2014|78.0|188.0|right|27.0|clay|20210322
Zadar challenger|1.20|3.96|Bertran P.|DominicanRep.|2013|||right|28.0|Dimic M.|Slovenia|2018|||right|22.0|clay|20210322
Zadar challenger|1.20|3.96|Civita Telles L.|Brazil|2011|||right|28.0|Zanada E.|Italy|2018|||right|23.0|clay|20210322
Zadar challenger|1.20|3.96|Rojas O.|Belgium|2019|||right||Riedel T.|Germany|2018|||right|23.0|clay|20210322
Zadar challenger|4.07|1.19|Prizmic D.|Croatia|2021|||right|19.0|Misolic F.|Austria|2016|||right|23.0|clay|20210322
Zadar challenger|1.09|6.02|Ovcharenko O.|Ukraine|2016|||right|22.0|Emesz B.|Austria|2018|||right|22.0|clay|20210322
Zadar challenger|1.29|3.25|Fuele M.|Hungary|2015|||right|25.0|Matic M.|Croatia|2016|||right|23.0|clay|20210322
Zadar challenger|1.29|3.25|Hoeveler L.|Germany|2011|||right|28.0|Iradukunda G.|Burundi|2011|||right|28.0|clay|20210322
Zadar challenger|1.29|3.25|Martin T.|GreatBritain|2010|78.0|188.0|right|31.0|Stefani Figlia B.|Brazil|2013|||right|27.0|clay|20210322
Zadar challenger|1.29|3.25|Zakaryia F.|Egypt|2017|||right|23.0|Nordquist A.|Sweden|2015|84.0|185.0|right|26.0|clay|20210322
Zadar challenger|1.29|3.25|Thanos A.|Greece|2019|||right|23.0|Kroslak J.|Slovakia|2021|||right|21.0|clay|20210322
Zadar challenger|1.29|3.25|Kawachi K.|Japan|2012|66.0|170.0|right|29.0|Sperle J.|Germany|2019|||right|22.0|clay|20210322
Zadar challenger|1.29|3.25|Vasiliauskas M.|Lithuania|2017|||right|22.0|Jones B.|GreatBritain|2014|||right|26.0|clay|20210322
Zadar challenger|1.51|2.35|Ceppellini A.|Italy|2012|70.0|178.0|right|27.0|Ban I.|Croatia|2019|||right||clay|20210322
Zadar challenger|1.51|2.35|Pampanin P.|Italy|2016|||right|21.0|Castagnola L.|Italy|2019|72.0|183.0|right|22.0|clay|20210322
Zadar challenger|1.51|2.35|Naw H.|Syria|2015|||right|24.0|Brun T.|Switzerland|2018|||right|21.0|clay|20210322
Zadar challenger|1.39|2.67|Maestrelli F.|Italy|2017|||right|21.0|Furlanetto M.|Italy|2016|||right|23.0|clay|20210322
Zadar challenger|1.19|4.07|Arnaldi M.|Italy|2018|||right|23.0|Juhas K.|Serbia|2019|||right|23.0|clay|20210322
Zadar challenger|1.19|4.07|Battaglino S.|Italy|2015|||right|26.0|Melnic V.|Romania|2014|||right|25.0|clay|20210322
Zadar challenger|1.64|2.06|Goldsteiner P.|Austria|2009|65.0|173.0|right|34.0|Voros M.|Hungary|2016|||right|24.0|clay|20210322
Zadar challenger|3.48|1.25|Voisin E.|France|2017|72.0|178.0|right|24.0|Mora M.|France|2012|75.0|185.0|right|27.0|clay|20210322
