Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Vienna|3.75|1.27|Garin C.|Chile|2010|85.0|185.0|right|28.0|Wawrinka S.|Switzerland|2001|79.0|182.0|right|39.0|indoors|20201027
Vienna|1.02|18.17|Thiem D.|Austria|2010|79.0|185.0|right|31.0|Sachko V.|Ukraine|2013|68.0|183.0|right|27.0|indoors|20201027
Vienna|1.80|2.01|Sonego L.|Italy|2013|76.0|191.0|right|29.0|Lajovic D.|Serbia|2005|83.0|183.0|right|34.0|indoors|20201027
Vienna|1.65|2.23|Evans D.|GreatBritain|2005|75.0|175.0|right|34.0|Bedene A.|Slovenia|2006|73.0|183.0|right|35.0|indoors|20201027
Vienna|1.07|8.74|Djokovic N.|Serbia|2003|80.0|187.0|right|37.0|Krajinovic F.|Serbia|2008|75.0|185.0|right|32.0|indoors|20201027
Vienna|1.10|7.25|Hurkacz H.|Poland|2014|81.0|196.0|right|27.0|Balazs A.|Hungary|2005|78.0|180.0|right|35.0|indoors|20201027
Vienna|1.78|2.03|Dimitrov G.|Bulgaria|2007|81.0|191.0|right|33.0|Khachanov K.|Russia|2011|87.0|198.0|right|28.0|indoors|20201027
Astana|3.38|1.32|Seppi A.|Italy|2000|78.0|191.0|right|40.0|Karatsev A.|Russia|2009|85.0|185.0|right|30.0|indoors|20201027
Astana|1.08|7.91|Ruusuvuori E.|Finland|2014|79.0|188.0|right|25.0|Skatov T.|Kazakhstan|2016|73.0|173.0|right|23.0|indoors|20201027
Astana|1.78|2.02|Gerasimov E.|Belarus|2008|86.0|196.0|right|31.0|Harris L.|RSA|2014|80.0|193.0|right|27.0|indoors|20201027
Astana|3.26|1.34|Sugita Y.|Japan|2003|72.0|175.0|right|35.0|Dzumhur D.|BosniaandHerzeg.|2008|68.0|175.0|right|32.0|indoors|20201027
Astana|2.33|1.60|Vesely J.|CzechRepublic|2009|94.0|198.0|left|31.0|Sandgren T.|USA|2008|88.0|188.0|right|33.0|indoors|20201027
Hamburg challenger|1.40|2.83|Kamke T.|Germany|2003|76.0|178.0|right|38.0|Gunneswaran P.|India|2006|80.0|188.0|left|34.0|indoors|20201027
Hamburg challenger|1.44|2.67|Safiullin R.|Russia|2013|75.0|185.0|right|27.0|Napolitano S.|Italy|2010|90.0|196.0|right|29.0|indoors|20201027
Hamburg challenger|1.37|2.93|Stebe C.|Germany|2008|70.0|183.0|left|33.0|Horansky F.|Slovakia|2009|77.0|191.0|right|31.0|indoors|20201027
Hamburg challenger|1.33|3.14|Wolf J.|USA|2015|79.0|183.0|right|25.0|Bachinger M.|Germany|2003|86.0|188.0|right|37.0|indoors|20201027
Hamburg challenger|2.00|1.76|Kotov P.|Russia|2015|86.0|191.0|right|25.0|Gojo B.|Croatia|2013|90.0|196.0|right|26.0|indoors|20201027
Marbella challenger|1.51|2.47|Gaio F.|Italy|2008|84.0|180.0|right|32.0|Kuhn N.|Germany|2015|75.0|185.0|right|24.0|clay|20201027
Marbella challenger|1.63|2.20|Mager G.|Italy|2010|77.0|188.0|right|29.0|Giannessi A.|Italy|2006|82.0|185.0|left|34.0|clay|20201027
Marbella challenger|1.40|2.85|Diez S.|Canada|2007|76.0|175.0|right|33.0|Gomez-Herrera C.|Spain|2006|85.0|191.0|right|34.0|clay|20201027
Marbella challenger|4.34|1.20|Kopriva V.|CzechRepublic|2015|69.0|178.0|right|27.0|Carballes Baena R.|Spain|2009|77.0|183.0|right|31.0|clay|20201027
Marbella challenger|1.19|4.38|Taberner C.|Spain|2013|78.0|183.0|right|27.0|Ramanathan R.|India|2009|80.0|188.0|right|29.0|clay|20201027
Marbella challenger|5.10|1.15|Giustino L.|Italy|2006|83.0|180.0|right|32.0|Alcaraz C.|Spain|2018|72.0|185.0|right|21.0|clay|20201027
Marbella challenger|1.67|2.12|Galan D.|Colombia|2011|72.0|191.0|right|28.0|Pellegrino A.|Italy|2012|81.0|185.0|right|27.0|clay|20201027
