Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Bojkovic N.|DEU|Right-Handed|1.0|Jagrovic O.|SRB|Right-Handed|26.0|1.0||55.0|2.5|2.0|1.0|-25.0
hard|Hu X.|CHN|Right-Handed|5.44|Han X.|CHN|Right-Handed|1.11|1.0||55.0|2.5|2.0|9.0|4.33
hard|Ziheng H.|CHN|Right-Handed|1.83|Sim S.|KOR|Right-Handed|1.82|1.0||55.0|2.5|2.0|-8.0|0.010000000000000009
hard|Drayton T.|ESP|Right-Handed|1.58|Bynoe E.|ITA|Right-Handed|2.28|1.0||55.0|2.5|2.0|-6.0|-0.6999999999999997
clay|Tiurnev E.|RUS|Right-Handed|1.36|Berkieta T.|POL|Right-Handed|2.83|0.0|10.0|-158.0|-2.5|-2.0|9.0|-1.47
hard|Watzka R.|ESP|Right-Handed|1.58|Pedrico Kravtsov A.|ESP|Right-Handed|2.28|1.0||55.0|2.5|2.0|0.0|-0.6999999999999997
hard|Pankin S.|RUS|Right-Handed|1.7|Kelo P.|SVK|Right-Handed|1.98|0.0|3.0|-55.0|-2.5|-2.0|6.0|-0.28
hard|Naharro D.|ESP|Right-Handed|2.28|Demin Y.|RUS|Right-Handed|1.58|0.0|-1.0|-55.0|-2.5|-2.0|3.0|0.6999999999999997
hard|Ivanov I.|BGR|Right-Handed|26.0|Roche Alcaya P.|ESP|Right-Handed|1.0|0.0|0.0|-55.0|-2.5|-2.0|-3.0|25.0
hard|Cavallo F.|ARG|Right-Handed|2.28|Yamacita F.|BRA|Right-Handed|1.58|0.0|-9.0|-55.0|-1.5|-2.0|-8.0|0.6999999999999997
hard|Agostinetto G.|ITA|Right-Handed|1.37|Ianin N.|RUS|Right-Handed|2.72|1.0||55.0|2.5|2.0|5.0|-1.35
hard|Basel V.|ARG|Right-Handed|2.28|Pinto L.|BRA|Right-Handed|1.58|0.0|1.0|-55.0|-2.5|-2.0|-1.0|0.6999999999999997
hard|Borrelli L.|ITA|Right-Handed|17.0|Tabacco F.|ITA|Right-Handed|1.0|1.0||55.0|2.5|2.0|-3.0|16.0
hard|Valente R.|ARG|Right-Handed|2.28|Morel Rieder S.|PRY|Right-Handed|1.58|0.0|-3.0|-55.0|-2.5|-2.0|1.0|0.6999999999999997
clay|Britto L.|BRA|Right-Handed|7.92|Aboian V.|ARG|Left-Handed|1.07|1.0||55.0|-5.5|-3.0|9.0|6.85
hard|O'Connell B.|AUS|Right-Handed|1.64|Kumar M.|SWE|Right-Handed|2.08|0.0|0.0|-55.0|-2.5|-2.0|4.0|-0.44000000000000017
indoors|Fritz T.|ESP|Right-Handed|3.01|Alcaraz C.|ESP|Right-Handed|1.37|1.0||-5620.0|14.0|8.0|5.0|1.6399999999999997
clay|Mujakic A.|DEU|Right-Handed|2.71|Maksimovic M.|SRB|Right-Handed|1.73|0.0|3.0|-55.0|-2.5|-2.0|3.0|0.98
hard|Rodrigues L.|BRA|Right-Handed|2.28|Martinez Morel F.|PRY|Right-Handed|1.58|0.0|4.0|-55.0|-2.5|-2.0|2.0|0.6999999999999997
hard|Atlangeriev B.|RUS|Right-Handed|4.38|Ruiz Rodriguez H.|ESP|Right-Handed|1.16|0.0|7.0|-55.0|-2.5|-2.0|4.0|3.2199999999999998
hard|Pino S.|VEN|Right-Handed|1.0|Moret J.|FRA|Right-Handed|26.0|1.0||55.0|2.5|2.0|1.0|-25.0
hard|El Sallaly A.|EGY|Right-Handed|2.72|Gregoriou G.|GRC|Right-Handed|1.37|0.0|5.0|-55.0|-2.5|-2.0|-5.0|1.35
hard|Yunchaokete B.|CHN|Right-Handed|1.54|Kukushkin M.|KAZ|Right-Handed|2.45|0.0|-12.0|35.0|4.5|0.0|-14.0|-0.9100000000000001
hard|Martinez P.|ESP|Right-Handed|2.05|Hanfmann Y.|DEU|Right-Handed|1.75|1.0||-481.0|-10.0|-8.0|-5.0|0.2999999999999998
hard|Shang J.|CHN|Left-Handed|1.54|Bublik A.|KAZ|Right-Handed|2.45|0.0|-9.0|-964.0|-0.5|-15.0|-8.0|-0.9100000000000001
hard|Lu C.|ESP|Right-Handed|1.83|Hsu J.|ITA|Right-Handed|1.82|1.0||55.0|1.0|5.0|-7.0|0.010000000000000009
hard|Balj A.|SRB|Right-Handed|26.0|Ljubojevic A.|SRB|Right-Handed|1.0|0.0|2.0|-55.0|-2.5|-2.0|1.0|25.0
hard|Ocleppo J.|ITA|Right-Handed|1.41|Banti C.|ITA|Right-Handed|2.6|0.0|11.0|-55.0|9.0|3.0|5.0|-1.1900000000000002
hard|Nikles J.|CHE|Right-Handed|6.25|Segado Esteve R.|ESP|Right-Handed|1.09|0.0|8.0|-169.0|-11.0|-15.0|8.0|5.16
hard|Ehrenschneider N.|DEU|Right-Handed|2.28|Alhassani S.|KWT|Right-Handed|1.58|0.0|0.0|-55.0|-2.5|-2.0|1.0|0.6999999999999997
clay|Moeller M.|DEU|Right-Handed|1.13|Renard L.|SWE|Right-Handed|5.17|0.0|-8.0|-55.0|-11.0|-7.0|-6.0|-4.04
hard|Blazka D.|CZE|Right-Handed|1.48|Story J.|ITA|Right-Handed|2.45|1.0||55.0|2.5|2.0|-3.0|-0.9700000000000002
hard|Krolo F.|DEU|Right-Handed|1.0|Baechi R.|CHE|Right-Handed|17.0|0.0|3.0|-55.0|-2.5|-2.0|3.0|-16.0
hard|Figl M.|ITA|Right-Handed|2.45|Mazzeschi E.|ITA|Right-Handed|1.48|0.0|-3.0|-55.0|-2.5|-2.0|-6.0|0.9700000000000002
hard|Helguera Casado L.|ESP|Right-Handed|1.0|Giraldi C.|ESP|Right-Handed|26.0|1.0||55.0|2.5|2.0|0.0|-25.0
hard|Bublik A.|KAZ|Right-Handed|2.45|Shang J.|CHN|Left-Handed|1.54|1.0||964.0|0.5|15.0|8.0|0.9100000000000001
hard|Boitan G.|ROU|Right-Handed|1.61|Kirchheimer S.|ESP|Right-Handed|2.2|0.0|-3.0|-55.0|-2.5|-2.0|-4.0|-0.5900000000000001
hard|Capacci C.|ITA|Right-Handed|17.0|Beraldo L.|ITA|Right-Handed|1.0|1.0||55.0|2.5|2.0|2.0|16.0
hard|Cao Y.|CHN|Right-Handed|1.82|Wang Q.|CHN|Right-Handed|1.84|0.0|0.0|-55.0|-2.5|-2.0|1.0|-0.020000000000000018
hard|Xia Z.|CHN|Right-Handed|8.5|Han S.|KOR|Right-Handed|1.03|1.0||55.0|2.5|2.0|-4.0|7.47
hard|Park J.|KOR|Right-Handed|1.58|Stanke C.|DEU|Right-Handed|2.28|1.0||55.0|2.5|2.0|-3.0|-0.6999999999999997
hard|Knippling P.|BRA|Right-Handed|26.0|Nagoudi A.|TUN|Right-Handed|1.0|0.0|-3.0|-55.0|-2.5|-2.0|-2.0|25.0
hard|Karenzi B.|RWA|Right-Handed|26.0|Manishimwe E.|RWA|Right-Handed|1.0|0.0|0.0|-55.0|-2.5|-2.0|5.0|25.0
