Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
indoors|Haliak M.|BLR|Right-Handed|Ghibaudo A.|FRA|Right-Handed|1.0||20.5|-2.0|0.0|7.0|2.8599999999999994
Varioussurfaces|Kellovsky D.|CZE|Right-Handed|Moazam M.|IRN|Right-Handed|0.0|10.0|-20.5|0.0|-2.0|3.0|-9.360000000000001
hard|Ficovich J.|ARG|Right-Handed|McCabe J.|AUS|Right-Handed|1.0||20.5|1.0|8.0|6.0|1.7199999999999998
Varioussurfaces|Gimenez I.|BRA|Right-Handed|De Filippo G.|ITA|Right-Handed|0.0|1.0|-20.5|-1.0|-2.0|-1.0|-2.8600000000000003
Varioussurfaces|Mridha J.|SWE|Right-Handed|Stringfellow B.|ITA|Right-Handed|0.0|6.0|-20.5|-3.0|-2.0|4.0|-6.45
hard|Marterer M.|DEU|Left-Handed|Nava E.|ITA|Right-Handed|0.0|5.0|51.0|10.0|8.0|7.0|-0.3600000000000001
hard|Struff J.|DEU|Right-Handed|Albot R.|ITA|Right-Handed|0.0|-2.0|-210.0|23.0|18.0|0.0|-1.0599999999999998
hard|Ymer E.|SWE|Right-Handed|Zhang Z.|CHN|Right-Handed|1.0||69.0|-8.0|-10.0|1.0|-0.33999999999999986
indoors|Tomescu D.|ROU|Right-Handed|Klok D.|RUS|Right-Handed|0.0|-1.0|-20.5|-5.0|3.0|-1.0|-0.18999999999999995
indoors|Bellier A.|CHE|Left-Handed|Andreev A.|BGR|Right-Handed|1.0||155.0|14.0|16.0|4.0|-0.15999999999999992
indoors|Napolitano S.|ITA|Right-Handed|Pieczkowski O.|POL|Right-Handed|0.0|10.0|-50.5|12.0|11.0|9.0|-1.2500000000000002
Varioussurfaces|Esmail Yazdi H.|IRN|Right-Handed|Nadaf H.|IRN|Right-Handed|1.0||20.5|1.0|2.0|0.0|0.8399999999999999
Varioussurfaces|Bueno Gil A.|ESP|Right-Handed|Sheyngezikht L.|BGR|Right-Handed|1.0||20.5|1.0|2.0|1.0|1.97
Varioussurfaces|Massara A.|ITA|Right-Handed|Sobbe L.|DEU|Right-Handed|0.0|12.0|-20.5|-8.0|-7.0|6.0|-1.8199999999999998
hard|Albot R.|ITA|Right-Handed|Struff J.|DEU|Right-Handed|1.0||210.0|-23.0|-18.0|0.0|1.0599999999999998
Varioussurfaces|Liaonenka A.|BLR|Right-Handed|Dubrouski M.|BLR|Right-Handed|0.0|7.0|-20.5|-1.0|-2.0|0.0|-2.9200000000000004
indoors|Mackinlay J.|ITA|Right-Handed|Loxley T.|ITA|Right-Handed|0.0|5.0|-20.5|-1.0|-2.0|-1.0|-8.600000000000001
Varioussurfaces|Kazakov I.|RUS|Right-Handed|Cazacu D.|ROU|Left-Handed|0.0|1.0|-20.5|-1.0|-2.0|2.0|2.4400000000000004
Varioussurfaces|Arora K.|ITA|Right-Handed|Demulling W.|ITA|Right-Handed|0.0|-6.0|-20.5|-1.0|-2.0|0.0|-1.27
clay|Tirante T.|ARG|Right-Handed|Vavassori A.|ITA|Right-Handed|1.0||95.5|0.0|-8.0|-6.0|0.31000000000000005
Varioussurfaces|Stewart H.|ITA|Right-Handed|Trongcharoenchaikul W.|THA|Right-Handed|0.0|-7.0|318.0|-1.0|-2.0|-4.0|-1.92
Varioussurfaces|Al Allaf K.|ITA|Right-Handed|Pogosian S.|RUS|Right-Handed|0.0|1.0|-20.5|-9.0|-5.0|0.0|-2.34
Varioussurfaces|Vatteroni L.|ITA|Right-Handed|Villoslada E.|FRA|Right-Handed|1.0||20.5|1.0|2.0|-1.0|0.6500000000000001
Varioussurfaces|Yamacita F.|BRA|Right-Handed|La Serna J.|ARG|Left-Handed|1.0||20.5|1.0|2.0|6.0|-0.22999999999999998
Varioussurfaces|Boyer T.|ITA|Right-Handed|Martinez T.|ARG|Right-Handed|0.0|5.0|-20.5|-1.0|-2.0|2.0|-4.38
indoors|Broska F.|DEU|Right-Handed|Rosenkranz M.|DEU|Left-Handed|0.0|-1.0|-20.5|-1.0|-2.0|0.0|0.06999999999999984
Varioussurfaces|Wojcik Y.|POL|Left-Handed|Quang Hien Pham H.|AUS|Right-Handed|0.0|3.0|-20.5|-4.0|0.0|3.0|-4.92
