Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Boitan G.|ROU|Right-Handed|5.98|De Jong J.|NLD|Right-Handed|1.11|1.0||-62.0|8.5|5.0|1.0|4.87
hard|Smith K.|ITA|Right-Handed|1.79|Ellis B.|AUS|Right-Handed|1.9|0.0|-3.0|11.0|14.5|13.0|1.0|-0.10999999999999988
clay|Poljicak M.|HRV|Right-Handed|1.95|Pellegrino A.|ITA|Right-Handed|1.79|0.0|-8.0|-103.0|-3.5|-1.0|-7.0|0.15999999999999992
hard|Trungelliti M.|ARG|Right-Handed|1.51|Marie J.|FRA|Right-Handed|2.44|0.0|3.0|-38.0|2.0|-7.0|2.0|-0.9299999999999999
hard|Klier Junior G.|BRA|Right-Handed|1.29|Otegui J.|ARG|Right-Handed|3.28|1.0||-11.0|-4.5|-6.0|-1.0|-1.9899999999999998
Varioussurfaces|Benson M.|FRA|Right-Handed|8.5|Smith M.|ITA|Right-Handed|1.02|1.0||-11.0|1.0|1.0|0.0|7.48
Varioussurfaces|Jones A.|ITA|Right-Handed|1.84|Inui Y.|JPN|Right-Handed|1.78|0.0|0.0|42.0|2.5|-1.0|-3.0|0.06000000000000005
Varioussurfaces|Amoros Ramos P.|ESP|Right-Handed|3.99|Iamachkine P.|PER|Right-Handed|1.19|0.0|-1.0|11.0|-1.0|-1.0|-2.0|2.8000000000000003
clay|Dalla Valle E.|ITA|Right-Handed|1.65|Sanchez Izquierdo N.|ESP|Right-Handed|2.15|0.0|2.0|11.0|13.0|8.0|1.0|-0.5
hard|Lestienne C.|FRA|Right-Handed|1.35|Gueymard Wayenburg S.|FRA|Right-Handed|3.04|0.0|11.0|303.0|-1.5|-5.0|11.0|-1.69
hard|Yoshimura D.|JPN|Right-Handed|4.92|Kawahashi Y.|JPN|Right-Handed|1.14|1.0||-11.0|1.0|1.0|-4.0|3.7800000000000002
clay|Masur D.|DEU|Right-Handed|1.69|Novak D.|AUT|Right-Handed|2.09|0.0|0.0|-45.0|-2.0|0.0|-1.0|-0.3999999999999999
hard|Polmans M.|AUS|Right-Handed|4.35|Yunchaokete B.|CHN|Right-Handed|1.19|0.0|6.0|166.0|-0.5|3.0|5.0|3.1599999999999997
hard|Kriznik M.|SVN|Left-Handed|2.71|Martin Manzano J.|ITA|Left-Handed|1.4|1.0||-11.0|1.0|1.0|0.0|1.31
clay|Fonio G.|ITA|Right-Handed|3.51|Napolitano S.|ITA|Right-Handed|1.28|0.0|-4.0|220.0|-10.0|-13.0|-3.0|2.2299999999999995
hard|Cilic M.|HRV|Right-Handed|1.58|Blanchet U.|FRA|Right-Handed|2.29|0.0|11.0|339.0|10.5|13.0|10.0|-0.71
Varioussurfaces|Palavestra I.|ITA|Right-Handed|1.67|Fuchs A.|FRA|Right-Handed|2.1|0.0|-1.0|11.0|-1.0|-1.0|0.0|-0.43000000000000016
hard|Ilkel C.|TUR|Right-Handed|3.71|Prizmic D.|HRV|Right-Handed|1.25|1.0||-72.0|4.5|-1.0|10.0|2.46
Varioussurfaces|Safonov A.|RUS|Left-Handed|1.25|Sapaev B.|UZB|Right-Handed|3.53|0.0|-12.0|11.0|-1.0|-1.0|-12.0|-2.28
hard|Marie J.|FRA|Right-Handed|2.44|Trungelliti M.|ARG|Right-Handed|1.51|1.0||38.0|-2.0|7.0|-2.0|0.9299999999999999
hard|Vujic S.|AUS|Right-Handed|3.8|Markovic S.|SRB|Right-Handed|1.22|1.0||-11.0|1.0|1.0|8.0|2.58
Varioussurfaces|Ehrenschneider N.|DEU|Right-Handed|1.06|Serazhetdinov R.|RUS|Right-Handed|7.0|0.0|5.0|11.0|-1.0|-1.0|4.0|-5.9399999999999995
hard|Ifi N.|BEL|Right-Handed|1.36|Haita S.|ROU|Right-Handed|2.84|0.0|5.0|11.0|-1.0|-1.0|9.0|-1.4799999999999998
hard|Falabella L.|ARG|Left-Handed|2.6|Boscardin Dias P.|BRA|Right-Handed|1.43|1.0||-11.0|5.5|5.0|5.0|1.1700000000000002
hard|Lagarrigue L.|FRA|Right-Handed|3.92|de Schepper K.|FRA|Left-Handed|1.21|1.0||-11.0|-21.5|-18.0|-19.0|2.71
hard|Soriano Barrera A.|COL|Right-Handed|2.06|Poullain L.|FRA|Right-Handed|1.71|0.0|-3.0|11.0|-1.0|-1.0|-3.0|0.3500000000000001
hard|Landaluce M.|ESP|Right-Handed|1.12|Zhukov M.|RUS|Right-Handed|5.87|0.0|-1.0|-236.0|-1.0|-1.0|-1.0|-4.75
hard|Noguchi R.|JPN|Right-Handed|1.84|Gomez F.|ARG|Right-Handed|1.88|1.0||-115.0|-14.5|-16.0|-2.0|-0.039999999999999813
hard|Jasika O.|AUS|Left-Handed|1.09|Sach T.|AUS|Right-Handed|6.25|0.0|7.0|-99.0|-18.5|-2.0|6.0|-5.16
Varioussurfaces|Van den Ham T.|NLD|Right-Handed|3.75|Mujakic A.|DEU|Right-Handed|1.25|1.0||-11.0|1.0|1.0|3.0|2.5
hard|Lipp M.|DEU|Right-Handed|2.33|Visker N.|NLD|Right-Handed|1.53|1.0||-11.0|1.0|1.0|-2.0|0.8
hard|Crowther C.|NZL|Right-Handed|5.02|Basing M.|ITA|Right-Handed|1.13|1.0||-11.0|1.0|1.0|0.0|3.8899999999999997
Varioussurfaces|Smith M.|ITA|Right-Handed|1.02|Benson M.|FRA|Right-Handed|8.5|0.0|-1.0|11.0|-1.0|-1.0|0.0|-7.48
clay|Fanselow S.|DEU|Right-Handed|4.94|Coria F.|ARG|Right-Handed|1.16|1.0||-331.0|5.5|5.0|0.0|3.7800000000000002
hard|Hsu Y.|ITA|Right-Handed|2.93|Wu Y.|CHN|Right-Handed|1.37|0.0|0.0|-418.0|-10.0|-5.0|1.0|1.56
clay|Altmaier D.|DEU|Right-Handed|1.31|Den Ouden G.|NLD|Right-Handed|3.3|0.0|7.0|645.0|9.5|6.0|3.0|-1.9899999999999998
Varioussurfaces|Mouilleron Salvo M.|ARG|Right-Handed|3.75|Lucero J.|ARG|Right-Handed|1.25|1.0||-11.0|1.0|1.0|-7.0|2.5
hard|Susanto A.|IDN|Right-Handed|4.06|Lorusso L.|ITA|Right-Handed|1.2|1.0||-11.0|1.0|1.0|3.0|2.8599999999999994
clay|Safwat M.|EGY|Right-Handed|2.4|Moeller M.|DEU|Right-Handed|1.5|1.0||125.0|14.0|2.0|8.0|0.8999999999999999
hard|Barrios Vera M.|CHL|Right-Handed|1.52|Sun F.|CHN|Right-Handed|2.42|0.0|1.0|11.0|13.0|13.0|-1.0|-0.8999999999999999
hard|Martineau M.|FRA|Right-Handed|1.4|Cornut Chauvinc A.|FRA|Right-Handed|2.84|1.0||-11.0|-1.5|-1.0|1.0|-1.44
Varioussurfaces|Garcia J.|ITA|Right-Handed|1.05|McMillin W.|FRA|Right-Handed|8.5|0.0|0.0|11.0|-1.0|-1.0|0.0|-7.45
clay|Napolitano S.|ITA|Right-Handed|1.28|Fonio G.|ITA|Right-Handed|3.51|1.0||-220.0|10.0|13.0|3.0|-2.2299999999999995
hard|Khoeblal E.|NLD|Right-Handed|1.1|Koenders R.|NLD|Right-Handed|5.78|0.0|2.0|11.0|-1.0|-1.0|4.0|-4.68
Varioussurfaces|Kumaran B.|IND|Right-Handed|2.35|Ambarzumjan E.|DEU|Right-Handed|1.53|1.0||-11.0|1.0|1.0|-2.0|0.8200000000000001
hard|Clarke J.|ITA|Right-Handed|1.06|Tepmahc N.|FRA|Right-Handed|7.62|0.0|4.0|90.0|3.5|3.0|3.0|-6.5600000000000005
hard|Zhukov M.|RUS|Right-Handed|5.87|Landaluce M.|ESP|Right-Handed|1.12|1.0||236.0|1.0|1.0|1.0|4.75
clay|Debru G.|FRA|Right-Handed|3.01|Monteiro T.|BRA|Left-Handed|1.36|1.0||-268.0|0.5|2.0|-12.0|1.6499999999999997
Varioussurfaces|Liu X.|CHN|Right-Handed|3.74|Sim S.|KOR|Right-Handed|1.21|1.0||-11.0|1.0|1.0|0.0|2.5300000000000002
Varioussurfaces|Sakellaridis D.|GRC|Right-Handed|1.25|Collignon K.|BEL|Right-Handed|3.75|0.0|1.0|11.0|-1.0|-1.0|-1.0|-2.5
hard|Wenger D.|CHE|Right-Handed|1.14|Fu H.|FRA|Right-Handed|5.0|0.0|2.0|11.0|-1.0|-1.0|2.0|-3.8600000000000003
hard|Rossi L.|ITA|Right-Handed|1.19|Hornung G.|HUN|Right-Handed|4.08|0.0|1.0|11.0|-1.0|-1.0|3.0|-2.89
hard|Dougaz A.|TUN|Left-Handed|2.85|Pinnington Jones J.|ITA|Right-Handed|1.39|1.0||-11.0|2.5|4.0|6.0|1.4600000000000002
clay|Topo M.|DEU|Right-Handed|2.6|Piros Z.|HUN|Right-Handed|1.46|0.0|-5.0|-441.0|9.5|4.0|-4.0|1.1400000000000001
