Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Ionel N.|ROU|Right-Handed|Martinez P.|ESP|Right-Handed|1.0||-196.5|-5.0|-2.0|-6.0|2.27
clay|Mouilleron Salvo M.|ARG|Right-Handed|Estevez J.|ARG|Right-Handed|1.0||-75.5|-1.5|-3.5|3.0|0.4900000000000002
hard|Sakamoto P.|BRA|Right-Handed|Ficovich J.|ARG|Right-Handed|0.0|5.0|-212.5|0.0|-13.0|4.0|1.15
clay|Matusevich A.|ITA|Right-Handed|Hemery C.|FRA|Right-Handed|0.0|-5.0|-103.0|-6.0|-6.0|-6.0|1.0999999999999999
clay|Feldbausch K.|CHE|Right-Handed|Alvarez Varona N.|ESP|Right-Handed|0.0|-5.0|97.0|-3.0|-3.0|-5.0|-1.87
clay|Calvano G.|ITA|Right-Handed|Noce G.|ITA|Right-Handed|1.0||-75.5|-1.5|-3.5|-2.0|-0.5100000000000002
Varioussurfaces|Shtengelov A.|AUS|Right-Handed|Muller R.|NLD|Right-Handed|1.0||-75.5|-1.5|-3.5|-2.0|4.02
hard|Vacherot V.|MCO|Right-Handed|Kestelboim M.|ARG|Right-Handed|0.0|-3.0|-117.5|1.5|3.5|-3.0|-2.37
clay|Atlangeriev B.|RUS|Right-Handed|Fomin S.|UZB|Right-Handed|1.0||-75.5|-4.5|-1.5|0.0|2.82
Varioussurfaces|Wibowo T.|IDN|Right-Handed|Fu H.|ITA|Right-Handed|1.0||-75.5|-1.5|-3.5|1.5|1.4999999999999998
Varioussurfaces|Talic Z.|AUS|Left-Handed|Bianchet S.|AUS|Right-Handed|0.0|2.0|75.5|1.5|3.5|4.0|-1.2800000000000002
Varioussurfaces|Mingzhou Z.|CHN|Right-Handed|Liu S.|CHN|Right-Handed|1.0||-75.5|-1.5|-3.5|2.0|-2.1900000000000004
Varioussurfaces|Elicha Navas G.|ESP|Right-Handed|Papajcik R.|ITA|Right-Handed|0.0|1.0|75.5|1.5|3.5|-2.5|-2.54
