Location|pl1_bet|pl2_bet|Winner|pl1_flag|pl1_year_pro|pl1_weight|pl1_height|pl1_hand|pl1_age|Loser|pl2_flag|pl2_year_pro|pl2_weight|pl2_height|pl2_hand|pl2_age|Surface|Date
Cincinnati Masters (New York)|1.16|5.35|Djokovic N.|Serbia|2003|80.0|187.0|right|37.0|Bautista-Agut R.|Spain|2002|75.0|183.0|right|36.0|hard|20200828
Cincinnati Masters (New York)|2.39|1.58|Raonic M.|Canada|2005|98.0|196.0|right|33.0|Tsitsipas S.|Greece|2013|89.0|193.0|right|26.0|hard|20200828
International Premier League|1.03|9.05|Netuschil M.|Germany|2009|80.0|183.0|right|33.0|Lasowski N.|Germany|2020|||||clay|20200828
International Premier League|1.10|6.05|Cervantes I.|Spain|2004|78.0|183.0|right|34.0|Mannapov A.|Germany|2009|85.0|191.0|right|29.0|clay|20200828
International Premier League|1.52|2.38|Cubelic K.|Germany|2015|77.0|188.0|left|26.0|Glinka D.|Estonia|2015|||left|24.0|clay|20200828
International Premier League|1.06|7.75|Ejupovic E.|Germany|2009|90.0|193.0|right|31.0|Peters F.|Germany|2012|||right|28.0|clay|20200828
International Premier League|3.76|1.23|Geerts M.|Belgium|2013|73.0|178.0|right|29.0|Vatutin A.|Russia|2009|69.0|178.0|right|31.0|clay|20200828
International Premier League|1.15|4.69|Stanek R.|CzechRepublic|2011|75.0|188.0|left|29.0|Folliot Q.|France|2015|||right|25.0|clay|20200828
International Premier League|1.75|1.97|Torebko P.|Germany|2004|84.0|185.0|right|36.0|Celikbilek A.|Turkey|2012|72.0|185.0|right|27.0|clay|20200828
International Premier League|1.19|4.21|De Greef A.|Belgium|2007|73.0|183.0|right|32.0|Lock B.|Zimbabwe|2008|86.0|198.0|right|31.0|clay|20200828
International Premier League|1.40|2.74|Squire H.|Germany|2015|||right|23.0|Palosi S.|Romania|2016|||right|24.0|clay|20200828
Prague 3 challenger|1.94|1.80|Rosol L.|CzechRepublic|2002|83.0|193.0|right|39.0|Ofner S.|Austria|2012|81.0|191.0|right|28.0|clay|20200828
