Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
Varioussurfaces|Garcia I.|PRI|Right-Handed|Volfson D.|CAN|Right-Handed|0.0|-3.0|208.0|1.5|2.0|-1.0|3.75
hard|Paz J.|ARG|Right-Handed|Jianu F.|ROU|Right-Handed|1.0||-208.0|8.0|3.0|7.0|0.05999999999999983
Varioussurfaces|Chappell N.|AUS|Left-Handed|Jachuck R.|AUS|Right-Handed|0.0|8.0|-77.0|4.0|-5.0|9.0|-1.66
hard|Azhar A.|MYS|Right-Handed|Gaal C.|AUS|Right-Handed|1.0||-208.0|-1.5|-2.0|0.0|1.0200000000000002
Varioussurfaces|Sheehy J.|AUS|Left-Handed|Carnevale-Miino T.|ITA|Right-Handed|0.0|-1.0|208.0|2.0|5.0|3.0|-2.5599999999999996
Varioussurfaces|Perego G.|ITA|Right-Handed|Sullivan C.|AUS|Right-Handed|0.0|-2.0|208.0|1.5|2.0|-6.0|-0.9199999999999999
Varioussurfaces|Carnevale-Miino T.|ITA|Right-Handed|Sheehy J.|AUS|Left-Handed|1.0||-208.0|-2.0|-5.0|-3.0|2.5599999999999996
hard|Van Rensburg S.|AUS|Right-Handed|Laubser B.|AUS|Right-Handed|1.0||-208.0|-1.5|-2.0|-3.0|-1.9699999999999998
hard|Borges N.|PRT|Right-Handed|Fonio G.|ITA|Right-Handed|1.0||-200.0|-5.0|2.0|1.0|-1.46
hard|Aguiard E.|AUS|Right-Handed|Beale J.|AUS|Left-Handed|1.0||-208.0|-5.0|-10.0|-7.0|0.5599999999999998
Varioussurfaces|Pecotic M.|HRV|Left-Handed|Kirchheimer S.|AUS|Right-Handed|1.0||-326.0|4.0|0.0|6.0|-0.4099999999999999
Varioussurfaces|Rodriguez C.|COL|Right-Handed|Aragone J.|AUS|Right-Handed|0.0|7.0|173.0|-3.0|2.0|5.0|0.030000000000000027
hard|Bergs Z.|BEL|Right-Handed|Rune H.|DNK|Right-Handed|1.0||-44.0|15.0|0.0|4.0|0.31000000000000005
hard|Bonzi B.|FRA|Right-Handed|Safwat M.|EGY|Right-Handed|0.0|-6.0|-61.0|-7.0|5.0|-5.0|-1.73
hard|Laubser B.|AUS|Right-Handed|Winter E.|AUS|Right-Handed|1.0||-208.0|-1.5|-2.0|7.0|2.01
hard|Beale J.|AUS|Left-Handed|Aguiard E.|AUS|Right-Handed|0.0|7.0|208.0|5.0|10.0|7.0|-0.5599999999999998
hard|Martineau M.|FRA|Right-Handed|Brouwer G.|NLD|Left-Handed|0.0|-1.0|233.0|4.0|-8.0|-3.0|0.49
hard|Fancutt T.|AUS|Right-Handed|Polmans M.|AUS|Right-Handed|1.0||-486.0|0.0|-5.0|2.0|2.22
hard|Cerundolo J.|ARG|Left-Handed|Brancaccio R.|ITA|Right-Handed|0.0|-3.0|208.0|-4.0|0.0|-5.0|0.41000000000000014
hard|Bosancic M.|AUS|Right-Handed|Cavrak K.|AUS|Right-Handed|1.0||-208.0|-1.5|-2.0|-1.0|2.02
hard|Safwat M.|EGY|Right-Handed|Bonzi B.|FRA|Right-Handed|1.0||61.0|7.0|-5.0|5.0|1.73
hard|Diaz Acosta F.|ARG|Left-Handed|Agamenone F.|ITA|Right-Handed|1.0||-342.0|-9.0|-5.0|-8.0|-1.03
hard|Kovalik J.|SVK|Right-Handed|Rinderknech A.|FRA|Right-Handed|1.0||133.0|-4.0|-13.0|2.0|2.45
Varioussurfaces|Milavsky D.|AUS|Right-Handed|Scott F.|AUS|Right-Handed|0.0|-3.0|208.0|1.5|2.0|-2.0|0.0
Varioussurfaces|Bangoura S.|AUS|Right-Handed|Lock B.|ZWE|Right-Handed|1.0||-197.0|-9.0|-15.0|1.0|-0.3599999999999999
Varioussurfaces|Kirchheimer S.|AUS|Right-Handed|Pecotic M.|HRV|Left-Handed|0.0|-1.0|326.0|-4.0|0.0|-6.0|0.4099999999999999
hard|Beale J.|AUS|Left-Handed|Bulte A.|AUS|Right-Handed|0.0|4.0|208.0|5.0|10.0|7.0|-1.1600000000000001
hard|Rune H.|DNK|Right-Handed|Bergs Z.|BEL|Right-Handed|0.0|-4.0|44.0|-15.0|0.0|-4.0|-0.31000000000000005
Varioussurfaces|Scott F.|AUS|Right-Handed|Milavsky D.|AUS|Right-Handed|1.0||-208.0|-1.5|-2.0|2.0|0.0
hard|Laubser B.|AUS|Right-Handed|Van Rensburg S.|AUS|Right-Handed|0.0|3.0|208.0|1.5|2.0|3.0|1.9699999999999998
hard|Rinderknech A.|FRA|Right-Handed|Kovalik J.|SVK|Right-Handed|0.0|-4.0|-133.0|4.0|13.0|-2.0|-2.45
Varioussurfaces|Jachuck R.|AUS|Right-Handed|Chappell N.|AUS|Left-Handed|1.0||77.0|-4.0|5.0|-9.0|1.66
Varioussurfaces|Volfson D.|CAN|Right-Handed|Garcia I.|PRI|Right-Handed|1.0||-208.0|-1.5|-2.0|1.0|-3.75
hard|Agamenone F.|ITA|Right-Handed|Diaz Acosta F.|ARG|Left-Handed|0.0|9.0|342.0|9.0|5.0|8.0|1.03
Varioussurfaces|Lock B.|ZWE|Right-Handed|Bangoura S.|AUS|Right-Handed|0.0|0.0|197.0|9.0|15.0|-1.0|0.3599999999999999
Varioussurfaces|Sullivan C.|AUS|Right-Handed|Perego G.|ITA|Right-Handed|1.0||-208.0|-1.5|-2.0|6.0|0.9199999999999999
hard|Polmans M.|AUS|Right-Handed|Fancutt T.|AUS|Right-Handed|0.0|1.0|486.0|0.0|5.0|-2.0|-2.22
hard|Jianu F.|ROU|Right-Handed|Paz J.|ARG|Right-Handed|0.0|-6.0|208.0|-8.0|-3.0|-7.0|-0.05999999999999983
hard|Bulte A.|AUS|Right-Handed|Beale J.|AUS|Left-Handed|1.0||-208.0|-5.0|-10.0|-7.0|1.1600000000000001
hard|Brouwer G.|NLD|Left-Handed|Martineau M.|FRA|Right-Handed|1.0||-233.0|-4.0|8.0|3.0|-0.49
hard|Gaal C.|AUS|Right-Handed|Azhar A.|MYS|Right-Handed|0.0|1.0|208.0|1.5|2.0|0.0|-1.0200000000000002
hard|Cavrak K.|AUS|Right-Handed|Bosancic M.|AUS|Right-Handed|0.0|2.0|208.0|1.5|2.0|1.0|-2.02
hard|Winter E.|AUS|Right-Handed|Laubser B.|AUS|Right-Handed|0.0|-8.0|208.0|1.5|2.0|-7.0|-2.01
hard|Brancaccio R.|ITA|Right-Handed|Cerundolo J.|ARG|Left-Handed|1.0||-208.0|4.0|0.0|5.0|-0.41000000000000014
Varioussurfaces|Aragone J.|AUS|Right-Handed|Rodriguez C.|COL|Right-Handed|1.0||-173.0|3.0|-2.0|-5.0|-0.030000000000000027
hard|Fonio G.|ITA|Right-Handed|Borges N.|PRT|Right-Handed|0.0|-2.0|200.0|5.0|-2.0|-1.0|1.46
