Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
indoors|Cerundolo F.|ARG|Right-Handed|2.27|Ruud C.|NOR|Right-Handed|1.6|0.0|-3.0|-3420.0|1.0|2.0|1.0|0.6699999999999999
Varioussurfaces|Lyons J.|ESP|Right-Handed|1.57|Terziev S.|BGR|Left-Handed|2.24|0.0|-3.0|-21.0|1.0|2.0|1.0|-0.6700000000000002
Varioussurfaces|Sarmiento R.|ESP|Right-Handed|1.57|Koshis C.|CYP|Right-Handed|2.24|0.0|13.0|-357.0|-9.0|-5.0|9.0|-0.6700000000000002
clay|Pennaforti G.|ITA|Right-Handed|2.45|Michalski D.|POL|Right-Handed|1.51|1.0||21.0|0.0|3.0|-1.0|0.9400000000000002
clay|Bouquet L.|FRA|Right-Handed|1.57|Winter Lopez B.|ESP|Right-Handed|2.22|1.0||21.0|-1.0|-2.0|1.0|-0.6500000000000001
clay|Couacaud E.|FRA|Right-Handed|2.27|Dellien H.|BOL|Right-Handed|1.58|1.0||1.0|3.0|3.0|-2.0|0.69
indoors|Basavareddy N.|ESP|Right-Handed|1.56|Boyer T.|ESP|Right-Handed|2.32|0.0|-5.0|-21.0|1.0|2.0|-4.0|-0.7599999999999998
Varioussurfaces|Bernard J.|ESP|Right-Handed|1.57|Sumann E.|AUT|Right-Handed|2.24|0.0|4.0|-21.0|1.0|2.0|5.0|-0.6700000000000002
clay|Cretu C.|ROU|Right-Handed|2.29|Travaglia S.|ITA|Right-Handed|1.58|0.0|-9.0|175.0|-2.0|0.0|-9.0|0.71
clay|Ruehl T.|DEU|Right-Handed|6.94|Jianu F.|ROU|Right-Handed|1.07|1.0||21.0|7.0|3.0|4.0|5.87
indoors|Kokkinakis T.|AUS|Right-Handed|2.21|Tsitsipas S.|GRC|Right-Handed|1.63|1.0||-4394.0|-5.0|0.0|2.0|0.5800000000000001
clay|Midon L.|ARG|Right-Handed|1.66|Kicker N.|ARG|Right-Handed|2.06|0.0|-12.0|65.0|3.0|7.0|-12.0|-0.40000000000000013
clay|Sanchez Quilez A.|ESP|Right-Handed|1.34|Lerby C.|NLD|Right-Handed|2.97|0.0|-6.0|-21.0|1.0|2.0|-3.0|-1.6300000000000001
Varioussurfaces|Chiu J.|ESP|Right-Handed|1.57|Martin D.|ESP|Right-Handed|2.24|0.0|5.0|341.0|1.0|2.0|2.0|-0.6700000000000002
Varioussurfaces|Sanchez Bronzetti E.|ESP|Right-Handed|2.24|Cohen D.|ESP|Right-Handed|1.57|1.0||21.0|-1.0|-2.0|2.0|0.6700000000000002
clay|Pascual Ferra R.|ESP|Left-Handed|3.51|De Krom M.|NLD|Right-Handed|1.25|1.0||21.0|-1.0|-2.0|-8.0|2.26
clay|Tkemaladze Z.|GEO|Right-Handed|2.84|Tiurnev E.|RUS|Right-Handed|1.35|1.0||216.0|-5.0|0.0|-3.0|1.4899999999999998
clay|Javia D.|IND|Right-Handed|1.76|Turker M.|TUR|Right-Handed|1.95|0.0|-8.0|-21.0|1.0|2.0|-4.0|-0.18999999999999995
hard|Martinez P.|ESP|Right-Handed|2.75|Vukic A.|AUS|Right-Handed|1.44|0.0|0.0|-407.0|-8.0|-3.0|-1.0|1.31
clay|Oliveira G.|VEN|Left-Handed|1.4|Chung H.|KOR|Right-Handed|2.69|0.0|2.0|-21.0|-10.0|-3.0|1.0|-1.29
clay|Turriziani Alvarez A.|ESP|Right-Handed|3.13|Dussin L.|FRA|Right-Handed|1.31|1.0||21.0|-1.0|-2.0|-4.0|1.8199999999999998
clay|Ficovich J.|ARG|Right-Handed|2.25|Torres J.|ARG|Right-Handed|1.6|0.0|6.0|-21.0|1.0|8.0|5.0|0.6499999999999999
Varioussurfaces|Martin D.|ESP|Right-Handed|2.24|Povey T.|ESP|Left-Handed|1.57|1.0||-341.0|-1.0|-2.0|2.0|0.6700000000000002
Varioussurfaces|Sumann E.|AUT|Right-Handed|2.24|Bernard J.|ESP|Right-Handed|1.57|1.0||21.0|-1.0|-2.0|-5.0|0.6700000000000002
clay|Kamrowski M.|POL|Right-Handed|1.74|Berkieta T.|POL|Right-Handed|1.97|1.0||21.0|-1.0|-2.0|3.0|-0.22999999999999998
clay|Ambrogi L.|ARG|Right-Handed|2.51|Bueno G.|PER|Right-Handed|1.5|1.0||21.0|-1.0|-2.0|0.0|1.0099999999999998
clay|Lopez Morillo I.|ESP|Right-Handed|1.43|Pedrico Kravtsov A.|ESP|Right-Handed|2.63|0.0|6.0|-21.0|1.0|2.0|5.0|-1.2
clay|Ivanov S.|RUS|Right-Handed|3.11|Dev S.|IND|Right-Handed|1.31|0.0|-9.0|-21.0|0.0|10.0|-9.0|1.7999999999999998
clay|Travaglia S.|ITA|Right-Handed|1.58|Cretu C.|ROU|Right-Handed|2.29|1.0||-175.0|2.0|0.0|9.0|-0.71
Varioussurfaces|Cohen D.|ESP|Right-Handed|1.57|Sanchez Bronzetti E.|ESP|Right-Handed|2.24|0.0|-1.0|-21.0|1.0|2.0|-2.0|-0.6700000000000002
clay|Seyboth Wild T.|BRA|Right-Handed|1.47|Taberner C.|ESP|Right-Handed|2.57|0.0|-1.0|219.0|0.0|2.0|-3.0|-1.0999999999999999
clay|Takahashi Y.|JPN|Right-Handed|1.59|Saitoh K.|JPN|Left-Handed|2.2|1.0||-168.0|0.0|7.0|3.0|-0.6100000000000001
indoors|Dimitrov G.|BGR|Right-Handed|1.17|Tabilo A.|CHL|Left-Handed|4.9|0.0|6.0|1078.0|6.0|3.0|6.0|-3.7300000000000004
Varioussurfaces|Phillips D.|ESP|Right-Handed|2.24|Hill S.|ESP|Right-Handed|1.57|1.0||21.0|-1.0|-2.0|-6.0|0.6700000000000002
clay|Monteiro T.|BRA|Left-Handed|1.62|Djere L.|SRB|Right-Handed|2.2|1.0||-606.0|-4.0|-5.0|1.0|-0.5800000000000001
indoors|Tsitsipas S.|GRC|Right-Handed|1.63|Kokkinakis T.|AUS|Right-Handed|2.21|0.0|-3.0|4394.0|5.0|0.0|-2.0|-0.5800000000000001
clay|Gonzalez Fernandez M.|ESP|Right-Handed|1.35|Lerby C.|NLD|Right-Handed|2.9|1.0||21.0|-1.0|-2.0|0.0|-1.5499999999999998
Varioussurfaces|Markov V.|BGR|Right-Handed|1.57|Craig C.|ESP|Right-Handed|2.24|0.0|1.0|-21.0|1.0|2.0|-1.0|-0.6700000000000002
clay|Alves M.|BRA|Right-Handed|2.62|Collarini A.|ARG|Left-Handed|1.45|1.0||-279.0|-3.0|-2.0|-9.0|1.1700000000000002
clay|Falabella L.|ARG|Left-Handed|3.07|Egea F.|ARG|Right-Handed|1.32|1.0||21.0|-1.0|-2.0|2.0|1.7499999999999998
clay|Moreno De Alboran N.|ESP|Right-Handed|1.29|Blancaneaux G.|FRA|Right-Handed|3.42|0.0|1.0|-23.0|7.0|5.0|1.0|-2.13
clay|Weber A.|FRA|Left-Handed|2.24|Ilagan A.|ESP|Left-Handed|1.57|1.0||21.0|-1.0|-2.0|9.0|0.6700000000000002
clay|Mckennon M.|ESP|Left-Handed|1.34|Bynoe E.|ESP|Right-Handed|2.97|0.0|-1.0|-21.0|1.0|2.0|-3.0|-1.6300000000000001
clay|Bueno G.|PER|Right-Handed|1.5|Ambrogi L.|ARG|Right-Handed|2.51|0.0|1.0|-21.0|1.0|2.0|0.0|-1.0099999999999998
clay|Ghetu G.|ROU|Right-Handed|4.48|Cina F.|ITA|Right-Handed|1.16|1.0||21.0|-1.0|-2.0|-1.0|3.3200000000000003
hard|Droguet T.|FRA|Right-Handed|1.57|Blanchet U.|FRA|Right-Handed|2.29|1.0||21.0|-1.0|-2.0|-2.0|-0.72
clay|De Krom M.|NLD|Right-Handed|1.16|Cordoba C.|ESP|Right-Handed|4.53|0.0|7.0|-21.0|1.0|2.0|3.0|-3.37
clay|Barki J.|IDN|Right-Handed|1.88|Leong M.|MYS|Right-Handed|1.82|0.0|6.0|-21.0|1.0|2.0|4.0|0.05999999999999983
clay|Bradshaw J.|AUS|Right-Handed|1.05|Delaney J.|AUS|Right-Handed|7.87|0.0|-7.0|-21.0|1.0|2.0|-4.0|-6.82
clay|Blancaneaux G.|FRA|Right-Handed|3.42|Moreno De Alboran N.|ESP|Right-Handed|1.29|1.0||23.0|-7.0|-5.0|-1.0|2.13
clay|Dominguez Alonso J.|ESP|Right-Handed|3.15|Pascual Ferra R.|ESP|Left-Handed|1.32|1.0||21.0|-1.0|-2.0|6.0|1.8299999999999998
hard|Pouille L.|FRA|Right-Handed|1.61|Ajdukovic D.|HRV|Right-Handed|2.22|0.0|6.0|-138.0|9.0|0.0|7.0|-0.6100000000000001
clay|Jasika O.|AUS|Left-Handed|1.07|Hulme M.|AUS|Right-Handed|6.76|0.0|5.0|-211.0|-17.0|0.0|2.0|-5.6899999999999995
clay|Raynel A.|FRA|Right-Handed|3.39|Prihodko O.|UKR|Right-Handed|1.27|1.0||21.0|0.0|3.0|-4.0|2.12
