Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Comesana F.|ARG|Right-Handed|Buse I.|PER|Right-Handed|0.0|2.0|36.5|0.0|-2.0|3.0|-2.4299999999999997
hard|Sels J.|NLD|Right-Handed|Durasovic V.|NOR|Right-Handed|0.0|3.0|308.0|3.0|3.0|2.0|0.030000000000000027
hard|Cazaux A.|FRA|Right-Handed|Dzumhur D.|FRA|Right-Handed|0.0|-11.0|39.0|10.5|8.0|-11.0|-2.8400000000000003
hard|Vacherot V.|MCO|Right-Handed|Sweeny D.|AUS|Right-Handed|0.0|2.0|112.0|15.5|13.0|2.0|-1.17
hard|Cressy M.|FRA|Right-Handed|Fucsovics M.|HUN|Right-Handed|1.0||-162.0|6.0|13.0|-5.0|0.8299999999999998
hard|Sweeny D.|AUS|Right-Handed|Vacherot V.|MCO|Right-Handed|1.0||-112.0|-15.5|-13.0|-2.0|1.17
clay|Navone M.|ARG|Right-Handed|Fonseca J.|BRA|Right-Handed|0.0|4.0|425.0|5.5|-2.0|5.0|0.04999999999999982
clay|Bagnis F.|ARG|Left-Handed|Lavagno E.|ITA|Left-Handed|0.0|9.0|45.5|3.5|-2.0|8.0|-3.0300000000000002
hard|Gima S.|ROU|Left-Handed|Ouakaa A.|TUN|Right-Handed|0.0|-2.0|36.5|0.0|-2.0|-3.0|-3.02
hard|Brunold M.|CHE|Right-Handed|Dodig M.|HRV|Right-Handed|1.0||-36.5|0.0|2.0|0.0|2.14
hard|Cretu C.|ROU|Right-Handed|Gimeno Valero C.|ESP|Right-Handed|1.0||294.5|-1.5|-3.0|0.0|0.0
hard|Tu L.|AUS|Right-Handed|Bolt A.|AUS|Left-Handed|0.0|-2.0|85.0|-5.5|0.0|-3.0|-0.09999999999999987
hard|Andrade A.|ECU|Right-Handed|McCormick T.|FRA|Right-Handed|0.0|3.0|36.5|-5.5|-5.0|0.0|-0.8800000000000001
hard|Mena F.|ARG|Right-Handed|Lingua Lavallen A.|ARG|Left-Handed|0.0|9.0|-46.5|-0.5|-2.0|8.0|-1.64
hard|Ghibaudo A.|FRA|Right-Handed|Henning P.|ARG|Right-Handed|1.0||-36.5|0.0|2.0|-4.0|0.9400000000000002
hard|Kopp S.|AUT|Right-Handed|Kellovsky D.|CZE|Right-Handed|0.0|-3.0|36.5|0.5|0.0|-4.0|-1.9200000000000002
indoors|Riedi L.|CHE|Right-Handed|Chidekh C.|FRA|Right-Handed|0.0|-4.0|344.0|0.0|-2.0|-1.0|-2.4400000000000004
clay|Norrie C.|FRA|Left-Handed|Navone M.|ARG|Right-Handed|1.0||2060.0|3.5|5.0|5.0|-1.95
hard|Maestrelli F.|ITA|Right-Handed|Gigante M.|ITA|Left-Handed|1.0||-147.0|0.0|2.0|-1.0|0.5400000000000003
hard|Faria J.|PRT|Right-Handed|Ponwith N.|FRA|Right-Handed|0.0|-8.0|36.5|-0.5|-5.0|-5.0|-2.5100000000000002
indoors|Nakashima B.|FRA|Right-Handed|Virtanen O.|FIN|Right-Handed|1.0||312.0|-1.5|2.0|0.0|-2.45
clay|Baez S.|ARG|Right-Handed|Cerundolo F.|ARG|Right-Handed|0.0|0.0|-750.0|-8.0|-15.0|-3.0|-0.8099999999999998
hard|Glinka D.|EST|Left-Handed|Oradini G.|ITA|Left-Handed|1.0||-36.5|0.0|2.0|-2.0|-0.49
hard|Muller A.|FRA|Right-Handed|Zeppieri G.|ITA|Left-Handed|1.0||242.0|-3.0|-2.0|5.0|0.09999999999999987
hard|Cina F.|ITA|Right-Handed|Gobat A.|FRA|Right-Handed|0.0|-6.0|36.5|0.0|-2.0|-6.0|-0.42999999999999994
hard|Mensik J.|CZE|Right-Handed|Khachanov K.|RUS|Right-Handed|1.0||-2536.5|-8.5|-13.0|-10.0|1.6800000000000002
hard|Bautista-Agut R.|ESP|Right-Handed|Grenier H.|FRA|Right-Handed|0.0|11.0|-73.0|-10.0|-13.0|8.0|-0.5600000000000003
hard|Clarke J.|ARG|Right-Handed|Gima S.|ROU|Left-Handed|0.0|4.0|-47.5|3.5|3.0|4.0|-0.26000000000000023
hard|McCormick T.|FRA|Right-Handed|Andrade A.|ECU|Right-Handed|1.0||-36.5|5.5|5.0|0.0|0.8800000000000001
hard|Kestelboim M.|ARG|Right-Handed|Marti Pujolras A.|ESP|Right-Handed|0.0|5.0|36.5|0.0|-2.0|3.0|-0.5599999999999998
hard|Zverev A.|DEU|Right-Handed|Thompson J.|AUS|Right-Handed|1.0||1438.0|8.0|15.0|-3.0|-3.12
