Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Dellien M.|BOL|Right-Handed|1.25|De Jong J.|NLD|Right-Handed|3.72|1.0||-2.0|8.0|4.0|2.0|-2.47
hard|Catry R.|FRA|Right-Handed|1.67|Rottoli L.|ITA|Right-Handed|2.06|1.0||-262.0|0.0|-1.0|0.0|-0.3900000000000001
hard|McCabe J.|AUS|Right-Handed|3.92|Cazaux A.|FRA|Right-Handed|1.23|0.0|-1.0|272.0|0.0|1.0|0.0|2.69
clay|Ritschard A.|CHE|Right-Handed|1.2|Pavlovic L.|FRA|Right-Handed|4.15|0.0|7.0|26.0|4.0|9.0|6.0|-2.95
hard|Butvilas E.|LTU|Right-Handed|2.28|Schoolkate T.|AUS|Right-Handed|1.59|0.0|-2.0|575.0|0.0|2.0|-3.0|0.6899999999999997
hard|Krutykh O.|UKR|Right-Handed|2.29|Ovcharenko O.|UKR|Right-Handed|1.55|1.0||-266.0|0.0|-1.0|2.0|0.74
hard|Cui J.|CHN|Right-Handed|1.21|Haliak M.|BLR|Right-Handed|3.91|0.0|-1.0|262.0|-3.0|0.0|0.0|-2.7
hard|Kamrowski M.|POL|Right-Handed|1.66|Bassem Sobhy M.|EGY|Right-Handed|2.08|1.0||-262.0|0.0|-1.0|1.0|-0.42000000000000015
hard|Karlovskiy E.|RUS|Right-Handed|1.51|Visker N.|NLD|Right-Handed|2.37|1.0||-339.0|7.0|6.0|8.0|-0.8600000000000001
hard|McDonald M.|ARG|Right-Handed|1.92|Diallo G.|CAN|Right-Handed|1.81|0.0|9.0|150.0|-5.0|-6.0|7.0|0.10999999999999988
hard|Poljicak M.|HRV|Right-Handed|1.58|Topo M.|DEU|Right-Handed|2.21|0.0|0.0|-28.0|0.0|1.0|0.0|-0.6299999999999999
hard|Khachanov K.|RUS|Right-Handed|1.34|Carballes Baena R.|ESP|Right-Handed|3.25|0.0|-2.0|2100.0|10.0|15.0|-3.0|-1.91
hard|Plunger M.|ITA|Right-Handed|1.39|Kalyanpur A.|IND|Right-Handed|2.73|1.0||-262.0|0.0|-4.0|-2.0|-1.34
hard|Stricker D.|CHE|Left-Handed|2.07|Wolf J.|ARG|Right-Handed|1.71|1.0||12.0|-1.0|1.0|-3.0|0.3599999999999999
hard|Bautista-Agut R.|ESP|Right-Handed|1.72|Rinderknech A.|FRA|Right-Handed|2.1|0.0|9.0|-243.0|-11.0|-13.0|7.0|-0.3800000000000001
hard|Brown H.|AUS|Right-Handed|1.14|Falck R.|NZL|Right-Handed|4.91|0.0|0.0|262.0|0.0|1.0|3.0|-3.7700000000000005
hard|Nakagawa N.|JPN|Right-Handed|2.2|Tomic B.|AUS|Right-Handed|1.63|1.0||78.0|-16.0|-16.0|-4.0|0.5700000000000003
hard|Zhang T.|CHN|Right-Handed|2.41|Castelnuovo L.|CHE|Left-Handed|1.5|0.0|-10.0|262.0|0.0|1.0|-9.0|0.9100000000000001
clay|Nava E.|ARG|Right-Handed|2.03|Fonio G.|ITA|Right-Handed|1.72|0.0|-2.0|-93.0|-6.0|0.0|-4.0|0.30999999999999983
hard|Watt J.|NZL|Right-Handed|1.53|Charlton J.|AUS|Right-Handed|2.38|1.0||-262.0|0.0|-1.0|-1.0|-0.8499999999999999
hard|Kalyanpur A.|IND|Right-Handed|2.73|Plunger M.|ITA|Right-Handed|1.39|0.0|6.0|262.0|0.0|4.0|2.0|1.34
clay|Tabur C.|FRA|Right-Handed|2.71|Barrios Vera M.|CHL|Right-Handed|1.42|1.0||-262.0|-18.0|-21.0|-2.0|1.29
hard|Sun F.|CHN|Right-Handed|1.2|Ganesan A.|ITA|Right-Handed|4.08|0.0|8.0|262.0|-3.0|-6.0|9.0|-2.88
Varioussurfaces|Russo S.|ARG|Right-Handed|1.62|Vazquez F.|ARG|Right-Handed|2.2|0.0|15.0|262.0|0.0|1.0|10.0|-0.5800000000000001
clay|Piros Z.|HUN|Right-Handed|1.9|Dodig M.|HRV|Right-Handed|1.83|0.0|8.0|192.0|-10.0|-4.0|5.0|0.06999999999999984
hard|Castelnuovo L.|CHE|Left-Handed|1.5|Zhang T.|CHN|Right-Handed|2.41|1.0||-262.0|0.0|-1.0|9.0|-0.9100000000000001
hard|Wawrinka S.|CHE|Right-Handed|3.03|Safiullin R.|RUS|Right-Handed|1.38|1.0||121.0|4.0|-3.0|12.0|1.65
hard|Ganesan A.|ITA|Right-Handed|4.08|Sun F.|CHN|Right-Handed|1.2|1.0||-262.0|3.0|6.0|-9.0|2.88
clay|Silva F.|PRT|Left-Handed|2.96|Tirante T.|ARG|Right-Handed|1.37|1.0||-386.0|-4.0|-7.0|6.0|1.5899999999999999
indoors|Gigante M.|ITA|Left-Handed|3.47|Fearnley J.|ARG|Right-Handed|1.28|1.0||-262.0|0.0|-1.0|-1.0|2.1900000000000004
clay|Barrios Vera M.|CHL|Right-Handed|1.42|Tabur C.|FRA|Right-Handed|2.71|0.0|2.0|262.0|18.0|21.0|2.0|-1.29
hard|Gimenez I.|BRA|Right-Handed|1.84|Vilicich B.|ARG|Right-Handed|1.84|0.0|2.0|262.0|0.0|1.0|0.0|0.0
Varioussurfaces|Riva M.|ARG|Right-Handed|6.0|Labuckas M.|ARG|Right-Handed|1.11|1.0||-262.0|0.0|-1.0|-1.0|4.89
