Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
hard|Forger A.|NLD|Right-Handed|1.02|Mugelli P.|ITA|Right-Handed|8.83|0.0|-7.0|-22.5|3.5|0.0|-5.0|-7.8100000000000005
clay|Brancaccio R.|ITA|Right-Handed|1.94|Rincon D.|ESP|Left-Handed|1.76|1.0||-48.0|-7.0|0.0|6.0|0.17999999999999994
hard|Brosset S.|FRA|Left-Handed|1.13|Harper C.|CAN|Right-Handed|4.74|0.0|1.0|-22.5|3.5|0.0|3.0|-3.6100000000000003
hard|Hernandez C.|ESP|Right-Handed|1.53|Cardinaud H.|FRA|Right-Handed|2.29|0.0|3.0|-22.5|3.5|0.0|0.0|-0.76
hard|Riepkin M.|UKR|Right-Handed|1.36|Ambarzumjan E.|DEU|Right-Handed|2.81|1.0||22.5|-3.5|0.0|-5.0|-1.45
hard|Stevens Z.|AUS|Right-Handed|1.2|Ambler C.|AUS|Right-Handed|4.33|0.0|0.0|-22.5|3.5|0.0|1.0|-3.13
hard|Goldsteiner P.|AUT|Right-Handed|1.06|Jagrovic O.|SRB|Right-Handed|7.25|0.0|14.0|-22.5|-10.5|-10.0|17.0|-6.1899999999999995
hard|Vasiliauskas M.|LTU|Right-Handed|1.53|Zgirovsky A.|BLR|Right-Handed|2.29|0.0|-2.0|-22.5|1.0|-8.0|-1.0|-0.76
Varioussurfaces|Capalbo F.|ARG|Right-Handed|1.25|Romano G.|ARG|Right-Handed|3.75|0.0|9.0|-22.5|3.5|0.0|4.0|-2.5
clay|Vallejo A.|PRY|Right-Handed|1.36|Villanueva G.|ARG|Right-Handed|2.98|0.0|-8.0|159.0|9.0|8.0|-9.0|-1.6199999999999999
hard|Ganta S.|IND|Right-Handed|1.65|Covato M.|ITA|Right-Handed|2.07|0.0|3.0|-22.5|3.5|0.0|1.0|-0.41999999999999993
Varioussurfaces|Bramajo S.|ARG|Right-Handed|1.25|Doria L.|ARG|Right-Handed|3.75|0.0|-8.0|-22.5|1.0|3.0|-8.0|-2.5
hard|Fossati A.|ITA|Right-Handed|1.24|Meneghetti M.|ITA|Right-Handed|3.49|0.0|4.0|-22.5|3.5|0.0|-1.0|-2.25
hard|Del Pino M.|ARG|Left-Handed|1.83|Santos Gava K.|BRA|Right-Handed|1.81|1.0||22.5|-3.5|0.0|-2.0|0.020000000000000018
hard|Nedelchev N.|BGR|Right-Handed|7.0|Torcq B.|BEL|Right-Handed|1.06|1.0||22.5|-3.5|0.0|2.0|5.9399999999999995
hard|Peniston R.|ITA|Left-Handed|1.45|Nanda G.|ITA|Right-Handed|2.56|1.0||-126.0|-4.0|0.0|5.0|-1.11
hard|Catry R.|FRA|Right-Handed|1.75|Fekete J.|SVK|Right-Handed|1.99|0.0|-1.0|-22.5|3.5|0.0|-1.0|-0.24
hard|Vaccari L.|ITA|Right-Handed|3.0|Khuda A.|UKR|Right-Handed|1.3|0.0|0.0|-22.5|3.5|0.0|0.0|1.7
hard|Daljev P.|SRB|Right-Handed|3.0|Kremenchutskyi I.|UKR|Right-Handed|1.3|0.0|14.0|-22.5|12.5|15.0|12.0|1.7
hard|Ocleppo J.|ITA|Right-Handed|3.26|Reitano S.|ITA|Right-Handed|1.8|0.0|2.0|-22.5|12.5|5.0|0.0|1.4599999999999997
hard|Bult J.|NLD|Right-Handed|2.29|Merre N.|BEL|Right-Handed|1.53|1.0||22.5|-3.5|0.0|-2.0|0.76
hard|Bruce-Smith J.|AUS|Right-Handed|3.4|Hulme M.|AUS|Right-Handed|1.3|1.0||22.5|-3.5|0.0|-2.0|2.0999999999999996
hard|Corwin F.|ITA|Right-Handed|2.7|Kodat T.|ITA|Right-Handed|1.42|0.0|5.0|-22.5|9.0|10.0|7.0|1.2800000000000002
hard|Sim S.|KOR|Right-Handed|1.32|Hsu J.|ITA|Right-Handed|3.02|0.0|-4.0|-22.5|1.0|3.0|0.0|-1.7
hard|Braswell M.|ITA|Right-Handed|2.71|Boyer T.|ITA|Right-Handed|1.42|1.0||22.5|-3.5|0.0|-1.0|1.29
hard|Cavallo F.|ARG|Right-Handed|1.81|Heredia S.|COL|Right-Handed|1.83|0.0|0.0|-22.5|3.5|0.0|0.0|-0.020000000000000018
hard|Stidell F.|SWE|Right-Handed|1.89|Mackinlay J.|ITA|Right-Handed|1.78|0.0|-4.0|-22.5|3.5|0.0|-1.0|0.10999999999999988
hard|Sorger S.|AUT|Right-Handed|1.32|Malgaroli L.|ITA|Right-Handed|3.02|0.0|-3.0|-22.5|3.5|0.0|-4.0|-1.7
hard|Opitz J.|DEU|Left-Handed|1.01|Nagel A.|FRA|Right-Handed|9.0|0.0|7.0|-22.5|3.5|0.0|5.0|-7.99
hard|Breazu M.|ROU|Right-Handed|1.02|Guna R.|ROU|Right-Handed|8.83|0.0|0.0|-22.5|3.5|0.0|-3.0|-7.8100000000000005
indoors|Bertrand R.|FRA|Right-Handed|2.5|Damm M.|ITA|Left-Handed|1.49|0.0|-2.0|-22.5|3.5|0.0|1.0|1.01
clay|Rincon D.|ESP|Left-Handed|1.76|Brancaccio R.|ITA|Right-Handed|1.94|0.0|-6.0|48.0|7.0|0.0|-6.0|-0.17999999999999994
clay|Andreev A.|BGR|Right-Handed|1.5|Fonio G.|ITA|Right-Handed|2.45|1.0||-175.0|-14.0|-3.0|-3.0|-0.9500000000000002
hard|Kovac T.|SVN|Right-Handed|7.0|Miklavcic L.|SVN|Right-Handed|1.06|1.0||22.5|-3.5|0.0|-2.0|5.9399999999999995
hard|Marinescu M.|ROU|Right-Handed|3.0|Norrman S.|SVK|Right-Handed|1.3|0.0|6.0|-22.5|3.5|0.0|-1.0|1.7
hard|Ribeiro Lago E.|ITA|Right-Handed|8.83|Torres Ramis M.|ESP|Right-Handed|1.02|1.0||22.5|-3.5|0.0|4.0|7.8100000000000005
hard|Konov S.|BGR|Right-Handed|3.0|Lefter T.|ROU|Right-Handed|1.3|0.0|5.0|-22.5|3.5|0.0|4.0|1.7
hard|Betuker R.|ROU|Left-Handed|4.74|Zanada E.|ITA|Right-Handed|1.13|1.0||22.5|-3.5|0.0|7.0|3.6100000000000003
hard|Manukyan V.|RUS|Left-Handed|1.02|Kielan S.|POL|Right-Handed|8.83|0.0|-2.0|-22.5|3.5|0.0|2.0|-7.8100000000000005
hard|Artnak B.|SVN|Right-Handed|1.75|Zink T.|ITA|Right-Handed|1.99|0.0|-3.0|-22.5|3.5|0.0|-3.0|-0.24
hard|Valdoleiros G.|PRT|Right-Handed|2.29|Ozdemir S.|TUR|Right-Handed|1.53|1.0||22.5|-3.5|0.0|1.0|0.76
hard|Musetti L.|ITA|Right-Handed|1.25|Kachmazov A.|RUS|Right-Handed|3.94|0.0|1.0|1909.0|-0.5|2.0|0.0|-2.69
clay|Justo G.|ARG|Right-Handed|1.85|Pereira J.|BRA|Right-Handed|1.86|1.0||22.5|1.5|3.0|-7.0|-0.010000000000000009
hard|Orlov A.|CHE|Right-Handed|8.67|Vincent A.|FRA|Right-Handed|1.02|1.0||22.5|-3.5|0.0|-7.0|7.65
hard|Shimizu Y.|JPN|Left-Handed|1.07|Vithoontien L.|JPN|Left-Handed|7.37|0.0|7.0|-270.5|-13.5|-20.0|0.0|-6.3
hard|Van De Zandschulp B.|NLD|Right-Handed|1.4|Watanuki Y.|JPN|Right-Handed|2.86|0.0|2.0|367.0|20.0|8.0|2.0|-1.46
