Surface|pl1|pl1_flag|pl1_hand|pl2|pl2_flag|pl2_hand|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight|DiffAge|DiffBet
clay|Battaglino S.|ITA|Right-Handed|Cozbinov A.|ITA|Right-Handed|1.0||-158.0|-4.0|-2.0|-3.0|1.6
clay|Chepelev A.|RUS|Left-Handed|Setkic A.|ITA|Right-Handed|1.0||2.0|-10.0|-8.0|-10.0|1.4799999999999998
clay|Montsi K.|ITA|Right-Handed|Prechtel S.|DEU|Right-Handed|0.0|-4.0|158.0|2.0|0.0|-7.0|-0.7499999999999998
clay|Gadamauri B.|BEL|Right-Handed|Cias P.|POL|Right-Handed|1.0||-158.0|6.0|5.0|-6.0|3.06
clay|Ogura K.|JPN|Right-Handed|Folliot Q.|FRA|Right-Handed|1.0||-158.0|-12.0|-15.0|3.0|0.4700000000000002
Varioussurfaces|Soriano Barrera A.|COL|Right-Handed|Pujol Navarro B.|ESP|Left-Handed|0.0|3.0|158.0|4.0|2.0|3.0|-3.8899999999999997
clay|Balzerani R.|ITA|Right-Handed|Squire H.|DEU|Right-Handed|1.0||154.0|0.0|0.0|2.0|1.88
clay|Bernard A.|ITA|Left-Handed|Kirchheimer S.|ITA|Right-Handed|1.0||-158.0|-3.0|-2.0|-8.0|3.0799999999999996
clay|Kingsley C.|ITA|Right-Handed|Broom C.|ITA|Right-Handed|0.0|-2.0|158.0|-7.0|10.0|-3.0|-2.26
clay|Rottoli L.|ITA|Right-Handed|Lavagno E.|ITA|Left-Handed|0.0|-2.0|158.0|4.0|2.0|-4.0|3.0700000000000003
clay|Squire H.|DEU|Right-Handed|Srbljak G.|ITA|Left-Handed|0.0|0.0|-154.0|4.0|2.0|-3.0|-4.489999999999999
clay|Mansouri S.|TUN|Right-Handed|Blanchet U.|FRA|Right-Handed|1.0||-298.0|6.0|8.0|4.0|-0.3999999999999999
clay|Cozbinov A.|ITA|Right-Handed|Arnaldi M.|ITA|Right-Handed|1.0||142.0|-4.0|-2.0|6.0|2.1500000000000004
clay|Blanchet U.|FRA|Right-Handed|Mansouri S.|TUN|Right-Handed|0.0|-5.0|298.0|-6.0|-8.0|-4.0|0.3999999999999999
clay|Bovy A.|BEL|Left-Handed|Hurrion M.|ITA|Right-Handed|0.0|1.0|158.0|4.0|2.0|-2.0|0.9300000000000002
clay|Prechtel S.|DEU|Right-Handed|Montsi K.|ITA|Right-Handed|1.0||-158.0|-2.0|0.0|7.0|0.7499999999999998
indoors|Laaksonen H.|CHE|Right-Handed|Rune H.|DNK|Right-Handed|0.0|12.0|24.0|10.0|0.0|11.0|1.32
clay|Fassbender B.|FRA|Right-Handed|Johnson L.|ITA|Right-Handed|1.0||-158.0|-7.0|0.0|-4.0|2.16
indoors|Shaw M.|ITA|Right-Handed|Doe M.|ITA|Right-Handed|0.0|6.0|158.0|4.0|2.0|-1.0|-5.01
clay|Srbljak G.|ITA|Left-Handed|Squire H.|DEU|Right-Handed|1.0||154.0|-4.0|-2.0|3.0|4.489999999999999
indoors|Monfils G.|FRA|Right-Handed|Mager G.|ITA|Right-Handed|0.0|7.0|1353.0|8.0|5.0|8.0|-2.25
clay|Squire H.|DEU|Right-Handed|Balzerani R.|ITA|Right-Handed|0.0|-2.0|-154.0|0.0|0.0|-2.0|-1.88
clay|Tabur C.|FRA|Right-Handed|Wessels L.|DEU|Right-Handed|1.0||-158.0|-20.0|-28.0|-1.0|0.54
clay|Krumich M.|CZE|Right-Handed|Valkusz M.|HUN|Right-Handed|1.0||232.0|1.0|0.0|-5.0|3.2600000000000007
clay|Dellien H.|BOL|Right-Handed|Kicker N.|ARG|Right-Handed|0.0|2.0|271.0|0.0|2.0|-1.0|0.08999999999999986
clay|Blancaneaux G.|FRA|Right-Handed|Nagal S.|IND|Right-Handed|1.0||-334.0|6.0|2.0|-1.0|0.6799999999999999
clay|Agamenone F.|ITA|Right-Handed|Huesler M.|CHE|Left-Handed|1.0||-74.0|-6.0|-8.0|3.0|-0.05999999999999983
clay|Bourgue M.|FRA|Right-Handed|Collarini A.|ARG|Left-Handed|0.0|-3.0|20.0|3.0|3.0|-2.0|0.6100000000000001
clay|Melzer G.|AUT|Left-Handed|Esteve Lobato E.|ESP|Right-Handed|0.0|3.0|167.0|-3.0|0.0|5.0|-0.53
indoors|Moore E.|ITA|Right-Handed|Weightman O.|ITA|Right-Handed|0.0|4.0|158.0|4.0|2.0|4.0|0.41999999999999993
clay|Wessels L.|DEU|Right-Handed|Tabur C.|FRA|Right-Handed|0.0|1.0|158.0|20.0|28.0|1.0|-0.54
indoors|Sinner J.|ITA|Right-Handed|Duckworth J.|AUS|Right-Handed|0.0|-9.0|1753.0|-6.0|5.0|-9.0|-2.35
clay|Pervolarakis M.|GRC|Right-Handed|Nijboer R.|NLD|Right-Handed|0.0|3.0|-214.0|13.0|13.0|3.0|-1.1800000000000002
clay|Cerundolo J.|ARG|Left-Handed|Ugo Carabelli C.|ARG|Right-Handed|1.0||-87.0|-15.0|-2.0|-3.0|-1.6199999999999999
clay|Paz J.|ARG|Right-Handed|Chepelev A.|RUS|Left-Handed|1.0||-158.0|-4.0|-2.0|3.0|-0.6799999999999999
clay|Valkusz M.|HUN|Right-Handed|Krumich M.|CZE|Right-Handed|0.0|3.0|-232.0|-1.0|0.0|5.0|-3.2600000000000007
indoors|Millman J.|AUS|Right-Handed|Giron M.|ITA|Right-Handed|1.0||138.0|2.0|3.0|4.0|0.7999999999999998
indoors|Novak D.|AUT|Right-Handed|Bemelmans R.|BEL|Left-Handed|0.0|-6.0|349.0|5.0|0.0|-6.0|-0.9400000000000002
clay|Duda F.|CZE|Right-Handed|Piros Z.|HUN|Right-Handed|1.0||242.0|8.0|3.0|1.0|5.2
clay|Kolar Z.|CZE|Right-Handed|Travaglia S.|ITA|Right-Handed|1.0||-555.0|-4.0|0.0|-5.0|0.5
indoors|Moutet C.|FRA|Left-Handed|Grenier H.|FRA|Right-Handed|0.0|-1.0|653.0|-17.0|-21.0|-3.0|-0.95
clay|Micov S.|ITA|Right-Handed|Balzerani R.|ITA|Right-Handed|1.0||-158.0|-4.0|-2.0|7.0|4.4799999999999995
hard|Shapovalov D.|CAN|Left-Handed|Norrie C.|ITA|Left-Handed|1.0||1335.0|-7.0|-3.0|-3.0|-0.21999999999999997
clay|Cozbinov A.|ITA|Right-Handed|Battaglino S.|ITA|Right-Handed|0.0|3.0|158.0|4.0|2.0|3.0|-1.6
Varioussurfaces|Denisov I.|RUS|Right-Handed|Krapivin M.|RUS|Right-Handed|0.0|2.0|158.0|4.0|2.0|0.0|-3.6999999999999997
Varioussurfaces|Amoros Ramos P.|ESP|Right-Handed|Weber A.|FRA|Left-Handed|0.0|4.0|158.0|4.0|2.0|-6.0|-0.4099999999999999
hard|Holmgren A.|DNK|Right-Handed|Dimitrov G.|BGR|Right-Handed|1.0||-1785.0|-5.0|-8.0|-7.0|7.99
clay|Brouwer G.|NLD|Left-Handed|Patten H.|ITA|Right-Handed|1.0||-364.0|-19.0|-7.0|0.0|-1.33
indoors|Hignett L.|ITA|Right-Handed|Chen D.|ITA|Right-Handed|0.0|0.0|158.0|4.0|2.0|3.0|3.1500000000000004
Varioussurfaces|Laurent T.|FRA|Right-Handed|Zusman R.|ITA|Left-Handed|0.0|3.0|158.0|4.0|2.0|3.0|-6.359999999999999
indoors|Majchrzak K.|POL|Right-Handed|Krajinovic F.|SRB|Right-Handed|1.0||-906.0|3.0|-5.0|-4.0|1.02
Varioussurfaces|Marrero Curbelo I.|ESP|Right-Handed|Cekirge K.|TUR|Right-Handed|1.0||-158.0|-4.0|-2.0|1.0|2.92
clay|Domingues J.|PRT|Right-Handed|Popko D.|KAZ|Right-Handed|1.0||-71.0|-17.0|-13.0|3.0|1.74
clay|Broom C.|ITA|Right-Handed|Kingsley C.|ITA|Right-Handed|1.0||-158.0|7.0|-10.0|3.0|2.26
clay|Habib H.|LBN|Right-Handed|Roncalli S.|ITA|Right-Handed|0.0|-1.0|158.0|12.0|13.0|-2.0|0.5899999999999999
Varioussurfaces|Pujol Navarro B.|ESP|Left-Handed|Soriano Barrera A.|COL|Right-Handed|1.0||-158.0|-4.0|-2.0|-3.0|3.8899999999999997
Varioussurfaces|Sakellaridis M.|GRC|Right-Handed|Zmak D.|HRV|Right-Handed|1.0||-158.0|-6.0|-2.0|-12.0|6.6899999999999995
clay|Sultanov K.|UZB|Right-Handed|Royer V.|FRA|Right-Handed|1.0||-158.0|-3.0|-8.0|2.0|1.18
indoors|Bemelmans R.|BEL|Left-Handed|Novak D.|AUT|Right-Handed|1.0||-349.0|-5.0|0.0|6.0|0.9400000000000002
clay|Gaston H.|FRA|Left-Handed|Stebe C.|DEU|Left-Handed|0.0|-7.0|166.0|-2.0|-10.0|-10.0|-1.49
indoors|Davies G.|ITA|Right-Handed|Foley P.|ITA|Right-Handed|1.0||-158.0|-4.0|-2.0|0.0|0.25
indoors|Chen D.|ITA|Right-Handed|Hignett L.|ITA|Right-Handed|1.0||-158.0|-4.0|-2.0|-3.0|-3.1500000000000004
clay|Carballes Baena R.|ESP|Right-Handed|Furness E.|FRA|Right-Handed|0.0|5.0|574.0|11.0|13.0|5.0|-2.4000000000000004
clay|Setkic A.|ITA|Right-Handed|Tabacco G.|ITA|Right-Handed|0.0|14.0|-2.0|10.0|8.0|15.0|-1.0999999999999999
clay|Perez A.|ITA|Right-Handed|Langmo C.|ITA|Right-Handed|1.0||-158.0|-8.0|-8.0|-1.0|0.10999999999999988
Varioussurfaces|Cekirge K.|TUR|Right-Handed|Marrero Curbelo I.|ESP|Right-Handed|0.0|-1.0|158.0|4.0|2.0|-1.0|-2.92
clay|Arnaldi M.|ITA|Right-Handed|Cozbinov A.|ITA|Right-Handed|0.0|-6.0|-142.0|4.0|2.0|-6.0|-2.1500000000000004
clay|Boyer D.|ITA|Right-Handed|Gomez J.|COL|Right-Handed|1.0||-158.0|-1.0|-2.0|-1.0|1.3699999999999999
clay|Roncalli S.|ITA|Right-Handed|Habib H.|LBN|Right-Handed|1.0||-158.0|-12.0|-13.0|2.0|-0.5899999999999999
Varioussurfaces|Bondar M.|UKR|Right-Handed|Rogic Hadzalic A.|HRV|Right-Handed|1.0||-158.0|-4.0|-2.0|-1.0|5.15
clay|Durguti B.|ITA|Right-Handed|Wessels L.|DEU|Right-Handed|1.0||-158.0|-14.0|-15.0|6.0|9.290000000000001
Varioussurfaces|Bueno Gil A.|ESP|Right-Handed|Jorda Sanchis D.|ESP|Right-Handed|1.0||-158.0|-10.0|-13.0|-6.0|5.68
indoors|Benaim M.|ITA|Right-Handed|Mackinlay J.|ITA|Right-Handed|1.0||-158.0|-12.0|-10.0|2.0|0.6200000000000001
clay|Imai S.|JPN|Right-Handed|Kirkov V.|ITA|Right-Handed|0.0|3.0|158.0|10.0|-7.0|5.0|-0.08999999999999986
indoors|Giron M.|ITA|Right-Handed|Millman J.|AUS|Right-Handed|0.0|-2.0|-138.0|-2.0|-3.0|-4.0|-0.7999999999999998
